MetaTest/Average/NumTrajs,MetaTest/Average/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/lever-pull-v1/TerminationRate,MetaTest/lever-pull-v1/StdReturn,MetaTest/Average/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/lever-pull-v1/Iteration,MetaTrain/Average/Alpha,MetaTest/lever-pull-v1/MaxReturn,MetaTest/Average/StdReturn,TotalEnvSteps,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/QfLoss,MetaTrain/Average/ContrastiveLoss,MetaTest/lever-pull-v1/AverageReturn,MetaTest/lever-pull-v1/SuccessRate,MetaTest/Average/MinReturn,MetaTest/lever-pull-v1/AverageDiscountedReturn,MetaTest/lever-pull-v1/MinReturn,MetaTrain/Average/PolicyLoss,MetaTest/lever-pull-v1/NumTrajs,MetaTrain/Average/AlphaLoss,MetaTest/Average/Iteration
10,0.0,-4.815892768606314,0.0,0.8966267007544252,-3.4748253981096355,0.0,48,nan,-3.4748253981096355,0.8966267007544252,1376000,-4.815892768606314,16.714203,7.6160493,-4.815892768606314,0.0,-6.832887556925555,-4.815892768606314,-6.832887556925555,-193.97337,10,6.527875,48
10,0.0,-4.666909402112028,0.0,0.8166251124616086,-3.3194180803990614,0.0,49,nan,-3.3194180803990614,0.8166251124616086,1400000,-4.666909402112026,16.729248,7.6196866,-4.666909402112028,0.0,-6.193999639298341,-4.666909402112026,-6.193999639298341,-194.40417,10,6.529238,49
10,0.0,-4.408759836299984,0.0,0.5429701718461913,-3.877531340109164,0.0,50,nan,-3.877531340109164,0.5429701718461913,1424000,-4.408759836299984,16.73786,7.6168776,-4.408759836299984,0.0,-5.438898894525642,-4.408759836299984,-5.438898894525642,-194.78964,10,6.5293436,50
10,0.0,-4.409172981464188,0.0,0.910104756392951,-3.1949446043730987,0.0,51,nan,-3.1949446043730987,0.910104756392951,1448000,-4.409172981464191,16.755018,7.613728,-4.409172981464188,0.0,-5.834865571395968,-4.409172981464191,-5.834865571395968,-195.21347,10,6.5307703,51
10,0.0,-4.864298306807307,0.0,1.0058035388773414,-3.1931201011196553,0.0,52,nan,-3.1931201011196553,1.0058035388773414,1472000,-4.864298306807309,16.706894,7.610082,-4.864298306807307,0.0,-6.644964032590596,-4.864298306807309,-6.644964032590596,-195.51007,10,6.5300117,52
10,0.0,-4.750040587179766,0.0,1.2341822427460996,-3.324622611465006,0.0,53,nan,-3.324622611465006,1.2341822427460996,1496000,-4.750040587179766,16.72642,7.6094074,-4.750040587179766,0.0,-7.630804238949561,-4.750040587179766,-7.630804238949561,-195.90569,10,6.5307083,53
10,0.0,-4.345012585900517,0.0,1.0301483956574848,-3.2347859480416843,0.0,54,nan,-3.2347859480416843,1.0301483956574848,1520000,-4.345012585900516,16.657787,7.6178875,-4.345012585900517,0.0,-6.204394796023149,-4.345012585900516,-6.204394796023149,-196.31122,10,6.5315576,54
10,0.0,-4.172486325697867,0.0,0.5185564541822546,-3.4239300690092747,0.0,55,nan,-3.4239300690092747,0.5185564541822546,1544000,-4.172486325697868,16.636887,7.612273,-4.172486325697867,0.0,-5.104928343739002,-4.172486325697868,-5.104928343739002,-196.76068,10,6.531664,55
10,0.0,-4.591887587560496,0.0,1.0106404119505417,-3.3003666320690273,0.0,56,nan,-3.3003666320690273,1.0106404119505417,1568000,-4.591887587560497,16.509996,7.6158195,-4.591887587560496,0.0,-6.116420184216744,-4.591887587560497,-6.116420184216744,-197.27684,10,6.5338507,56
10,0.0,-4.051652399533376,0.0,0.7361591029862775,-3.2749561601951376,0.0,57,nan,-3.2749561601951376,0.7361591029862775,1592000,-4.051652399533376,16.501892,7.6045823,-4.051652399533376,0.0,-5.948818029727572,-4.051652399533376,-5.948818029727572,-197.68039,10,6.5346713,57
10,0.0,-4.336424510182217,0.0,0.6155483384703457,-3.3010756665542487,0.0,58,nan,-3.3010756665542487,0.6155483384703457,1616000,-4.336424510182217,16.359137,7.6002674,-4.336424510182217,0.0,-5.302669825715973,-4.336424510182217,-5.302669825715973,-198.13562,10,6.53437,58
10,0.0,-5.097171593650303,0.0,0.8122500063659237,-3.7507834794974264,0.0,59,nan,-3.7507834794974264,0.8122500063659237,1640000,-5.097171593650301,16.367832,7.6013017,-5.097171593650303,0.0,-6.769330632378802,-5.097171593650301,-6.769330632378802,-198.60675,10,6.536497,59
10,0.0,-4.786003300782733,0.0,1.0225671780323848,-3.4081498719834493,0.0,60,nan,-3.4081498719834493,1.0225671780323848,1664000,-4.786003300782733,16.165781,7.6011467,-4.786003300782733,0.0,-6.860791681870096,-4.786003300782733,-6.860791681870096,-199.04726,10,6.5369725,60
10,0.0,-4.766825294888056,0.0,0.8509566765111366,-3.7381875935053417,0.0,61,nan,-3.7381875935053417,0.8509566765111366,1688000,-4.766825294888056,16.08342,7.6017075,-4.766825294888056,0.0,-6.652372076977821,-4.766825294888056,-6.652372076977821,-199.52478,10,6.538367,61
10,0.0,-4.3042336942976975,0.0,0.48410910855484146,-3.8433417139763026,0.0,62,nan,-3.8433417139763026,0.48410910855484146,1712000,-4.304233694297696,16.016743,7.604225,-4.3042336942976975,0.0,-5.501363734523618,-4.304233694297696,-5.501363734523618,-199.9373,10,6.5389037,62
10,0.0,-4.449080829423423,0.0,1.063719064302577,-3.0914556754485107,0.0,63,nan,-3.0914556754485107,1.063719064302577,1736000,-4.449080829423421,15.913583,7.6043234,-4.449080829423423,0.0,-6.234049490526811,-4.449080829423421,-6.234049490526811,-200.51111,10,6.5404015,63
10,0.0,-4.228070267862563,0.0,0.704759358553026,-3.0459762228201654,0.0,64,nan,-3.0459762228201654,0.704759358553026,1760000,-4.228070267862562,15.736276,7.6043553,-4.228070267862563,0.0,-5.118853381511157,-4.228070267862562,-5.118853381511157,-201.02597,10,6.5416903,64
10,0.0,-3.9905019739669063,0.0,0.6216396119854143,-2.993972576698516,0.0,65,nan,-2.993972576698516,0.6216396119854143,1784000,-3.990501973966906,15.606908,7.6086593,-3.9905019739669063,0.0,-4.92803152494045,-3.990501973966906,-4.92803152494045,-201.50212,10,6.542433,65
10,0.0,-4.61169292422882,0.0,0.8066419838115809,-3.3979939175047686,0.0,66,nan,-3.3979939175047686,0.8066419838115809,1808000,-4.61169292422882,15.511191,7.610543,-4.61169292422882,0.0,-5.882312845272098,-4.61169292422882,-5.882312845272098,-201.97371,10,6.544346,66
10,0.0,-3.848971881615005,0.0,0.7326462807629864,-2.7892924659813745,0.0,67,nan,-2.7892924659813745,0.7326462807629864,1832000,-3.848971881615004,15.336537,7.6075644,-3.848971881615005,0.0,-5.250979307939341,-3.848971881615004,-5.250979307939341,-202.40944,10,6.545764,67
10,0.0,-4.4274310188263195,0.0,0.7790229981075674,-3.3776247132399653,0.0,68,nan,-3.3776247132399653,0.7790229981075674,1856000,-4.42743101882632,15.229365,7.6067867,-4.4274310188263195,0.0,-5.9997265104651225,-4.42743101882632,-5.9997265104651225,-202.8595,10,6.5470586,68
10,0.0,-4.2885649597587,0.0,0.7591873036992396,-2.9621694594852643,0.0,69,nan,-2.9621694594852643,0.7591873036992396,1880000,-4.2885649597587,15.138877,7.603803,-4.2885649597587,0.0,-5.492592735179313,-4.2885649597587,-5.492592735179313,-203.31226,10,6.5481157,69
10,0.0,-4.109332955301378,0.0,0.878547820378418,-2.6229870236806754,0.0,70,nan,-2.6229870236806754,0.878547820378418,1904000,-4.109332955301378,15.082973,7.607708,-4.109332955301378,0.0,-5.401887123449596,-4.109332955301378,-5.401887123449596,-203.73457,10,6.550064,70
10,0.0,-4.147693611548537,0.0,0.8996141817128869,-3.0136419934766203,0.0,71,nan,-3.0136419934766203,0.8996141817128869,1928000,-4.147693611548538,14.926478,7.6028976,-4.147693611548537,0.0,-5.878782066476225,-4.147693611548538,-5.878782066476225,-204.24922,10,6.5513253,71
10,0.0,-4.371022426808853,0.0,0.6816712603442773,-3.306432324459015,0.0,72,nan,-3.306432324459015,0.6816712603442773,1952000,-4.371022426808852,14.799446,7.603511,-4.371022426808853,0.0,-5.498846418068357,-4.371022426808852,-5.498846418068357,-204.69116,10,6.5515075,72
10,0.0,-4.150928319493913,0.0,1.0619460107960002,-2.544930345384071,0.0,73,nan,-2.544930345384071,1.0619460107960002,1976000,-4.150928319493914,14.784312,7.6060977,-4.150928319493913,0.0,-6.157435994237555,-4.150928319493914,-6.157435994237555,-205.03673,10,6.553062,73
10,0.0,-4.040748581359282,0.0,0.8316841773791616,-3.0310412553509143,0.0,74,nan,-3.0310412553509143,0.8316841773791616,2000000,-4.040748581359281,14.751388,7.606499,-4.040748581359282,0.0,-5.348578121457707,-4.040748581359281,-5.348578121457707,-205.3954,10,6.5531993,74
10,0.0,-3.9726303810263786,0.0,0.7714795099360291,-2.827686922748708,0.0,75,nan,-2.827686922748708,0.7714795099360291,2024000,-3.972630381026377,14.691781,7.60566,-3.9726303810263786,0.0,-5.628761664504369,-3.972630381026377,-5.628761664504369,-205.77065,10,6.5542545,75
10,0.0,-4.181013247618749,0.0,0.49981024206434144,-3.479183714855263,0.0,76,nan,-3.479183714855263,0.49981024206434144,2048000,-4.181013247618749,14.485412,7.6034894,-4.181013247618749,0.0,-5.163419402549174,-4.181013247618749,-5.163419402549174,-206.0702,10,6.555748,76
10,0.0,-4.907078384686095,0.0,1.3177497778537355,-2.9725372694608057,0.0,77,nan,-2.9725372694608057,1.3177497778537355,2072000,-4.907078384686095,14.431234,7.6076765,-4.907078384686095,0.0,-7.2279090169606945,-4.907078384686095,-7.2279090169606945,-206.45255,10,6.5562167,77
10,0.0,-4.7411700591543084,0.0,0.8238024404060086,-3.3499929077927484,0.0,78,nan,-3.3499929077927484,0.8238024404060086,2096000,-4.7411700591543084,14.428434,7.6093545,-4.7411700591543084,0.0,-6.456252544740059,-4.7411700591543084,-6.456252544740059,-206.81691,10,6.5574284,78
10,0.0,-4.544458637258829,0.0,0.7550119547064867,-3.135077362746396,0.0,79,nan,-3.135077362746396,0.7550119547064867,2120000,-4.544458637258831,14.228281,7.6065784,-4.544458637258829,0.0,-5.7130346513188535,-4.544458637258831,-5.7130346513188535,-207.13397,10,6.558058,79
10,0.0,-4.465532589828284,0.0,1.0212530157214699,-3.0375589963298686,0.0,80,nan,-3.0375589963298686,1.0212530157214699,2144000,-4.4655325898282845,14.178273,7.599642,-4.465532589828284,0.0,-6.009221933481032,-4.4655325898282845,-6.009221933481032,-207.48944,10,6.5584803,80
10,0.0,-4.081129192987374,0.0,0.9910637856676774,-2.461432938011417,0.0,81,nan,-2.461432938011417,0.9910637856676774,2168000,-4.081129192987374,14.042958,7.596665,-4.081129192987374,0.0,-6.504395361796451,-4.081129192987374,-6.504395361796451,-207.83302,10,6.560038,81
10,0.0,-3.695479319946255,0.0,0.6710582662201607,-2.912812861967654,0.0,82,nan,-2.912812861967654,0.6710582662201607,2192000,-3.6954793199462572,13.9471,7.600634,-3.695479319946255,0.0,-4.875250460027037,-3.6954793199462572,-4.875250460027037,-208.16847,10,6.561702,82
10,0.0,-4.054272948011677,0.0,0.6229959913292422,-3.1058294063367233,0.0,83,nan,-3.1058294063367233,0.6229959913292422,2216000,-4.054272948011677,13.880413,7.6010976,-4.054272948011677,0.0,-5.147813352201931,-4.054272948011677,-5.147813352201931,-208.53862,10,6.5635734,83
10,0.0,-3.6548217833813252,0.0,0.43991162396625083,-2.9506945904901873,0.0,84,nan,-2.9506945904901873,0.43991162396625083,2240000,-3.6548217833813252,13.773884,7.596428,-3.6548217833813252,0.0,-4.404171929076254,-3.6548217833813252,-4.404171929076254,-208.84903,10,6.563718,84
10,0.0,-4.031691033326939,0.0,0.8925117913099831,-2.7387198686249326,0.0,85,nan,-2.7387198686249326,0.8925117913099831,2264000,-4.031691033326938,13.669824,7.5969276,-4.031691033326939,0.0,-5.292774397406067,-4.031691033326938,-5.292774397406067,-209.21368,10,6.5650907,85
10,0.0,-4.303566678013789,0.0,0.9041126136503919,-3.177025146390203,0.0,86,nan,-3.177025146390203,0.9041126136503919,2288000,-4.303566678013791,13.636258,7.601626,-4.303566678013789,0.0,-6.153892995223036,-4.303566678013791,-6.153892995223036,-209.54033,10,6.5660806,86
10,0.0,-4.570595261093398,0.0,0.6686750995714154,-3.299657725179031,0.0,87,nan,-3.299657725179031,0.6686750995714154,2312000,-4.570595261093397,13.611065,7.6055183,-4.570595261093398,0.0,-5.4177229880687285,-4.570595261093397,-5.4177229880687285,-209.8106,10,6.5667615,87
10,0.0,-3.698295229881063,0.0,0.5954991057135841,-2.767577617021199,0.0,88,nan,-2.767577617021199,0.5954991057135841,2336000,-3.698295229881064,13.603082,7.6044536,-3.698295229881063,0.0,-4.551993568050577,-3.698295229881064,-4.551993568050577,-210.09256,10,6.566529,88
10,0.0,-4.110531283225952,0.0,0.7530966199484279,-3.099256406063257,0.0,89,nan,-3.099256406063257,0.7530966199484279,2360000,-4.110531283225952,13.502108,7.6021204,-4.110531283225952,0.0,-5.118427643991657,-4.110531283225952,-5.118427643991657,-210.2493,10,6.5679717,89
10,0.0,-4.0911099875369,0.0,1.087162254003687,-2.5107636351547553,0.0,90,nan,-2.5107636351547553,1.087162254003687,2384000,-4.091109987536901,13.463219,7.605403,-4.0911099875369,0.0,-5.85906632326154,-4.091109987536901,-5.85906632326154,-210.46016,10,6.5683546,90
10,0.0,-4.538028801077694,0.0,0.9013024734712951,-3.3876034950340066,0.0,91,nan,-3.3876034950340066,0.9013024734712951,2408000,-4.538028801077694,13.388462,7.6073446,-4.538028801077694,0.0,-6.01791598313045,-4.538028801077694,-6.01791598313045,-210.77596,10,6.5687423,91
10,0.0,-5.018494960601321,0.0,1.2948748663877923,-2.7026153760908485,0.0,92,nan,-2.7026153760908485,1.2948748663877923,2432000,-5.018494960601321,13.333677,7.6029835,-5.018494960601321,0.0,-7.202697229383482,-5.018494960601321,-7.202697229383482,-211.0115,10,6.5691147,92
10,0.0,-4.203205042552879,0.0,0.6062212476536374,-2.9398392846041066,0.0,93,nan,-2.9398392846041066,0.6062212476536374,2456000,-4.203205042552879,13.324787,7.6060295,-4.203205042552879,0.0,-4.80330733235524,-4.203205042552879,-4.80330733235524,-211.28397,10,6.5700083,93
10,0.0,-4.407617025071169,0.0,1.248583106170616,-2.6499939391453453,0.0,94,nan,-2.6499939391453453,1.248583106170616,2480000,-4.407617025071169,13.303329,7.608533,-4.407617025071169,0.0,-6.6865621258285906,-4.407617025071169,-6.6865621258285906,-211.4395,10,6.570469,94
10,0.0,-4.139425526966199,0.0,0.529174550322004,-3.264456750153764,0.0,95,nan,-3.264456750153764,0.529174550322004,2504000,-4.139425526966198,13.263534,7.604413,-4.139425526966199,0.0,-4.906018153646636,-4.139425526966198,-4.906018153646636,-211.5564,10,6.5714345,95
10,0.0,-3.6801125147235716,0.0,0.7558858731355781,-2.6759178611448227,0.0,96,nan,-2.6759178611448227,0.7558858731355781,2528000,-3.6801125147235707,13.244395,7.605753,-3.6801125147235716,0.0,-5.281563541930302,-3.6801125147235707,-5.281563541930302,-211.80014,10,6.5721893,96
10,0.0,-3.754140954433842,0.0,1.0593085963613316,-2.5913922784683696,0.0,97,nan,-2.5913922784683696,1.0593085963613316,2552000,-3.7541409544338444,13.209992,7.6064987,-3.754140954433842,0.0,-5.567936011960958,-3.7541409544338444,-5.567936011960958,-211.95947,10,6.5722547,97
10,0.0,-4.565206953580003,0.0,0.6958730399930606,-2.981646223719828,0.0,98,nan,-2.981646223719828,0.6958730399930606,2576000,-4.565206953580003,13.199888,7.607187,-4.565206953580003,0.0,-5.547773966194572,-4.565206953580003,-5.547773966194572,-212.17409,10,6.5734787,98
10,0.0,-4.183248249842073,0.0,0.7310716659233087,-3.0873815422295077,0.0,99,nan,-3.0873815422295077,0.7310716659233087,2600000,-4.183248249842073,13.133894,7.6067185,-4.183248249842073,0.0,-5.196727710755015,-4.183248249842073,-5.196727710755015,-212.38988,10,6.5738673,99
