Average/NumEpisodes,MetaTest/sweep-into-v1/SuccessRate,sweep-into-v1/MinReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/TerminationRate,MetaTest/sweep-into-v1/AverageReturn,sweep-into-v1/SuccessRate,GaussianMLPPolicy/KLBefore,MetaTest/sweep-into-v1/TerminationRate,Average/SuccessRate,MetaTest/sweep-into-v1/StdReturn,MetaTest/Average/SuccessRate,sweep-into-v1/StdReturn,sweep-into-v1/TerminationRate,sweep-into-v1/MaxReturn,GaussianMLPPolicy/Entropy,Average/MaxReturn,MetaTest/sweep-into-v1/NumEpisodes,MetaTest/sweep-into-v1/Iteration,MetaTest/Average/MinReturn,MetaTest/Average/AverageReturn,MetaTest/Average/MaxReturn,sweep-into-v1/Iteration,TotalEnvSteps,GaussianMLPPolicy/LossBefore,MetaTest/Average/Iteration,sweep-into-v1/AverageReturn,MetaTest/sweep-into-v1/MaxReturn,GaussianMLPPolicy/KLAfter,MetaTest/Average/AverageDiscountedReturn,Average/AverageDiscountedReturn,Average/StdReturn,GaussianMLPPolicy/LossAfter,Average/TerminationRate,sweep-into-v1/AverageDiscountedReturn,GaussianMLPPolicy/dLoss,Average/AverageReturn,MetaTest/sweep-into-v1/AverageDiscountedReturn,sweep-into-v1/NumEpisodes,Average/Iteration,MetaTest/Average/StdReturn,Iteration,MetaTest/sweep-into-v1/MinReturn,Average/MinReturn
200,0.0,-55.11428380041445,50,0.0,299.8626893140437,0.01,0.0,0.0,0.01,711.9744866222087,0.0,360.9209683311268,0.0,3603.043202139974,5.6643900871276855,3603.043202139974,50,0,-40.021391113323936,299.8626893140437,3396.2310997402624,0,80000,-0.00048104627057909966,0,26.560566268813044,3396.2310997402624,0.00934116542339325,299.8626893140436,8.611215919744739,360.9209683311268,-0.0013901513302698731,0.0,8.611215919744739,0.0009091050596907735,26.560566268813044,299.8626893140436,200,0,711.9744866222087,0,-40.021391113323936,-55.11428380041445
200,,-48.47268850932676,,,,0.025,0.0,,0.025,,,1474.6610115248775,0.0,17770.55983594034,5.7020440101623535,17770.55983594034,,,,,,1,160000,0.0007923976518213749,,300.0491732854465,,0.007271499373018742,,88.53797301365306,1474.6610115248775,0.00044527207501232624,0.0,88.53797301365306,0.00034712557680904865,300.0491732854465,,200,1,,1,,-48.47268850932676
200,,-36.61558431513101,,,,0.03,0.0,,0.03,,,4223.523756072383,0.0,31152.119540693584,5.712844371795654,31152.119540693584,,,,,,2,240000,4.888856710749678e-05,,1485.8622423175793,,0.00782548263669014,,426.5683770971952,4223.523756072383,1.2436711585905869e-05,0.0,426.5683770971952,3.6451855521590915e-05,1485.8622423175793,,200,2,,2,,-36.61558431513101
200,,-37.554467778828894,,,,0.06,0.0,,0.06,,,3698.577470337342,0.0,30512.598951077794,5.691653251647949,30512.598951077794,,,,,,3,320000,-2.4503427994204685e-05,,1317.2436774885773,,0.008233527652919292,,375.1599064683979,3698.577470337342,-4.403616549097933e-05,0.0,375.1599064683979,1.9532737496774644e-05,1317.2436774885773,,200,3,,3,,-37.554467778828894
200,,-27.096110441803475,,,,0.055,0.0,,0.055,,,7270.803000089769,0.0,44365.093613838144,5.6792378425598145,44365.093613838144,,,,,,4,400000,-9.031145964399911e-06,,4427.921974848963,,0.00030097083072178066,,1242.5291723397638,7270.803000089769,-9.462470188736916e-06,0.0,1242.5291723397638,4.313242243370041e-07,4427.921974848963,,200,4,,4,,-27.096110441803475
200,,-25.822503785671756,,,,0.08,0.0,,0.08,,,8655.54853026581,0.0,52126.76844521472,5.6826629638671875,52126.76844521472,,,,,,5,480000,2.775499297058559e-06,,5318.412941958464,,0.00011558462574612349,,1523.7608143896753,8655.54853026581,2.611267973406939e-06,0.0,1523.7608143896753,1.642313236516202e-07,5318.412941958464,,200,5,,5,,-25.822503785671756
200,,-29.23476185422061,,,,0.07,0.0,,0.07,,,9544.935412162966,0.0,42461.600296503406,5.722740650177002,42461.600296503406,,,,,,6,560000,3.555107832653448e-05,,6939.988864170282,,0.0034900240134447813,,1885.017753371455,9544.935412162966,2.9849452403141186e-05,0.0,1885.017753371455,5.701625923393294e-06,6939.988864170282,,200,6,,6,,-29.23476185422061
200,,-31.406806620971814,,,,0.1,0.0,,0.1,,,9368.742318510524,0.0,47043.17167871855,5.721878528594971,47043.17167871855,,,,,,7,640000,-7.154209811233159e-07,,5715.807855830427,,8.071187767200172e-05,,1630.7849789798324,9368.742318510524,-8.299027172142814e-07,0.0,1630.7849789798324,1.1448173609096557e-07,5715.807855830427,,200,7,,7,,-31.406806620971814
200,,-37.098594702242714,,,,0.095,0.0,,0.095,,,9360.919072738756,0.0,71198.36444220284,5.719632148742676,71198.36444220284,,,,,,8,720000,-1.6921578662731918e-06,,5703.484876763046,,0.00012110902753192931,,1595.0831877509006,9360.919072738756,-1.8642653003553278e-06,0.0,1595.0831877509006,1.7210743408213602e-07,5703.484876763046,,200,8,,8,,-37.098594702242714
200,,-34.96683279443584,,,,0.09,0.0,,0.09,,,12464.464905284882,0.0,61280.085602274994,5.720000267028809,61280.085602274994,,,,,,9,800000,3.0881162160767417e-07,,8483.732323975059,,7.589287997689098e-05,,2399.6899623447257,12464.464905284882,2.012481701285651e-07,0.0,2399.6899623447257,1.0756345147910906e-07,8483.732323975059,,200,9,,9,,-34.96683279443584
200,0.1,-39.00182876758351,50,0.0,5371.3323243783,0.08,0.0,0.0,0.08,9266.01679851683,0.1,12003.269440666658,0.0,68992.49015916804,5.7379374504089355,68992.49015916804,50,1,-24.024033044322866,5371.3323243783,40714.19044174657,10,880000,1.5793202692293562e-05,1,7646.632351704071,40714.19044174657,0.001243791077286005,5371.332324378298,2200.576090810184,12003.269440666658,1.3834427591064014e-05,0.0,2200.576090810184,1.9587751012295485e-06,7646.632351704071,5371.332324378298,200,10,9266.01679851683,10,-24.024033044322866,-39.00182876758351
200,,-25.29062728984783,,,,0.125,0.0,,0.125,,,12714.628933780052,0.0,60339.12583002331,5.735800743103027,60339.12583002331,,,,,,11,960000,-3.630734909165767e-06,,6816.459455773597,,2.206663521064911e-05,,1914.2306466554232,12714.628933780052,-3.6619494494516402e-06,0.0,1914.2306466554232,3.121454028587323e-08,6816.459455773597,,200,11,,11,,-25.29062728984783
200,,-40.25964685007835,,,,0.115,0.0,,0.115,,,11767.468902063818,0.0,56761.83596063859,5.739274024963379,56761.83596063859,,,,,,12,1040000,2.5656474917923333e-06,,7447.627680189554,,5.2043800678802654e-05,,2155.697091182846,11767.468902063818,2.4919438601500588e-06,0.0,2155.697091182846,7.370363164227456e-08,7447.627680189554,,200,12,,12,,-40.25964685007835
200,,-83.96507082302122,,,,0.16,0.0,,0.16,,,11728.046581607718,0.0,53358.56105249264,5.737878799438477,53358.56105249264,,,,,,13,1120000,-2.8222477794770384e-06,,8059.878303325514,,2.4664481315994635e-05,,2286.1145786418515,11728.046581607718,-2.857168283298961e-06,0.0,2286.1145786418515,3.4920503821922466e-08,8059.878303325514,,200,13,,13,,-83.96507082302122
200,,-45.17404499340609,,,,0.08,0.0,,0.08,,,11244.86785360556,0.0,66122.99271186336,5.737253665924072,66122.99271186336,,,,,,14,1200000,-5.111612608743599e-07,,6905.662535326669,,4.7511897719232365e-05,,2011.2887264586182,11244.86785360556,-5.784216909887618e-07,0.0,2011.2887264586182,6.726043011440197e-08,6905.662535326669,,200,14,,14,,-45.17404499340609
200,,-28.40365952914209,,,,0.105,0.0,,0.105,,,13521.945559424556,0.0,73513.44339186946,5.736590385437012,73513.44339186946,,,,,,15,1280000,-1.3605665571958525e-06,,7941.654349528291,,1.1232841643504798e-05,,2242.2967843628785,13521.945559424556,-1.3764574759989046e-06,0.0,2242.2967843628785,1.5890918803052045e-08,7941.654349528291,,200,15,,15,,-28.40365952914209
200,,-41.54456188475952,,,,0.13,0.0,,0.13,,,13481.383063116564,0.0,62211.84350544559,5.7373151779174805,62211.84350544559,,,,,,16,1360000,1.0436784805278876e-06,,9444.051020928186,,2.6575598894851282e-05,,2742.40471371146,13481.383063116564,1.0060857675853185e-06,0.0,2742.40471371146,3.759271294256905e-08,9444.051020928186,,200,16,,16,,-41.54456188475952
200,,-31.279457505158277,,,,0.13,0.0,,0.13,,,11412.6257944465,0.0,51452.3328160529,5.716453552246094,51452.3328160529,,,,,,17,1440000,-1.5068188076838851e-05,,6851.97637532397,,0.00020921129907947034,,1870.273666076234,11412.6257944465,-1.5367488231277093e-05,0.0,1870.273666076234,2.993001544382423e-07,6851.97637532397,,200,17,,17,,-31.279457505158277
200,,-44.014146189746505,,,,0.135,0.0,,0.135,,,13055.406955692079,0.0,77136.34418777868,5.71798038482666,77136.34418777868,,,,,,18,1520000,1.1664151315926574e-06,,7541.341130381276,,3.5370205296203494e-05,,2112.714880053316,13055.406955692079,1.1163790532009443e-06,0.0,2112.714880053316,5.003607839171309e-08,7541.341130381276,,200,18,,18,,-44.014146189746505
200,,-39.78645983952176,,,,0.185,0.0,,0.185,,,16563.382788954612,0.0,77573.78885467492,5.71808385848999,77573.78885467492,,,,,,19,1600000,2.1920723725088465e-07,,11878.139091450239,,1.0863620445888955e-05,,3349.481521265637,16563.382788954612,2.038420490180215e-07,0.0,3349.481521265637,1.5365188232863147e-08,11878.139091450239,,200,19,,19,,-39.78645983952176
200,0.2,-33.177698114165146,50,0.0,9870.914288084625,0.145,0.0,0.0,0.145,14769.887457128376,0.2,14682.937071530647,0.0,60117.14310537514,5.718146800994873,60117.14310537514,50,2,-33.76852233763804,9870.914288084625,67059.2872454916,20,1680000,1.4105425805155392e-07,2,11119.589206723258,67059.2872454916,1.8442071450408548e-05,9870.914288084623,3200.2444103327575,14682.937071530647,1.149733748206927e-07,0.0,3200.2444103327575,2.6080883230861218e-08,11119.589206723258,9870.914288084623,200,20,14769.887457128376,20,-33.76852233763804,-33.177698114165146
200,,-55.37050580622243,,,,0.105,0.0,,0.105,,,13469.726965175823,0.0,70843.43994328131,5.718634605407715,70843.43994328131,,,,,,21,1760000,7.117604354789364e-07,,8378.447935038235,,1.4102864952292293e-05,,2453.2768015627303,13469.726965175823,6.918230610608589e-07,0.0,2453.2768015627303,1.9937374418077525e-08,8378.447935038235,,200,21,,21,,-55.37050580622243
200,,-36.60421237177422,,,,0.14,0.0,,0.14,,,14131.19800603863,0.0,63359.39231710303,5.717668056488037,63359.39231710303,,,,,,22,1840000,-1.6834283087518997e-06,,10333.728669475762,,6.139751349110156e-06,,2890.127027649677,14131.19800603863,-1.6920939742703922e-06,0.0,2890.127027649677,8.66566551849246e-09,10333.728669475762,,200,22,,22,,-36.60421237177422
200,,-28.076404158361548,,,,0.165,0.0,,0.165,,,11727.071099241262,0.0,57708.47679074066,5.731253623962402,57708.47679074066,,,,,,23,1920000,1.8542570614954457e-05,,6548.823693335972,,0.00845277588814497,,1987.9465717847113,11727.071099241262,8.242861440521665e-06,0.0,1987.9465717847113,1.0299709174432792e-05,6548.823693335972,,200,23,,23,,-28.076404158361548
200,,-25.41682737353247,,,,0.24,0.0,,0.24,,,13864.682961014138,0.0,62529.68022334568,5.7311224937438965,62529.68022334568,,,,,,24,2000000,-4.0418530034003197e-07,,10929.650112101832,,1.6806513940537116e-06,,3263.4466921557173,13864.682961014138,-4.065830694344186e-07,0.0,3263.4466921557173,2.3977690943866037e-09,10929.650112101832,,200,24,,24,,-25.41682737353247
200,,-64.94480377771418,,,,0.17,0.0,,0.17,,,13966.233444662463,0.0,78820.33923808011,5.731262683868408,78820.33923808011,,,,,,25,2080000,1.211052165217552e-07,,9029.839629638003,,2.3480064555769786e-05,,2658.789947134729,13966.233444662463,8.787387884012787e-08,0.0,2658.789947134729,3.323133768162734e-08,9029.839629638003,,200,25,,25,,-64.94480377771418
200,,-66.9088336879941,,,,0.25,0.0,,0.25,,,16903.75466626783,0.0,73785.26837489137,5.7312774658203125,73785.26837489137,,,,,,26,2160000,4.2664304089612415e-08,,11804.005788515444,,3.779146481974749e-06,,3471.7794762109547,16903.75466626783,3.7321662205158646e-08,0.0,3471.7794762109547,5.342641884453769e-09,11804.005788515444,,200,26,,26,,-66.9088336879941
200,,-27.08392816106309,,,,0.26,0.0,,0.26,,,16616.13623947159,0.0,77536.90423951854,5.7311553955078125,77536.90423951854,,,,,,27,2240000,-3.4906426549241587e-07,,13852.758238056007,,3.875559741572943e-06,,4088.9276427253208,16616.13623947159,-3.545437152752129e-07,0.0,4088.9276427253208,5.479449782797019e-09,13852.758238056007,,200,27,,27,,-27.08392816106309
200,,-26.69065935357712,,,,0.26,0.0,,0.26,,,15099.093163955196,0.0,61813.15273694075,5.73177433013916,61813.15273694075,,,,,,28,2320000,7.457620654349739e-07,,9860.234252320586,,1.0069564268633258e-05,,3046.5705289261787,15099.093163955196,7.315098855542601e-07,0.0,3046.5705289261787,1.4252179880713811e-08,9860.234252320586,,200,28,,28,,-26.69065935357712
200,,-30.161811196039864,,,,0.215,0.0,,0.215,,,14760.271266063219,0.0,65240.81041765054,5.730931758880615,65240.81041765054,,,,,,29,2400000,-1.35895447783696e-06,,9952.948044797155,,3.1933730042510433e-06,,3056.799605756134,14760.271266063219,-1.3634769402415259e-06,0.0,3056.799605756134,4.522462404565886e-09,9952.948044797155,,200,29,,29,,-30.161811196039864
200,0.32,-73.04640695427034,50,0.0,13392.668662121569,0.21,0.0,0.0,0.21,15756.40682632207,0.32,15185.696288084226,0.0,75076.16004878398,5.730469226837158,75076.16004878398,50,3,-29.72461744284892,13392.668662121569,52543.15165950339,30,2480000,-1.1147940313094296e-06,3,10595.563670371002,52543.15165950339,3.4276442875125213e-06,13392.668662121572,3154.7048088417364,15185.696288084226,-1.1196214018127648e-06,0.0,3154.7048088417364,4.82737050333526e-09,10595.563670371002,13392.668662121572,200,30,15756.40682632207,30,-29.72461744284892,-73.04640695427034
200,,-61.22061572810122,,,,0.21,0.0,,0.21,,,16335.041573589133,0.0,75486.6148965145,5.72808837890625,75486.6148965145,,,,,,31,2560000,-2.6313989565096563e-06,,11687.88354452045,,3.501301762298681e-06,,3548.5233269463993,16335.041573589133,-2.636396402522223e-06,0.0,3548.5233269463993,4.9974460125667974e-09,11687.88354452045,,200,31,,31,,-61.22061572810122
200,,-26.704398394609974,,,,0.175,0.0,,0.175,,,13804.067136900716,0.0,70591.96500450667,5.727361679077148,70591.96500450667,,,,,,32,2640000,-1.4224244750948856e-06,,9305.182762398532,,8.672644071339164e-06,,2907.600381592525,13804.067136900716,-1.4346800298881135e-06,0.0,2907.600381592525,1.225555479322793e-08,9305.182762398532,,200,32,,32,,-26.704398394609974
200,,-33.849925854258146,,,,0.21,0.0,,0.21,,,15263.893467174092,0.0,59621.52414273099,5.726118087768555,59621.52414273099,,,,,,33,2720000,-2.606482439659885e-06,,10951.88344488326,,7.762979294057004e-06,,3236.00985811616,15263.893467174092,-2.617480276967399e-06,0.0,3236.00985811616,1.0997837307513691e-08,10951.88344488326,,200,33,,33,,-33.849925854258146
200,,-32.27620442295037,,,,0.24,0.0,,0.24,,,14863.603965581307,0.0,67178.12550223236,5.7258710861206055,67178.12550223236,,,,,,34,2800000,-5.974990813228942e-07,,11264.243916367208,,4.086843091499759e-06,,3527.234049971502,14863.603965581307,-6.033295107954473e-07,0.0,3527.234049971502,5.830429472553078e-09,11264.243916367208,,200,34,,34,,-32.27620442295037
200,,-26.194489433172034,,,,0.325,0.0,,0.325,,,16826.048767152268,0.0,71753.24281458391,5.726174354553223,71753.24281458391,,,,,,35,2880000,7.454337946910528e-07,,12844.770205176452,,7.19618992661708e-06,,3979.7636480155156,16826.048767152268,7.352689976869442e-07,0.0,3979.7636480155156,1.016479700410855e-08,12844.770205176452,,200,35,,35,,-26.194489433172034
200,,-27.682262248705577,,,,0.185,0.0,,0.185,,,15003.942905694395,0.0,75285.84038576834,5.724669456481934,75285.84038576834,,,,,,36,2960000,-2.9976949917909224e-06,,8991.930645889268,,5.548432454816066e-06,,2685.6572363014716,15003.942905694395,-3.005516873599845e-06,0.0,2685.6572363014716,7.821881808922626e-09,8991.930645889268,,200,36,,36,,-27.682262248705577
200,,-23.217995594354324,,,,0.315,0.0,,0.315,,,13449.048644772764,0.0,54573.23726079217,5.723846435546875,54573.23726079217,,,,,,37,3040000,-1.17339823191287e-06,,11716.12175108138,,2.092906925099669e-06,,3641.1520807696943,13449.048644772764,-1.176364321509027e-06,0.0,3641.1520807696943,2.9660895961569622e-09,11716.12175108138,,200,37,,37,,-23.217995594354324
200,,-64.08071961592393,,,,0.245,0.0,,0.245,,,16056.09342478037,0.0,70173.65875052048,5.723975658416748,70173.65875052048,,,,,,38,3120000,2.372881198198229e-07,,11289.318593585804,,5.7544666560715996e-06,,3473.49169968606,16056.09342478037,2.2914676378604781e-07,0.0,3473.49169968606,8.141356033775082e-09,11289.318593585804,,200,38,,38,,-64.08071961592393
200,,-27.2547598205476,,,,0.275,0.0,,0.275,,,16246.408315394629,0.0,76495.50769702665,5.719871520996094,76495.50769702665,,,,,,39,3200000,-3.49567631019454e-06,,13154.592583010848,,4.1237042751163244e-05,,4223.446103796295,16246.408315394629,-3.554176828401978e-06,0.0,4223.446103796295,5.850051820743829e-08,13154.592583010848,,200,39,,39,,-27.2547598205476
200,0.22,-26.6542575437666,50,0.0,10734.900433243969,0.2,0.0,0.0,0.2,16051.227826746555,0.22,14653.481087756216,0.0,61864.01423668736,5.719200611114502,61864.01423668736,50,4,-25.398452098917257,10734.900433243969,70827.33442914186,40,3280000,-1.1466554497019388e-06,4,9989.126430861948,70827.33442914186,2.6959316983266035e-06,10734.900433243973,3271.381692928118,14653.481087756216,-1.150495336332824e-06,0.0,3271.381692928118,3.839886630885303e-09,9989.126430861948,10734.900433243973,200,40,16051.227826746555,40,-25.398452098917257,-26.6542575437666
200,,-50.943036408207824,,,,0.35,0.0,,0.35,,,16541.98577502567,0.0,68415.23248196291,5.719581604003906,68415.23248196291,,,,,,41,3360000,1.384673510074208e-06,,13719.19946911836,,6.188961378938984e-06,,4194.966996707791,16541.98577502567,1.3759083685727092e-06,0.0,4194.966996707791,8.765141501498874e-09,13719.19946911836,,200,41,,41,,-50.943036408207824
200,,-48.743380873763535,,,,0.175,0.0,,0.175,,,15826.115893704826,0.0,75714.97856586441,5.719253063201904,75714.97856586441,,,,,,42,3440000,-1.0300302619725699e-06,,11110.649220160501,,3.3312942377961008e-06,,3331.9645434432114,15826.115893704826,-1.0347281431677402e-06,0.0,3331.9645434432114,4.697881195170339e-09,11110.649220160501,,200,42,,42,,-48.743380873763535
200,,-31.06678453580112,,,,0.21,0.0,,0.21,,,15259.718260606727,0.0,76236.95193612947,5.720397472381592,76236.95193612947,,,,,,43,3520000,1.1662845054161153e-06,,10034.141795369414,,9.029879947775044e-06,,3180.678088352174,15259.718260606727,1.1535058774825302e-06,0.0,3180.678088352174,1.2778627933585085e-08,10034.141795369414,,200,43,,43,,-31.06678453580112
200,,-29.591011304796496,,,,0.27,0.0,,0.27,,,14949.784025877949,0.0,72589.29298469747,5.719055652618408,72589.29298469747,,,,,,44,3600000,-4.075258857483277e-06,,11422.593862578698,,8.594948667450808e-06,,3784.80976201521,14949.784025877949,-4.087420620635385e-06,0.0,3784.80976201521,1.2161763152107596e-08,11422.593862578698,,200,44,,44,,-29.591011304796496
200,,-37.250840329692224,,,,0.23,0.0,,0.23,,,15411.292182466947,0.0,87487.9468085253,5.7186689376831055,87487.9468085253,,,,,,45,3680000,-8.377702442885493e-07,,10336.068882858588,,4.558136424748227e-06,,3282.8735965304427,15411.292182466947,-8.442192438451457e-07,0.0,3282.8735965304427,6.448999556596391e-09,10336.068882858588,,200,45,,45,,-37.250840329692224
200,,-24.906479934637993,,,,0.24,0.0,,0.24,,,16761.875960446014,0.0,72854.63868132234,5.7186808586120605,72854.63868132234,,,,,,46,3760000,3.178740826115245e-08,,12014.949659992099,,2.9079208161419956e-06,,3655.763084401419,16761.875960446014,2.7674536440258635e-08,0.0,3655.763084401419,4.112871820893815e-09,12014.949659992099,,200,46,,46,,-24.906479934637993
200,,-25.611444967428344,,,,0.25,0.0,,0.25,,,14701.603710375892,0.0,70117.9991982154,5.725050926208496,70117.9991982154,,,,,,47,3840000,5.157934538146947e-06,,10511.809127047049,,1.3115030014887452e-05,,3352.438946648478,14701.603710375892,5.139377208251972e-06,0.0,3352.438946648478,1.8557329894974828e-08,10511.809127047049,,200,47,,47,,-25.611444967428344
200,,-51.04576300038419,,,,0.215,0.0,,0.215,,,15222.272972884344,0.0,68293.01288904925,5.7247843742370605,68293.01288904925,,,,,,48,3920000,-6.538734282912628e-07,,11296.845336373994,,2.633858002809575e-06,,3581.8614862932523,15222.272972884344,-6.57602299725113e-07,0.0,3581.8614862932523,3.728871433850145e-09,11296.845336373994,,200,48,,48,,-51.04576300038419
200,,-40.24335021856916,,,,0.255,0.0,,0.255,,,15137.282733366817,0.0,71326.58136205486,5.724675178527832,71326.58136205486,,,,,,49,4000000,-2.8529470341709384e-07,,11603.304516787799,,1.6312394564010901e-06,,3773.148647273537,15137.282733366817,-2.875781888178608e-07,0.0,3773.148647273537,2.283485400766949e-09,11603.304516787799,,200,49,,49,,-40.24335021856916
200,0.34,-26.55132072242942,50,0.0,14915.842097695051,0.2,0.0,0.0,0.2,17259.89388655664,0.34,16990.451566111926,0.0,79946.67122247088,5.7241902351379395,79946.67122247088,50,5,-23.501138964845815,14915.842097695051,69719.13328939246,50,4080000,-1.0129813290404854e-06,5,10849.273108892668,69719.13328939246,1.5183562709353282e-06,14915.842097695046,3283.7581353659007,16990.451566111926,-1.01513819572574e-06,0.0,3283.7581353659007,2.1568666852544993e-09,10849.273108892668,14915.842097695046,200,50,17259.89388655664,50,-23.501138964845815,-26.55132072242942
200,,-64.30661182881292,,,,0.29,0.0,,0.29,,,17050.56253481402,0.0,82348.33701368728,5.723115921020508,82348.33701368728,,,,,,51,4160000,-2.000382892219932e-06,,12472.497356374433,,3.180459771101596e-06,,3951.8756559232634,17050.56253481402,-2.0049017166456906e-06,0.0,3951.8756559232634,4.518824425758794e-09,12472.497356374433,,200,51,,51,,-64.30661182881292
