MetaTest/button-press-v1/SuccessRate,MetaTest/button-press-v1/AverageDiscountedReturn,MetaTest/button-press-v1/MinReturn,MetaTest/button-press-v1/TerminationRate,MetaTest/Average/NumTrajs,MetaTest/Average/AverageReturn,MetaTest/button-press-v1/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/MinReturn,MetaTest/button-press-v1/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTest/button-press-v1/NumTrajs,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,MetaTest/button-press-v1/StdReturn,MetaTest/button-press-v1/AverageReturn,MetaTest/Average/AverageDiscountedReturn
1.0,342314.7916716576,315496.49835782277,0.0,10,342314.7916716574,113,13471.495353407428,315496.49835782277,359174.2952441234,359174.2952441234,1.0,2936000,10,113,0.0,13471.495353407428,342314.7916716574,342314.7916716576
0.9,322094.35542296147,165395.03105780156,0.0,10,322094.35542296123,114,55048.68046638424,165395.03105780156,359137.95743813587,359137.95743813587,0.9,2960000,10,114,0.0,55048.68046638424,322094.35542296123,322094.35542296147
1.0,350087.4479354835,333631.60117517144,0.0,10,350087.4479354834,115,8657.688497187573,333631.60117517144,362431.6265699904,362431.6265699904,1.0,2984000,10,115,0.0,8657.688497187573,350087.4479354834,350087.4479354835
1.0,341039.5101151565,326358.50028861396,0.0,10,341039.51011515653,116,11493.333055764811,326358.50028861396,362105.46873109415,362105.46873109415,1.0,3008000,10,116,0.0,11493.333055764811,341039.51011515653,341039.5101151565
1.0,322657.25420105876,285544.4835121695,0.0,10,322657.25420105876,117,24419.700226357487,285544.4835121695,362605.7301887738,362605.7301887738,1.0,3032000,10,117,0.0,24419.700226357487,322657.25420105876,322657.25420105876
0.5,179921.52911790556,-48.03505590416369,0.0,10,179921.52911790556,118,166404.52063644596,-48.03505590416369,369512.9027575474,369512.9027575474,0.5,3056000,10,118,0.0,166404.52063644596,179921.52911790556,179921.52911790556
1.0,336211.1866407275,291958.55073812866,0.0,10,336211.1866407275,119,19362.2768620419,291958.55073812866,362447.120160111,362447.120160111,1.0,3080000,10,119,0.0,19362.2768620419,336211.1866407275,336211.1866407275
1.0,341470.03375890304,309848.8507192697,0.0,10,341470.03375890304,120,20606.80487598539,309848.8507192697,361281.84897764033,361281.84897764033,1.0,3104000,10,120,0.0,20606.80487598539,341470.03375890304,341470.03375890304
1.0,353810.6235154636,325031.5178017493,0.0,10,353810.6235154636,121,10933.738513819384,325031.5178017493,365945.9485463985,365945.9485463985,1.0,3128000,10,121,0.0,10933.738513819384,353810.6235154636,353810.6235154636
1.0,336517.27556867484,266221.54544343904,0.0,10,336517.2755686749,122,32109.94816131282,266221.54544343904,364223.69333639386,364223.69333639386,1.0,3152000,10,122,0.0,32109.94816131282,336517.2755686749,336517.27556867484
1.0,341255.9076457316,291880.64369527233,0.0,10,341255.9076457316,123,18606.790282397935,291880.64369527233,360038.3879020497,360038.3879020497,1.0,3176000,10,123,0.0,18606.790282397935,341255.9076457316,341255.9076457316
0.9,345537.96741162834,288633.2267508519,0.0,10,345537.96741162834,124,23462.053571902616,288633.2267508519,369493.86245905265,369493.86245905265,0.9,3200000,10,124,0.0,23462.053571902616,345537.96741162834,345537.96741162834
1.0,344293.55594501924,294469.9821609712,0.0,10,344293.55594501935,125,19988.65027377488,294469.9821609712,368852.38935798546,368852.38935798546,1.0,3224000,10,125,0.0,19988.65027377488,344293.55594501935,344293.55594501924
1.0,342433.2230775773,269205.22673602257,0.0,10,342433.2230775772,126,34932.076117063196,269205.22673602257,366456.02786456625,366456.02786456625,1.0,3248000,10,126,0.0,34932.076117063196,342433.2230775772,342433.2230775773
1.0,355182.3683763112,321861.16321884614,0.0,10,355182.3683763111,127,15269.76653876769,321861.16321884614,371438.2553314342,371438.2553314342,1.0,3272000,10,127,0.0,15269.76653876769,355182.3683763111,355182.3683763112
0.9,313356.5096734985,44244.3650816688,0.0,10,313356.50967349845,128,93501.95549492496,44244.3650816688,364954.89138636464,364954.89138636464,0.9,3296000,10,128,0.0,93501.95549492496,313356.50967349845,313356.5096734985
0.8,285355.5189724662,14061.778586010207,0.0,10,285355.5189724661,129,121390.02975038925,14061.778586010207,365749.034853734,365749.034853734,0.8,3320000,10,129,0.0,121390.02975038925,285355.5189724661,285355.5189724662
1.0,339835.27728422754,263202.114769324,0.0,10,339835.27728422754,130,29571.3917058382,263202.114769324,363497.4269155157,363497.4269155157,1.0,3344000,10,130,0.0,29571.3917058382,339835.27728422754,339835.27728422754
0.9,313366.35825106787,29637.437663355588,0.0,10,313366.3582510679,131,95682.93325098383,29637.437663355588,363971.4688696467,363971.4688696467,0.9,3368000,10,131,0.0,95682.93325098383,313366.3582510679,313366.35825106787
0.4,114889.476929525,-123.4230848478859,0.0,10,114889.47692952499,132,144320.76794690665,-123.4230848478859,344555.262817999,344555.262817999,0.4,3392000,10,132,0.0,144320.76794690665,114889.47692952499,114889.476929525
0.3,117108.50383022253,-132.62912319077455,0.0,10,117108.50383022253,133,147744.51120437635,-132.62912319077455,339716.74605312885,339716.74605312885,0.3,3416000,10,133,0.0,147744.51120437635,117108.50383022253,117108.50383022253
1.0,347083.1353052188,281325.67750848224,0.0,10,347083.13530521875,134,26859.36806057372,281325.67750848224,369633.4337638229,369633.4337638229,1.0,3440000,10,134,0.0,26859.36806057372,347083.13530521875,347083.1353052188
0.8,317245.0459365692,171986.24157540887,0.0,10,317245.0459365692,135,59191.95603763618,171986.24157540887,360932.145857442,360932.145857442,0.8,3464000,10,135,0.0,59191.95603763618,317245.0459365692,317245.0459365692
1.0,343232.2865573225,311258.24963367946,0.0,10,343232.2865573225,136,17071.711531533576,311258.24963367946,359550.8134314935,359550.8134314935,1.0,3488000,10,136,0.0,17071.711531533576,343232.2865573225,343232.2865573225
1.0,358100.28479959705,338967.3386071589,0.0,10,358100.28479959705,137,10214.65083734641,338967.3386071589,373297.7383821801,373297.7383821801,1.0,3512000,10,137,0.0,10214.65083734641,358100.28479959705,358100.28479959705
1.0,345435.25342643936,306934.46133267053,0.0,10,345435.2534264394,138,18488.578860919908,306934.46133267053,361689.1455898529,361689.1455898529,1.0,3536000,10,138,0.0,18488.578860919908,345435.2534264394,345435.25342643936
0.9,349265.7699439519,247093.3446914974,0.0,10,349265.769943952,139,34940.47200208508,247093.3446914974,374328.41181017755,374328.41181017755,0.9,3560000,10,139,0.0,34940.47200208508,349265.769943952,349265.7699439519
0.9,319694.8835588148,5299.914137127395,0.0,10,319694.8835588149,140,105290.15882339644,5299.914137127395,366322.17335667077,366322.17335667077,0.9,3584000,10,140,0.0,105290.15882339644,319694.8835588149,319694.8835588148
1.0,332022.67686942266,283036.01654325903,0.0,10,332022.6768694228,141,26180.91945786774,283036.01654325903,359329.247452426,359329.247452426,1.0,3608000,10,141,0.0,26180.91945786774,332022.6768694228,332022.67686942266
1.0,346816.4859190607,269953.8504967171,0.0,10,346816.48591906077,142,27118.47407666806,269953.8504967171,364120.8593934423,364120.8593934423,1.0,3632000,10,142,0.0,27118.47407666806,346816.48591906077,346816.4859190607
1.0,345624.0346494652,278907.9735661223,0.0,10,345624.0346494651,143,23967.432383051477,278907.9735661223,367887.36472639494,367887.36472639494,1.0,3656000,10,143,0.0,23967.432383051477,345624.0346494651,345624.0346494652
0.5,108477.38478252308,-15.214139547347477,0.0,10,108477.3847825231,144,143991.69127718345,-15.214139547347477,360066.5028082132,360066.5028082132,0.5,3680000,10,144,0.0,143991.69127718345,108477.3847825231,108477.38478252308
0.9,339715.25503844215,274557.9394628075,0.0,10,339715.25503844215,145,22482.84899078524,274557.9394628075,355790.46852530434,355790.46852530434,0.9,3704000,10,145,0.0,22482.84899078524,339715.25503844215,339715.25503844215
1.0,338149.3401760776,261680.43193436987,0.0,10,338149.3401760776,146,29832.06446154159,261680.43193436987,364005.2250786323,364005.2250786323,1.0,3728000,10,146,0.0,29832.06446154159,338149.3401760776,338149.3401760776
1.0,343042.92235300114,314839.08004552854,0.0,10,343042.92235300125,147,17975.637210313038,314839.08004552854,364023.5615374783,364023.5615374783,1.0,3752000,10,147,0.0,17975.637210313038,343042.92235300125,343042.92235300114
1.0,351379.18191308226,335208.38689562114,0.0,10,351379.1819130824,148,10685.155003251877,335208.38689562114,367760.84979385237,367760.84979385237,1.0,3776000,10,148,0.0,10685.155003251877,351379.1819130824,351379.18191308226
0.9,309422.92806531733,849.8295759917805,0.0,10,309422.92806531733,149,104395.50849291113,849.8295759917805,359092.49584968603,359092.49584968603,0.9,3800000,10,149,0.0,104395.50849291113,309422.92806531733,309422.92806531733
1.0,317565.30717813526,250210.37922546107,0.0,10,317565.3071781353,150,43015.17217329233,250210.37922546107,366919.07888062036,366919.07888062036,1.0,3824000,10,150,0.0,43015.17217329233,317565.3071781353,317565.30717813526
1.0,350731.88261341123,303405.65633320063,0.0,10,350731.88261341106,151,16660.605773507414,303405.65633320063,364425.7556446572,364425.7556446572,1.0,3848000,10,151,0.0,16660.605773507414,350731.88261341106,350731.88261341123
0.9,336909.5769413438,267762.6722226607,0.0,10,336909.5769413438,152,26757.505797865037,267762.6722226607,361507.9036498043,361507.9036498043,0.9,3872000,10,152,0.0,26757.505797865037,336909.5769413438,336909.5769413438
1.0,340279.8586828233,258462.15775732792,0.0,10,340279.85868282325,153,31710.648186029688,258462.15775732792,367172.9104904634,367172.9104904634,1.0,3896000,10,153,0.0,31710.648186029688,340279.85868282325,340279.8586828233
0.9,343205.7991733664,286408.74858223996,0.0,10,343205.7991733665,154,25297.522618324994,286408.74858223996,373779.4567244934,373779.4567244934,0.9,3920000,10,154,0.0,25297.522618324994,343205.7991733665,343205.7991733664
0.9,300417.42283240065,17204.350357103358,0.0,10,300417.4228324007,155,97114.63259752878,17204.350357103358,360172.66385231743,360172.66385231743,0.9,3944000,10,155,0.0,97114.63259752878,300417.4228324007,300417.42283240065
1.0,335075.1966749983,296175.19729448116,0.0,10,335075.19667499827,156,20843.042718969573,296175.19729448116,355047.7318863337,355047.7318863337,1.0,3968000,10,156,0.0,20843.042718969573,335075.19667499827,335075.1966749983
0.9,308469.978309937,42099.87401261349,0.0,10,308469.9783099371,157,89652.69082039456,42099.87401261349,354713.22261297406,354713.22261297406,0.9,3992000,10,157,0.0,89652.69082039456,308469.9783099371,308469.978309937
1.0,337372.98233215266,290792.90425901324,0.0,10,337372.98233215266,158,20903.595149469948,290792.90425901324,357074.99124630814,357074.99124630814,1.0,4016000,10,158,0.0,20903.595149469948,337372.98233215266,337372.98233215266
0.9,297641.7229707499,4315.869467646507,0.0,10,297641.72297075,159,108704.48222347921,4315.869467646507,362157.42500564066,362157.42500564066,0.9,4040000,10,159,0.0,108704.48222347921,297641.72297075,297641.7229707499
1.0,336804.16907815996,310510.8784836424,0.0,10,336804.1690781599,160,16894.034018694136,310510.8784836424,362183.1676198706,362183.1676198706,1.0,4064000,10,160,0.0,16894.034018694136,336804.1690781599,336804.16907815996
0.9,315447.825012966,13829.689365732434,0.0,10,315447.825012966,161,101201.75651554226,13829.689365732434,359633.8594475386,359633.8594475386,0.9,4088000,10,161,0.0,101201.75651554226,315447.825012966,315447.825012966
0.7,256355.37010295084,4311.0700503033095,0.0,10,256355.3701029509,162,136600.18442828988,4311.0700503033095,360998.86613054684,360998.86613054684,0.7,4112000,10,162,0.0,136600.18442828988,256355.3701029509,256355.37010295084
1.0,346481.255925518,281468.0142364691,0.0,10,346481.255925518,163,23357.269408613378,281468.0142364691,366096.86119005416,366096.86119005416,1.0,4136000,10,163,0.0,23357.269408613378,346481.255925518,346481.255925518
0.9,299668.166249805,2570.407855726218,0.0,10,299668.1662498051,164,103256.44991774017,2570.407855726218,359448.0004786869,359448.0004786869,0.9,4160000,10,164,0.0,103256.44991774017,299668.1662498051,299668.166249805
0.9,339262.2843731676,264979.3702928003,0.0,10,339262.28437316767,165,29247.06464241312,264979.3702928003,363060.9739484557,363060.9739484557,0.9,4184000,10,165,0.0,29247.06464241312,339262.28437316767,339262.2843731676
1.0,343052.3988743881,285527.02929005685,0.0,10,343052.39887438796,166,22522.92050007919,285527.02929005685,368323.7952090504,368323.7952090504,1.0,4208000,10,166,0.0,22522.92050007919,343052.39887438796,343052.3988743881
0.9,303687.3820137964,5199.66799322287,0.0,10,303687.3820137965,167,103647.13449166024,5199.66799322287,360953.5014059284,360953.5014059284,0.9,4232000,10,167,0.0,103647.13449166024,303687.3820137965,303687.3820137964
1.0,346123.122723578,314657.6627147924,0.0,10,346123.122723578,168,16400.169709582195,314657.6627147924,362662.37707866635,362662.37707866635,1.0,4256000,10,168,0.0,16400.169709582195,346123.122723578,346123.122723578
1.0,348836.7547186573,324928.98118341435,0.0,10,348836.75471865723,169,13349.699289525768,324928.98118341435,362667.43663658836,362667.43663658836,1.0,4280000,10,169,0.0,13349.699289525768,348836.75471865723,348836.7547186573
1.0,345738.2635759913,320947.4819537361,0.0,10,345738.26357599144,170,15489.94730745946,320947.4819537361,363252.16974449414,363252.16974449414,1.0,4304000,10,170,0.0,15489.94730745946,345738.26357599144,345738.2635759913
0.9,308713.23101130716,136138.8973584133,0.0,10,308713.2310113072,171,65226.423060622066,136138.8973584133,353395.328233499,353395.328233499,0.9,4328000,10,171,0.0,65226.423060622066,308713.2310113072,308713.23101130716
0.9,296823.57139854576,52981.38284316636,0.0,10,296823.5713985458,172,88226.07037970162,52981.38284316636,359724.1962152566,359724.1962152566,0.9,4352000,10,172,0.0,88226.07037970162,296823.5713985458,296823.57139854576
0.9,334421.6285744404,148084.55784243147,0.0,10,334421.6285744404,173,62578.71898345954,148084.55784243147,367864.3037738247,367864.3037738247,0.9,4376000,10,173,0.0,62578.71898345954,334421.6285744404,334421.6285744404
0.9,316249.6973941877,218239.71719195315,0.0,10,316249.6973941877,174,47630.36044335891,218239.71719195315,369433.8649939546,369433.8649939546,0.9,4400000,10,174,0.0,47630.36044335891,316249.6973941877,316249.6973941877
1.0,315634.02806264453,220193.4784889563,0.0,10,315634.0280626446,175,47175.61102542236,220193.4784889563,359915.70041797217,359915.70041797217,1.0,4424000,10,175,0.0,47175.61102542236,315634.0280626446,315634.02806264453
0.8,255306.90002476407,5211.922395779177,0.0,10,255306.9000247641,176,136175.43804087673,5211.922395779177,370547.17443648237,370547.17443648237,0.8,4448000,10,176,0.0,136175.43804087673,255306.9000247641,255306.90002476407
0.3,134754.5716144078,-109.5943401001062,0.0,10,134754.57161440776,177,145411.85539204633,-109.5943401001062,360251.75603542954,360251.75603542954,0.3,4472000,10,177,0.0,145411.85539204633,134754.57161440776,134754.5716144078
0.5,177811.90940617846,-73.88874467657884,0.0,10,177811.90940617849,178,177972.47993527944,-73.88874467657884,366959.13226491335,366959.13226491335,0.5,4496000,10,178,0.0,177972.47993527944,177811.90940617849,177811.90940617846
1.0,334662.2664337053,276735.9728479176,0.0,10,334662.2664337053,179,20155.136240133077,276735.9728479176,351117.04968672595,351117.04968672595,1.0,4520000,10,179,0.0,20155.136240133077,334662.2664337053,334662.2664337053
0.9,304951.0625520769,4298.477069956341,0.0,10,304951.0625520768,180,102442.02761738552,4298.477069956341,363010.9577676274,363010.9577676274,0.9,4544000,10,180,0.0,102442.02761738552,304951.0625520768,304951.0625520769
0.5,154588.2125048798,-89.15059561892319,0.0,10,154588.21250487983,181,156950.63798947466,-89.15059561892319,366410.81038499565,366410.81038499565,0.5,4568000,10,181,0.0,156950.63798947466,154588.21250487983,154588.2125048798
0.2,70393.70914617307,-89.88666913383494,0.0,10,70393.70914617307,182,138164.90895079446,-89.88666913383494,357105.85556100955,357105.85556100955,0.2,4592000,10,182,0.0,138164.90895079446,70393.70914617307,70393.70914617307
0.3,107148.71648654001,-91.46322190147305,0.0,10,107148.71648654007,183,162352.20942514305,-91.46322190147305,363066.5294324986,363066.5294324986,0.3,4616000,10,183,0.0,162352.20942514305,107148.71648654007,107148.71648654001
0.9,327241.09355231567,145827.66147472124,0.0,10,327241.0935523156,184,63555.57741676937,145827.66147472124,370484.0782856671,370484.0782856671,0.9,4640000,10,184,0.0,63555.57741676937,327241.0935523156,327241.09355231567
0.9,325217.9062986353,6131.656872327616,0.0,10,325217.9062986354,185,106570.72572335313,6131.656872327616,370444.31789324404,370444.31789324404,0.9,4664000,10,185,0.0,106570.72572335313,325217.9062986354,325217.9062986353
0.4,129809.63839555322,-109.72103548916328,0.0,10,129809.63839555322,186,142582.80180709902,-109.72103548916328,351210.13431527186,351210.13431527186,0.4,4688000,10,186,0.0,142582.80180709902,129809.63839555322,129809.63839555322
0.8,281813.41426139866,-11.240506374122027,0.0,10,281813.41426139866,187,110572.10316806912,-11.240506374122027,369136.95985269535,369136.95985269535,0.8,4712000,10,187,0.0,110572.10316806912,281813.41426139866,281813.41426139866
1.0,351757.6689820189,308508.20302874444,0.0,10,351757.66898201883,188,15459.545434381109,308508.20302874444,366869.22587910964,366869.22587910964,1.0,4736000,10,188,0.0,15459.545434381109,351757.66898201883,351757.6689820189
0.4,120494.8789582297,-109.80246145392965,0.0,10,120494.8789582297,189,157977.7376597787,-109.80246145392965,372063.60775504174,372063.60775504174,0.4,4760000,10,189,0.0,157977.7376597787,120494.8789582297,120494.8789582297
0.6,87724.91646524798,-17.792630596218547,0.0,10,87724.91646524801,190,142850.0541685863,-17.792630596218547,370874.13365738554,370874.13365738554,0.6,4784000,10,190,0.0,142850.0541685863,87724.91646524801,87724.91646524798
0.8,264683.5025436316,-17.891425523101745,0.0,10,264683.5025436316,191,148484.87562064442,-17.891425523101745,366393.56776927965,366393.56776927965,0.8,4808000,10,191,0.0,148484.87562064442,264683.5025436316,264683.5025436316
0.5,175118.08012212813,-16.775132950438902,0.0,10,175118.0801221282,192,172934.0877667362,-16.775132950438902,362216.6462223225,362216.6462223225,0.5,4832000,10,192,0.0,172934.0877667362,175118.0801221282,175118.08012212813
0.1,31087.52105751253,-101.02584648925281,0.0,10,31087.52105751256,193,75969.58799695724,-101.02584648925281,255537.19370497117,255537.19370497117,0.1,4856000,10,193,0.0,75969.58799695724,31087.52105751256,31087.52105751253
0.4,80615.38294245032,-15.942877622795663,0.0,10,80615.38294245032,194,135942.2748737116,-15.942877622795663,358036.3844192321,358036.3844192321,0.4,4880000,10,194,0.0,135942.2748737116,80615.38294245032,80615.38294245032
0.5,171596.66045895766,-90.29601717994234,0.0,10,171596.66045895772,195,172130.0695653055,-90.29601717994234,360205.59320574516,360205.59320574516,0.5,4904000,10,195,0.0,172130.0695653055,171596.66045895772,171596.66045895766
0.5,163934.93606254266,-51.82431850151282,0.0,10,163934.9360625427,196,164085.6116372795,-51.82431850151282,362575.97051288787,362575.97051288787,0.5,4928000,10,196,0.0,164085.6116372795,163934.9360625427,163934.93606254266
1.0,329185.5352803463,247539.64547740718,0.0,10,329185.5352803463,197,37378.30483962512,247539.64547740718,366239.8755591235,366239.8755591235,1.0,4952000,10,197,0.0,37378.30483962512,329185.5352803463,329185.5352803463
1.0,336678.5005200602,261837.69091908712,0.0,10,336678.5005200602,198,27314.84473875647,261837.69091908712,361950.7085841395,361950.7085841395,1.0,4976000,10,198,0.0,27314.84473875647,336678.5005200602,336678.5005200602
1.0,324880.420345027,229967.05974339697,0.0,10,324880.420345027,199,44165.32901523094,229967.05974339697,356304.772399736,356304.772399736,1.0,5000000,10,199,0.0,44165.32901523094,324880.420345027,324880.420345027
1.0,343312.6364639748,319427.57636993454,0.0,10,343312.63646397495,200,12244.24572446676,319427.57636993454,354725.5626708707,354725.5626708707,1.0,5024000,10,200,0.0,12244.24572446676,343312.63646397495,343312.6364639748
1.0,344672.1931114112,327926.1367220556,0.0,10,344672.1931114112,201,9402.970295847694,327926.1367220556,361360.7360590393,361360.7360590393,1.0,5048000,10,201,0.0,9402.970295847694,344672.1931114112,344672.1931114112
1.0,340442.4841955484,324096.57517387,0.0,10,340442.48419554846,202,11414.530417065564,324096.57517387,357837.7062282111,357837.7062282111,1.0,5072000,10,202,0.0,11414.530417065564,340442.48419554846,340442.4841955484
1.0,329052.0967431034,256445.96927067905,0.0,10,329052.0967431033,203,29675.15826693784,256445.96927067905,359243.7853716082,359243.7853716082,1.0,5096000,10,203,0.0,29675.15826693784,329052.0967431033,329052.0967431034
1.0,338962.7945520134,288965.5520446322,0.0,10,338962.7945520134,204,23679.3688740249,288965.5520446322,364616.5414017782,364616.5414017782,1.0,5120000,10,204,0.0,23679.3688740249,338962.7945520134,338962.7945520134
1.0,299774.9341595266,125813.74269169307,0.0,10,299774.9341595266,205,69416.01015883061,125813.74269169307,354712.84918095893,354712.84918095893,1.0,5144000,10,205,0.0,69416.01015883061,299774.9341595266,299774.9341595266
1.0,339518.46426145657,299820.8443816122,0.0,10,339518.4642614567,206,18803.658018966868,299820.8443816122,372422.2028434117,372422.2028434117,1.0,5168000,10,206,0.0,18803.658018966868,339518.4642614567,339518.46426145657
1.0,341216.41858084884,316720.3358531894,0.0,10,341216.4185808488,207,11687.344080654977,316720.3358531894,357098.4874426967,357098.4874426967,1.0,5192000,10,207,0.0,11687.344080654977,341216.4185808488,341216.41858084884
0.9,338253.1189392141,236311.88930187025,0.0,10,338253.11893921404,208,35187.195127544495,236311.88930187025,361687.76319960156,361687.76319960156,0.9,5216000,10,208,0.0,35187.195127544495,338253.11893921404,338253.1189392141
1.0,330134.70728436427,270455.46554172,0.0,10,330134.70728436427,209,29612.269916881276,270455.46554172,365632.4095706762,365632.4095706762,1.0,5240000,10,209,0.0,29612.269916881276,330134.70728436427,330134.70728436427
1.0,344302.92912233865,323927.2889830297,0.0,10,344302.9291223386,210,14171.54120839205,323927.2889830297,367047.1027376238,367047.1027376238,1.0,5264000,10,210,0.0,14171.54120839205,344302.9291223386,344302.92912233865
1.0,340577.71090043616,316148.75343844015,0.0,10,340577.7109004362,211,14763.127294837377,316148.75343844015,361202.864012424,361202.864012424,1.0,5288000,10,211,0.0,14763.127294837377,340577.7109004362,340577.71090043616
1.0,339009.8445686699,277189.3340453788,0.0,10,339009.8445686699,212,28203.622491093785,277189.3340453788,370547.608966915,370547.608966915,1.0,5312000,10,212,0.0,28203.622491093785,339009.8445686699,339009.8445686699
1.0,341595.58403511276,310872.086549358,0.0,10,341595.58403511276,213,13361.74775662747,310872.086549358,362837.77279104426,362837.77279104426,1.0,5336000,10,213,0.0,13361.74775662747,341595.58403511276,341595.58403511276
1.0,341217.1859960476,285945.28039822675,0.0,10,341217.18599604757,214,23896.35302866741,285945.28039822675,361969.1716759286,361969.1716759286,1.0,5360000,10,214,0.0,23896.35302866741,341217.18599604757,341217.1859960476
0.0,21767.986063719087,-109.75231033417722,0.0,10,21767.986063719098,215,57568.465489173825,-109.75231033417722,194316.97403843928,194316.97403843928,0.0,5384000,10,215,0.0,57568.465489173825,21767.986063719098,21767.986063719087
0.4,139591.34103136486,-106.03664641066679,0.0,10,139591.34103136486,216,146151.4609924082,-106.03664641066679,349894.14043522684,349894.14043522684,0.4,5408000,10,216,0.0,146151.4609924082,139591.34103136486,139591.34103136486
0.8,319294.15953093965,253606.63246348788,0.0,10,319294.15953093965,217,42096.03597224395,253606.63246348788,365058.5681618655,365058.5681618655,0.8,5432000,10,217,0.0,42096.03597224395,319294.15953093965,319294.15953093965
1.0,348304.20336354204,305678.045147971,0.0,10,348304.2033635421,218,16044.139662938502,305678.045147971,360754.3024880817,360754.3024880817,1.0,5456000,10,218,0.0,16044.139662938502,348304.2033635421,348304.20336354204
1.0,322117.8105083293,151247.95154423505,0.0,10,322117.8105083293,219,67425.6176512838,151247.95154423505,367696.40744861454,367696.40744861454,1.0,5480000,10,219,0.0,67425.6176512838,322117.8105083293,322117.8105083293
1.0,344217.7041241779,310447.6958446414,0.0,10,344217.7041241779,220,15900.963481996476,310447.6958446414,363541.7257654225,363541.7257654225,1.0,5504000,10,220,0.0,15900.963481996476,344217.7041241779,344217.7041241779
0.4,82556.6834693705,-98.58942286599107,0.0,10,82556.6834693705,221,131080.6051081689,-98.58942286599107,359929.2268642317,359929.2268642317,0.4,5528000,10,221,0.0,131080.6051081689,82556.6834693705,82556.6834693705
0.2,43785.09878357958,-106.33213813861418,0.0,10,43785.098783579575,222,95909.97079412748,-106.33213813861418,308315.4728605212,308315.4728605212,0.2,5552000,10,222,0.0,95909.97079412748,43785.098783579575,43785.09878357958
0.3,128950.86806919747,-114.46779552276675,0.0,10,128950.86806919744,223,160600.11360064757,-114.46779552276675,369126.4820071561,369126.4820071561,0.3,5576000,10,223,0.0,160600.11360064757,128950.86806919744,128950.86806919747
0.3,66104.57452642676,-102.66483192036608,0.0,10,66104.57452642676,224,115251.49651379752,-102.66483192036608,364556.96288527275,364556.96288527275,0.3,5600000,10,224,0.0,115251.49651379752,66104.57452642676,66104.57452642676
1.0,345611.43088723265,334377.0704594272,0.0,10,345611.43088723265,225,8247.791799787952,334377.0704594272,359565.62309579685,359565.62309579685,1.0,5624000,10,225,0.0,8247.791799787952,345611.43088723265,345611.43088723265
1.0,351846.37083811156,336865.9927047003,0.0,10,351846.3708381116,226,6583.2952008588745,336865.9927047003,360554.7810061072,360554.7810061072,1.0,5648000,10,226,0.0,6583.2952008588745,351846.3708381116,351846.37083811156
1.0,356553.2117356508,340879.1534590487,0.0,10,356553.2117356508,227,7313.419020010081,340879.1534590487,366154.824837646,366154.824837646,1.0,5672000,10,227,0.0,7313.419020010081,356553.2117356508,356553.2117356508
1.0,357430.38063769013,337970.6275166008,0.0,10,357430.3806376902,228,7207.593679456221,337970.6275166008,364156.2964374452,364156.2964374452,1.0,5696000,10,228,0.0,7207.593679456221,357430.3806376902,357430.38063769013
