MetaTest/faucet-close-v1/MaxReturn,MetaTest/faucet-close-v1/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/faucet-close-v1/TerminationRate,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTest/Average/NumTrajs,MetaTest/faucet-close-v1/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/faucet-close-v1/SuccessRate,MetaTest/faucet-close-v1/StdReturn,MetaTest/faucet-close-v1/MinReturn,MetaTest/Average/Iteration,MetaTest/faucet-close-v1/NumTrajs,MetaTest/faucet-close-v1/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/AverageReturn
-21.12521971247927,-28.00176106432803,-36.45844735838324,0.0,0.0,0.0,224000,10,-28.00176106432803,-21.12521971247927,-28.00176106432803,0.0,4.643351183444789,-36.45844735838324,0,10,0,4.643351183444789,-28.00176106432803
5346.526506843122,1236.5634335722768,-53.959166987629104,0.0,0.0,0.0,248000,10,1236.563433572277,5346.526506843122,1236.5634335722768,0.0,1627.4686844403152,-53.959166987629104,1,10,1,1627.4686844403152,1236.563433572277
5923.9975380997785,1875.4665687888944,-49.750376700343324,0.0,0.0,0.0,272000,10,1875.4665687888942,5923.9975380997785,1875.4665687888944,0.0,2144.059654433149,-49.750376700343324,2,10,2,2144.059654433149,1875.4665687888942
14399.309652596703,4095.015148831311,-53.83740204459235,0.0,0.0,0.0,296000,10,4095.015148831311,14399.309652596703,4095.015148831311,0.0,4762.374980960992,-53.83740204459235,3,10,3,4762.374980960992,4095.015148831311
28215.664049060397,7098.775620464393,-46.504602658963954,0.0,0.0,0.0,320000,10,7098.775620464391,28215.664049060397,7098.775620464393,0.0,8724.059044091331,-46.504602658963954,4,10,4,8724.059044091331,7098.775620464391
17568.18140406447,2622.8723717806924,-46.42788931911394,0.0,0.0,0.0,344000,10,2622.8723717806924,17568.18140406447,2622.8723717806924,0.0,5138.74812467442,-46.42788931911394,5,10,5,5138.74812467442,2622.8723717806924
29492.414612457203,5422.749077748376,604.1392798282986,0.0,0.0,0.1,368000,10,5422.749077748376,29492.414612457203,5422.749077748376,0.1,8477.642772074852,604.1392798282986,6,10,6,8477.642772074852,5422.749077748376
31020.190245829886,4921.529704388432,-74.57966349718313,0.0,0.0,0.0,392000,10,4921.529704388432,31020.190245829886,4921.529704388432,0.0,10051.347262795254,-74.57966349718313,7,10,7,10051.347262795254,4921.529704388432
9939.417476845216,1899.0316839482814,-25.05033093093608,0.0,0.0,0.0,416000,10,1899.0316839482807,9939.417476845216,1899.0316839482814,0.0,3066.358118266701,-25.05033093093608,8,10,8,3066.358118266701,1899.0316839482807
9545.792038825612,1941.3555716381593,-45.40995589846202,0.0,0.0,0.0,440000,10,1941.3555716381584,9545.792038825612,1941.3555716381593,0.0,2632.951983223269,-45.40995589846202,9,10,9,2632.951983223269,1941.3555716381584
19531.3250559944,4031.3513511896226,-39.09132517288503,0.0,0.0,0.0,464000,10,4031.3513511896235,19531.3250559944,4031.3513511896226,0.0,6231.997011409715,-39.09132517288503,10,10,10,6231.997011409715,4031.3513511896235
24078.376075260727,5075.252631416113,-41.57419161380726,0.0,0.0,0.0,488000,10,5075.252631416115,24078.376075260727,5075.252631416113,0.0,7314.946859428548,-41.57419161380726,11,10,11,7314.946859428548,5075.252631416115
22841.765419435545,6544.7835581606405,-26.615627393451007,0.0,0.0,0.0,512000,10,6544.783558160644,22841.765419435545,6544.7835581606405,0.0,7848.261663901161,-26.615627393451007,12,10,12,7848.261663901161,6544.783558160644
21242.106970272027,5908.661296420225,-25.32724269467793,0.0,0.0,0.0,536000,10,5908.661296420225,21242.106970272027,5908.661296420225,0.0,7020.323700581707,-25.32724269467793,13,10,13,7020.323700581707,5908.661296420225
27436.602304186395,12949.260256892183,-24.66794285557094,0.0,0.0,0.0,560000,10,12949.260256892187,27436.602304186395,12949.260256892183,0.0,8221.650703708146,-24.66794285557094,14,10,14,8221.650703708146,12949.260256892187
24296.077228762184,3576.800643227295,-65.26567690598777,0.0,0.0,0.0,584000,10,3576.800643227293,24296.077228762184,3576.800643227295,0.0,7303.404115970099,-65.26567690598777,15,10,15,7303.404115970099,3576.800643227293
29178.085467058714,9265.106812062626,-16.733115586490072,0.0,0.0,0.0,608000,10,9265.106812062633,29178.085467058714,9265.106812062626,0.0,10283.252501416046,-16.733115586490072,16,10,16,10283.252501416046,9265.106812062633
32344.28964363588,10910.315001734862,-11.634456166394466,0.0,0.0,0.0,632000,10,10910.315001734863,32344.28964363588,10910.315001734862,0.0,13612.863970601005,-11.634456166394466,17,10,17,13612.863970601005,10910.315001734863
22321.4092715486,10646.485247826582,-34.56778000070893,0.0,0.0,0.0,656000,10,10646.48524782658,22321.4092715486,10646.485247826582,0.0,9965.874159659192,-34.56778000070893,18,10,18,9965.874159659192,10646.48524782658
24430.775664633224,7734.946505746858,-19.81446589358272,0.0,0.0,0.0,680000,10,7734.946505746857,24430.775664633224,7734.946505746858,0.0,8381.365985415277,-19.81446589358272,19,10,19,8381.365985415277,7734.946505746857
35629.20869193879,13033.442560667689,-18.05200105087159,0.0,0.0,0.2,704000,10,13033.442560667689,35629.20869193879,13033.442560667689,0.2,13922.424176551503,-18.05200105087159,20,10,20,13922.424176551503,13033.442560667689
22004.74623381401,15186.187825699668,-65.50556302247428,0.0,0.0,0.0,728000,10,15186.18782569968,22004.74623381401,15186.187825699668,0.0,6555.882719396437,-65.50556302247428,21,10,21,6555.882719396437,15186.18782569968
19969.6598987782,13147.036687588621,-64.456668245132,0.0,0.0,0.0,752000,10,13147.03668758862,19969.6598987782,13147.036687588621,0.0,8696.376228437968,-64.456668245132,22,10,22,8696.376228437968,13147.03668758862
32338.052629400616,9003.594350272295,-73.02440406997368,0.0,0.0,0.0,776000,10,9003.594350272298,32338.052629400616,9003.594350272295,0.0,11238.943602189862,-73.02440406997368,23,10,23,11238.943602189862,9003.594350272298
27933.32064515931,8492.003006063504,-17.469264043203342,0.0,0.0,0.0,800000,10,8492.003006063505,27933.32064515931,8492.003006063504,0.0,10070.46268455471,-17.469264043203342,24,10,24,10070.46268455471,8492.003006063505
25462.029919250588,17207.994222038928,-21.527571758770666,0.0,0.0,0.0,824000,10,17207.99422203893,25462.029919250588,17207.994222038928,0.0,9660.13755446235,-21.527571758770666,25,10,25,9660.13755446235,17207.99422203893
24232.2680267375,13182.489059477573,-45.17667038426131,0.0,0.0,0.0,848000,10,13182.489059477573,24232.2680267375,13182.489059477573,0.0,8865.85561295572,-45.17667038426131,26,10,26,8865.85561295572,13182.489059477573
24140.976018046527,13953.096310403087,102.31555169918055,0.0,0.0,0.0,872000,10,13953.096310403093,24140.976018046527,13953.096310403087,0.0,8510.698835574933,102.31555169918055,27,10,27,8510.698835574933,13953.096310403093
35446.57770266002,16784.7397677984,1468.7470555021819,0.0,0.0,0.1,896000,10,16784.739767798405,35446.57770266002,16784.7397677984,0.1,11098.3376819406,1468.7470555021819,28,10,28,11098.3376819406,16784.739767798405
19477.384273672174,8137.255073612039,-107.93975222762742,0.0,0.0,0.0,920000,10,8137.255073612042,19477.384273672174,8137.255073612039,0.0,8706.802003812216,-107.93975222762742,29,10,29,8706.802003812216,8137.255073612042
21195.866881634163,11964.489461253603,-53.50788768063423,0.0,0.0,0.0,944000,10,11964.489461253599,21195.866881634163,11964.489461253603,0.0,9004.516604391396,-53.50788768063423,30,10,30,9004.516604391396,11964.489461253599
20627.08249492589,9944.297969755808,-62.84703730719359,0.0,0.0,0.0,968000,10,9944.297969755808,20627.08249492589,9944.297969755808,0.0,8576.716671189657,-62.84703730719359,31,10,31,8576.716671189657,9944.297969755808
48084.85204739757,20261.385754126055,842.7377981434447,0.0,0.0,0.2,992000,10,20261.385754126055,48084.85204739757,20261.385754126055,0.2,12195.91233747314,842.7377981434447,32,10,32,12195.91233747314,20261.385754126055
21000.597160703346,16214.134387156973,-46.672293797529726,0.0,0.0,0.0,1016000,10,16214.134387156975,21000.597160703346,16214.134387156973,0.0,7203.148418966238,-46.672293797529726,33,10,33,7203.148418966238,16214.134387156975
42074.127576613864,21905.9891688581,13838.723375580512,0.0,0.0,0.1,1040000,10,21905.9891688581,42074.127576613864,21905.9891688581,0.1,7234.158606612423,13838.723375580512,34,10,34,7234.158606612423,21905.9891688581
19229.431501801937,6533.537160849441,-68.42802514290535,0.0,0.0,0.0,1064000,10,6533.5371608494415,19229.431501801937,6533.537160849441,0.0,8234.181202945296,-68.42802514290535,35,10,35,8234.181202945296,6533.5371608494415
57592.38754399396,9848.660325198172,-63.19708382429607,0.0,0.0,0.1,1088000,10,9848.660325198176,57592.38754399396,9848.660325198172,0.1,17934.632758097447,-63.19708382429607,36,10,36,17934.632758097447,9848.660325198176
122324.62265024328,22148.45597282293,-46.12619683475035,0.0,0.0,0.1,1112000,10,22148.455972822918,122324.62265024328,22148.45597282293,0.1,34502.1784740951,-46.12619683475035,37,10,37,34502.1784740951,22148.455972822918
29084.846020152534,7734.912157719491,-63.05789205050845,0.0,0.0,0.1,1136000,10,7734.912157719489,29084.846020152534,7734.912157719491,0.1,10555.738598250398,-63.05789205050845,38,10,38,10555.738598250398,7734.912157719489
25908.086212132024,12676.230349519537,-12.926212753272246,0.0,0.0,0.0,1160000,10,12676.230349519537,25908.086212132024,12676.230349519537,0.0,9127.527131645898,-12.926212753272246,39,10,39,9127.527131645898,12676.230349519537
31422.112280241963,12227.88401182594,-52.49585545186542,0.0,0.0,0.0,1184000,10,12227.884011825941,31422.112280241963,12227.88401182594,0.0,10723.65400505911,-52.49585545186542,40,10,40,10723.65400505911,12227.884011825941
26816.179925384953,10867.28705184282,-46.86214363475225,0.0,0.0,0.1,1208000,10,10867.287051842824,26816.179925384953,10867.28705184282,0.1,10299.93328016392,-46.86214363475225,41,10,41,10299.93328016392,10867.287051842824
23150.269026541515,5287.4127905984915,-53.373278231218826,0.0,0.0,0.0,1232000,10,5287.412790598492,23150.269026541515,5287.4127905984915,0.0,8277.88365029866,-53.373278231218826,42,10,42,8277.88365029866,5287.412790598492
75081.56170318276,18919.268174047495,-51.27413733208381,0.0,0.0,0.1,1256000,10,18919.2681740475,75081.56170318276,18919.268174047495,0.1,21844.969152716225,-51.27413733208381,43,10,43,21844.969152716225,18919.2681740475
34803.12331069678,15845.6337548544,-54.31830612698207,0.0,0.0,0.0,1280000,10,15845.633754854402,34803.12331069678,15845.6337548544,0.0,10550.012245579106,-54.31830612698207,44,10,44,10550.012245579106,15845.633754854402
36069.62961510736,8796.052710594373,-58.80333678708584,0.0,0.0,0.1,1304000,10,8796.05271059437,36069.62961510736,8796.052710594373,0.1,13563.756017844009,-58.80333678708584,45,10,45,13563.756017844009,8796.05271059437
41601.99237561302,10974.6547961121,-55.37843120325298,0.0,0.0,0.1,1328000,10,10974.6547961121,41601.99237561302,10974.6547961121,0.1,15354.476703829327,-55.37843120325298,46,10,46,15354.476703829327,10974.6547961121
69688.19034170797,25755.48486663875,-47.9675592885347,0.0,0.0,0.3,1352000,10,25755.484866638755,69688.19034170797,25755.48486663875,0.3,18674.963703946432,-47.9675592885347,47,10,47,18674.963703946432,25755.484866638755
28410.6208959182,8345.97189524281,-50.903347402664764,0.0,0.0,0.3,1376000,10,8345.97189524281,28410.6208959182,8345.97189524281,0.3,9172.95441832529,-50.903347402664764,48,10,48,9172.95441832529,8345.97189524281
107630.024463005,24949.979732200598,-52.519363264926945,0.0,0.0,0.3,1400000,10,24949.979732200598,107630.024463005,24949.979732200598,0.3,32359.21892436237,-52.519363264926945,49,10,49,32359.21892436237,24949.979732200598
37213.54156157687,16503.877981717593,-52.0303801599593,0.0,0.0,0.2,1424000,10,16503.877981717593,37213.54156157687,16503.877981717593,0.2,11352.144369045021,-52.0303801599593,50,10,50,11352.144369045021,16503.877981717593
69431.41251826048,15811.346037429223,-49.05383793549479,0.0,0.0,0.3,1448000,10,15811.346037429223,69431.41251826048,15811.346037429223,0.3,26133.1113031152,-49.05383793549479,51,10,51,26133.1113031152,15811.346037429223
37682.26972335211,14229.42394210695,-55.246166837090136,0.0,0.0,0.1,1472000,10,14229.42394210695,37682.26972335211,14229.42394210695,0.1,12654.436300253672,-55.246166837090136,52,10,52,12654.436300253672,14229.42394210695
40139.18696001105,19520.921348368138,-58.12645689621155,0.0,0.0,0.1,1496000,10,19520.92134836814,40139.18696001105,19520.921348368138,0.1,11542.760910802786,-58.12645689621155,53,10,53,11542.760910802786,19520.92134836814
42283.8011189106,15460.977875527757,-57.992831924990135,0.0,0.0,0.2,1520000,10,15460.977875527757,42283.8011189106,15460.977875527757,0.2,16756.122865189976,-57.992831924990135,54,10,54,16756.122865189976,15460.977875527757
116161.27380309519,25516.80761522128,-56.87885448014062,0.0,0.0,0.2,1544000,10,25516.80761522128,116161.27380309519,25516.80761522128,0.2,32096.011671868553,-56.87885448014062,55,10,55,32096.011671868553,25516.80761522128
24736.556349789847,13382.065953678804,-50.35652589234311,0.0,0.0,0.0,1568000,10,13382.065953678804,24736.556349789847,13382.065953678804,0.0,11075.829771441635,-50.35652589234311,56,10,56,11075.829771441635,13382.065953678804
24798.901042333753,11677.169263539992,-59.839924689441936,0.0,0.0,0.1,1592000,10,11677.169263539992,24798.901042333753,11677.169263539992,0.1,10314.390836045655,-59.839924689441936,57,10,57,10314.390836045655,11677.169263539992
34621.97161958051,7021.429282848311,-59.816714510588234,0.0,0.0,0.1,1616000,10,7021.42928284831,34621.97161958051,7021.429282848311,0.1,10967.903546511905,-59.816714510588234,58,10,58,10967.903546511905,7021.42928284831
25392.64425476588,4108.330646649761,-63.31782821710614,0.0,0.0,0.0,1640000,10,4108.33064664976,25392.64425476588,4108.330646649761,0.0,8028.892732633756,-63.31782821710614,59,10,59,8028.892732633756,4108.33064664976
23304.272268445806,5962.742465914528,-57.82125877252107,0.0,0.0,0.0,1664000,10,5962.742465914525,23304.272268445806,5962.742465914528,0.0,8981.392295387626,-57.82125877252107,60,10,60,8981.392295387626,5962.742465914525
21504.05672872505,7379.684389667173,-54.540427642512576,0.0,0.0,0.0,1688000,10,7379.684389667166,21504.05672872505,7379.684389667173,0.0,9206.25374199339,-54.540427642512576,61,10,61,9206.25374199339,7379.684389667166
26646.357061025858,8209.036821969672,-53.68472802716355,0.0,0.0,0.1,1712000,10,8209.036821969672,26646.357061025858,8209.036821969672,0.1,10242.811591607371,-53.68472802716355,62,10,62,10242.811591607371,8209.036821969672
61117.94594564954,19840.59647070644,-56.82199279829723,0.0,0.0,0.1,1736000,10,19840.596470706434,61117.94594564954,19840.59647070644,0.1,15883.811719275782,-56.82199279829723,63,10,63,15883.811719275782,19840.596470706434
23080.188003881125,5658.783428377595,-58.66134650210006,0.0,0.0,0.0,1760000,10,5658.7834283775965,23080.188003881125,5658.783428377595,0.0,8944.038485896614,-58.66134650210006,64,10,64,8944.038485896614,5658.7834283775965
22376.07880940023,11091.604529285381,-53.35744150948879,0.0,0.0,0.0,1784000,10,11091.604529285381,22376.07880940023,11091.604529285381,0.0,9228.624575224849,-53.35744150948879,65,10,65,9228.624575224849,11091.604529285381
21425.123672010057,6040.7191798606855,-55.49135716769377,0.0,0.0,0.0,1808000,10,6040.7191798606855,21425.123672010057,6040.7191798606855,0.0,8588.77209860009,-55.49135716769377,66,10,66,8588.77209860009,6040.7191798606855
19580.03566039537,5923.01475012606,-54.76353388400863,0.0,0.0,0.0,1832000,10,5923.014750126061,19580.03566039537,5923.01475012606,0.0,7528.543801450994,-54.76353388400863,67,10,67,7528.543801450994,5923.014750126061
41388.70092349893,10531.856889072256,-53.859207635301026,0.0,0.0,0.0,1856000,10,10531.856889072247,41388.70092349893,10531.856889072256,0.0,12901.091231825643,-53.859207635301026,68,10,68,12901.091231825643,10531.856889072247
29605.942271478943,8145.157897601808,-55.190422853186945,0.0,0.0,0.0,1880000,10,8145.157897601809,29605.942271478943,8145.157897601808,0.0,10780.65460638781,-55.190422853186945,69,10,69,10780.65460638781,8145.157897601809
36411.400103784465,10262.03270218411,-55.52467989108734,0.0,0.0,0.1,1904000,10,10262.032702184104,36411.400103784465,10262.03270218411,0.1,12840.792705325252,-55.52467989108734,70,10,70,12840.792705325252,10262.032702184104
44039.47483677417,12758.02817200113,-59.48233361982159,0.0,0.0,0.0,1928000,10,12758.02817200112,44039.47483677417,12758.02817200113,0.0,13170.634382274313,-59.48233361982159,71,10,71,13170.634382274313,12758.02817200112
26994.83866934674,9834.418291106787,-55.53377146499106,0.0,0.0,0.0,1952000,10,9834.418291106791,26994.83866934674,9834.418291106787,0.0,10780.46030211734,-55.53377146499106,72,10,72,10780.46030211734,9834.418291106791
42093.658602166135,17706.367485427512,-54.57834125614993,0.0,0.0,0.0,1976000,10,17706.36748542751,42093.658602166135,17706.367485427512,0.0,12897.269303551211,-54.57834125614993,73,10,73,12897.269303551211,17706.36748542751
28862.459062978298,9463.207734027055,-58.32699468477714,0.0,0.0,0.0,2000000,10,9463.207734027059,28862.459062978298,9463.207734027055,0.0,11806.906096092782,-58.32699468477714,74,10,74,11806.906096092782,9463.207734027059
60407.12786151564,17598.51618066392,-54.73831154355544,0.0,0.0,0.1,2024000,10,17598.516180663915,60407.12786151564,17598.51618066392,0.1,16914.014011071606,-54.73831154355544,75,10,75,16914.014011071606,17598.516180663915
25197.4883386355,7657.094285207272,-57.73896487242783,0.0,0.0,0.1,2048000,10,7657.094285207272,25197.4883386355,7657.094285207272,0.1,9638.755163584803,-57.73896487242783,76,10,76,9638.755163584803,7657.094285207272
19850.662783656357,3495.3499167187692,-54.475971463117816,0.0,0.0,0.0,2072000,10,3495.34991671877,19850.662783656357,3495.3499167187692,0.0,7158.01847428142,-54.475971463117816,77,10,77,7158.01847428142,3495.34991671877
89593.06692539295,18742.021056490652,-53.72866140444686,0.0,0.0,0.2,2096000,10,18742.021056490656,89593.06692539295,18742.021056490652,0.2,27024.293440745645,-53.72866140444686,78,10,78,27024.293440745645,18742.021056490656
69581.44325674049,14655.205067592125,-57.06700636821069,0.0,0.0,0.3,2120000,10,14655.205067592131,69581.44325674049,14655.205067592125,0.3,21160.713824152528,-57.06700636821069,79,10,79,21160.713824152528,14655.205067592131
52559.99012850273,12042.021737861793,-53.88517891098789,0.0,0.0,0.2,2144000,10,12042.021737861793,52559.99012850273,12042.021737861793,0.2,18608.668296608696,-53.88517891098789,80,10,80,18608.668296608696,12042.021737861793
45126.837893834956,12506.294246828493,-52.17769591388488,0.0,0.0,0.4,2168000,10,12506.294246828491,45126.837893834956,12506.294246828493,0.4,14704.465177509295,-52.17769591388488,81,10,81,14704.465177509295,12506.294246828491
44371.57904385421,17631.37452869222,-50.555783789621294,0.0,0.0,0.1,2192000,10,17631.374528692217,44371.57904385421,17631.37452869222,0.1,13373.91227820878,-50.555783789621294,82,10,82,13373.91227820878,17631.374528692217
35577.90132580247,4288.1005903909,-106.65000561533589,0.0,0.0,0.2,2216000,10,4288.100590390902,35577.90132580247,4288.1005903909,0.2,10700.046296363902,-106.65000561533589,83,10,83,10700.046296363902,4288.100590390902
49747.29953346826,19191.61324879431,-54.06413469530988,0.0,0.0,0.0,2240000,10,19191.613248794307,49747.29953346826,19191.61324879431,0.0,17843.74991079599,-54.06413469530988,84,10,84,17843.74991079599,19191.613248794307
93611.48762114935,14681.874267460327,-51.071590061835956,0.0,0.0,0.1,2264000,10,14681.87426746033,93611.48762114935,14681.874267460327,0.1,28830.524034726062,-51.071590061835956,85,10,85,28830.524034726062,14681.87426746033
63945.10508634743,15538.632842387291,-52.90334620877491,0.0,0.0,0.2,2288000,10,15538.632842387295,63945.10508634743,15538.632842387291,0.2,23459.64489924778,-52.90334620877491,86,10,86,23459.64489924778,15538.632842387295
85391.60080181087,30752.859980466143,-45.526678430615064,0.0,0.0,0.2,2312000,10,30752.859980466135,85391.60080181087,30752.859980466143,0.2,26153.790982345734,-45.526678430615064,87,10,87,26153.790982345734,30752.859980466135
73302.88760201706,17578.384223378373,-46.641664634625116,0.0,0.0,0.0,2336000,10,17578.38422337838,73302.88760201706,17578.384223378373,0.0,20626.170951102085,-46.641664634625116,88,10,88,20626.170951102085,17578.38422337838
21149.719918471346,10711.626569991862,-51.525093379941815,0.0,0.0,0.0,2360000,10,10711.626569991864,21149.719918471346,10711.626569991862,0.0,9360.899860241487,-51.525093379941815,89,10,89,9360.899860241487,10711.626569991864
101070.70951431635,16177.194102128662,-54.75275326549839,0.0,0.0,0.1,2384000,10,16177.194102128662,101070.70951431635,16177.194102128662,0.1,29176.11852039184,-54.75275326549839,90,10,90,29176.11852039184,16177.194102128662
105862.32160634626,16651.23432479534,-52.92671061442721,0.0,0.0,0.1,2408000,10,16651.234324795347,105862.32160634626,16651.23432479534,0.1,31100.381417248416,-52.92671061442721,91,10,91,31100.381417248416,16651.234324795347
57559.24532316944,15099.741815679468,-51.01709084338097,0.0,0.0,0.1,2432000,10,15099.74181567947,57559.24532316944,15099.741815679468,0.1,20133.071244460963,-51.01709084338097,92,10,92,20133.071244460963,15099.74181567947
28142.20624107184,8302.891627673129,-49.89155076255937,0.0,0.0,0.0,2456000,10,8302.891627673129,28142.20624107184,8302.891627673129,0.0,10582.26060764592,-49.89155076255937,93,10,93,10582.26060764592,8302.891627673129
16083.801243245494,2123.617107682118,-63.60035799399335,0.0,0.0,0.0,2480000,10,2123.617107682118,16083.801243245494,2123.617107682118,0.0,4810.89916326991,-63.60035799399335,94,10,94,4810.89916326991,2123.617107682118
18020.374017475326,4130.680913069854,-26.93847310279049,0.0,0.0,0.0,2504000,10,4130.680913069855,18020.374017475326,4130.680913069854,0.0,6384.920125995813,-26.93847310279049,95,10,95,6384.920125995813,4130.680913069855
19795.46686273239,2557.0718615547576,-65.38467598801297,0.0,0.0,0.0,2528000,10,2557.0718615547567,19795.46686273239,2557.0718615547576,0.0,6022.534203091125,-65.38467598801297,96,10,96,6022.534203091125,2557.0718615547567
16352.001178375576,4131.081282176508,-46.14397221991985,0.0,0.0,0.0,2552000,10,4131.081282176507,16352.001178375576,4131.081282176508,0.0,6314.6152056684405,-46.14397221991985,97,10,97,6314.6152056684405,4131.081282176507
22456.435656426544,2218.8610639900494,-55.33241632857295,0.0,0.0,0.0,2576000,10,2218.8610639900476,22456.435656426544,2218.8610639900494,0.0,6745.867007493793,-55.33241632857295,98,10,98,6745.867007493793,2218.8610639900476
105181.3413855514,34325.248025079236,5308.805531273722,0.0,0.0,0.1,2600000,10,34325.248025079214,105181.3413855514,34325.248025079236,0.1,26711.435038597352,5308.805531273722,99,10,99,26711.435038597352,34325.248025079214
