MetaTest/Average/SuccessRate,MetaTest/handle-pull-side-v1/Iteration,MetaTest/handle-pull-side-v1/NumTrajs,MetaTest/handle-pull-side-v1/StdReturn,MetaTest/Average/MinReturn,MetaTest/handle-pull-side-v1/MinReturn,MetaTest/Average/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/handle-pull-side-v1/MaxReturn,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/NumTrajs,MetaTest/Average/AverageReturn,TotalEnvSteps,MetaTest/handle-pull-side-v1/SuccessRate,MetaTest/handle-pull-side-v1/TerminationRate,MetaTest/handle-pull-side-v1/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/handle-pull-side-v1/AverageReturn
0.0,0,10,5.8301555957554605,-81.76896878324408,-81.76896878324408,0.0,-64.59555214958071,-64.59555214958071,0,-74.26833163702206,10,-74.26833163702204,224000,0.0,0.0,-74.26833163702206,5.8301555957554605,-74.26833163702204
0.0,1,10,983.3249389002598,-136.9477615536821,-136.9477615536821,0.0,2393.1084554188556,2393.1084554188556,1,643.5093930280976,10,643.5093930280982,248000,0.0,0.0,643.5093930280976,983.3249389002598,643.5093930280982
0.0,2,10,382.14114471231176,-133.62548302910608,-133.62548302910608,0.0,935.8678021187937,935.8678021187937,2,129.07331101217787,10,129.07331101217784,272000,0.0,0.0,129.07331101217787,382.14114471231176,129.07331101217784
0.0,3,10,13681.42820799391,-66.2623059707449,-66.2623059707449,0.0,45722.635472920265,45722.635472920265,3,6721.5447289255635,10,6721.5447289255635,296000,0.0,0.0,6721.5447289255635,13681.42820799391,6721.5447289255635
0.0,4,10,2306.8611657927963,-64.01851515831676,-64.01851515831676,0.0,6772.21717041469,6772.21717041469,4,1971.7538375282045,10,1971.7538375282052,320000,0.0,0.0,1971.7538375282045,2306.8611657927963,1971.7538375282052
0.0,5,10,13650.307333817778,-68.3103856753812,-68.3103856753812,0.0,45520.795125794844,45520.795125794844,5,4572.446899925586,10,4572.446899925584,344000,0.0,0.0,4572.446899925586,13650.307333817778,4572.446899925584
0.0,6,10,18137.27499621295,-36.97496325319544,-36.97496325319544,0.0,45048.48732245887,45048.48732245887,6,22479.807439658412,10,22479.80743965841,368000,0.0,0.0,22479.807439658412,18137.27499621295,22479.80743965841
0.0,7,10,16072.534215600444,-47.089674995193626,-47.089674995193626,0.0,46065.5251925372,46065.5251925372,7,15873.936341888813,10,15873.93634188881,392000,0.0,0.0,15873.936341888813,16072.534215600444,15873.93634188881
0.0,8,10,21752.70615482793,-50.924697825720315,-50.924697825720315,0.0,46054.576935612895,46054.576935612895,8,22199.372086369003,10,22199.372086369003,416000,0.0,0.0,22199.372086369003,21752.70615482793,22199.372086369003
0.0,9,10,18066.31063677055,-14.653978344548786,-14.653978344548786,0.0,45977.44259345764,45977.44259345764,9,31619.411103332804,10,31619.41110333281,440000,0.0,0.0,31619.411103332804,18066.31063677055,31619.41110333281
0.0,10,10,17780.37643765001,-43.21869883809335,-43.21869883809335,0.0,45747.18278696251,45747.18278696251,10,11713.822591083324,10,11713.822591083324,464000,0.0,0.0,11713.822591083324,17780.37643765001,11713.822591083324
0.0,11,10,20104.50134851288,-22.379768203948657,-22.379768203948657,0.0,45984.90802215652,45984.90802215652,11,27059.882437480333,10,27059.882437480333,488000,0.0,0.0,27059.882437480333,20104.50134851288,27059.882437480333
0.0,12,10,18799.276512458997,-31.905521366062818,-31.905521366062818,0.0,45789.863916983544,45789.863916983544,12,14300.421922374497,10,14300.421922374502,512000,0.0,0.0,14300.421922374497,18799.276512458997,14300.421922374502
0.0,13,10,18890.170316845164,-15.667875939853054,-15.667875939853054,0.0,45791.483674772055,45791.483674772055,13,22993.432660389524,10,22993.43266038953,536000,0.0,0.0,22993.432660389524,18890.170316845164,22993.43266038953
0.0,14,10,20260.8590307151,-60.52744876214643,-60.52744876214643,0.0,46052.55699131646,46052.55699131646,14,17246.521277006475,10,17246.521277006475,560000,0.0,0.0,17246.521277006475,20260.8590307151,17246.521277006475
0.0,15,10,19360.67918424778,-19.882068336694815,-19.882068336694815,0.0,45997.21753575599,45997.21753575599,15,23640.239716609012,10,23640.239716609005,584000,0.0,0.0,23640.239716609012,19360.67918424778,23640.239716609005
0.0,16,10,17678.19812877898,-13.207641914035422,-13.207641914035422,0.0,46074.175337220106,46074.175337220106,16,33197.32956116843,10,33197.32956116842,608000,0.0,0.0,33197.32956116843,17678.19812877898,33197.32956116842
0.0,17,10,17488.90901594755,-23.338521152965768,-23.338521152965768,0.0,46005.747336995555,46005.747336995555,17,22558.045082681354,10,22558.04508268135,632000,0.0,0.0,22558.045082681354,17488.90901594755,22558.04508268135
0.0,18,10,16747.549640520705,-24.79570031618916,-24.79570031618916,0.0,45520.1036728186,45520.1036728186,18,31694.230156086105,10,31694.230156086094,656000,0.0,0.0,31694.230156086105,16747.549640520705,31694.230156086094
0.0,19,10,21848.172559555227,-91.1561864277357,-91.1561864277357,0.0,45816.00930444611,45816.00930444611,19,18900.377573129765,10,18900.377573129772,680000,0.0,0.0,18900.377573129765,21848.172559555227,18900.377573129772
0.0,20,10,1695.8250598034074,-64.28092178105345,-64.28092178105345,0.0,5566.36706903723,5566.36706903723,20,649.6265604571178,10,649.6265604571174,704000,0.0,0.0,649.6265604571178,1695.8250598034074,649.6265604571174
0.0,21,10,15148.108614107869,-64.74288744083988,-64.74288744083988,0.0,45637.68003349249,45637.68003349249,21,8074.720485638111,10,8074.720485638111,728000,0.0,0.0,8074.720485638111,15148.108614107869,8074.720485638111
0.0,22,10,2079.3086079652026,-60.97250275644035,-60.97250275644035,0.0,5795.327925333778,5795.327925333778,22,1752.8483013719256,10,1752.8483013719251,752000,0.0,0.0,1752.8483013719256,2079.3086079652026,1752.8483013719251
0.0,23,10,11578.30126690617,-63.39239573266373,-63.39239573266373,0.0,37458.00648464825,37458.00648464825,23,8449.050053651921,10,8449.050053651923,776000,0.0,0.0,8449.050053651921,11578.30126690617,8449.050053651923
0.0,24,10,14522.81389251051,-64.75370513317203,-64.75370513317203,0.0,45902.98523111486,45902.98523111486,24,8464.171865553995,10,8464.171865553993,800000,0.0,0.0,8464.171865553995,14522.81389251051,8464.171865553993
0.0,25,10,7921.391745599301,-66.80001375589092,-66.80001375589092,0.0,25915.050832355977,25915.050832355977,25,7052.59239097348,10,7052.592390973483,824000,0.0,0.0,7052.59239097348,7921.391745599301,7052.592390973483
0.0,26,10,4392.21966175763,-66.52107980873306,-66.52107980873306,0.0,14589.88235877462,14589.88235877462,26,2801.6950961476196,10,2801.6950961476205,848000,0.0,0.0,2801.6950961476196,4392.21966175763,2801.6950961476205
0.0,27,10,5924.119627812234,-65.3039514259893,-65.3039514259893,0.0,19935.09925330306,19935.09925330306,27,2551.395414514066,10,2551.3954145140656,872000,0.0,0.0,2551.395414514066,5924.119627812234,2551.3954145140656
0.0,28,10,6583.303807916324,-60.40656017815901,-60.40656017815901,0.0,18969.907748034246,18969.907748034246,28,3944.480893200237,10,3944.48089320024,896000,0.0,0.0,3944.480893200237,6583.303807916324,3944.48089320024
0.0,29,10,6932.798479596781,-64.09141731751286,-64.09141731751286,0.0,18482.381579197336,18482.381579197336,29,7068.276389912263,10,7068.276389912261,920000,0.0,0.0,7068.276389912263,6932.798479596781,7068.276389912261
0.0,30,10,21180.332995015193,-63.64452695766414,-63.64452695766414,0.0,46069.57955970268,46069.57955970268,30,17216.672169646343,10,17216.67216964635,944000,0.0,0.0,17216.672169646343,21180.332995015193,17216.67216964635
0.0,31,10,21093.38885997335,-39.224650657512115,-39.224650657512115,0.0,47129.239673671276,47129.239673671276,31,28449.462933001534,10,28449.462933001534,968000,0.0,0.0,28449.462933001534,21093.38885997335,28449.462933001534
0.0,32,10,14631.189071479166,-26.337866703267643,-26.337866703267643,0.0,44331.44804191837,44331.44804191837,32,17772.18979968567,10,17772.189799685668,992000,0.0,0.0,17772.18979968567,14631.189071479166,17772.189799685668
0.0,33,10,11475.395997159718,3155.7626956254494,3155.7626956254494,0.0,44281.0903028566,44281.0903028566,33,34692.826272890816,10,34692.82627289082,1016000,0.0,0.0,34692.826272890816,11475.395997159718,34692.82627289082
0.3,34,10,21189.39800393112,-66.71651227013959,-66.71651227013959,0.0,69340.82893301708,69340.82893301708,34,27267.326745305334,10,27267.326745305327,1040000,0.3,0.0,27267.326745305334,21189.39800393112,27267.326745305327
0.0,35,10,16676.46709487856,-18.603515651119025,-18.603515651119025,0.0,45743.46866322893,45743.46866322893,35,34839.02646760242,10,34839.02646760242,1064000,0.0,0.0,34839.02646760242,16676.46709487856,34839.02646760242
0.0,36,10,13756.844243600099,-12.79609477843556,-12.79609477843556,0.0,46060.6021482171,46060.6021482171,36,39449.04238138907,10,39449.04238138907,1088000,0.0,0.0,39449.04238138907,13756.844243600099,39449.04238138907
0.0,37,10,14644.920148111363,5071.291966953459,5071.291966953459,0.0,46054.1412322562,46054.1412322562,37,38229.69394854111,10,38229.69394854111,1112000,0.0,0.0,38229.69394854111,14644.920148111363,38229.69394854111
0.0,38,10,19339.762991850628,43082.53073854786,43082.53073854786,0.0,105734.27989523258,105734.27989523258,38,52638.22248736633,10,52638.22248736635,1136000,0.0,0.0,52638.22248736633,19339.762991850628,52638.22248736635
0.0,39,10,262.030491885725,45030.41066936629,45030.41066936629,0.0,45828.84420028665,45828.84420028665,39,45340.45070121936,10,45340.45070121936,1160000,0.0,0.0,45340.45070121936,262.030491885725,45340.45070121936
0.0,40,10,1103.7773794737063,43129.82642710145,43129.82642710145,0.0,47240.705088574476,47240.705088574476,40,44851.588511052905,10,44851.5885110529,1184000,0.0,0.0,44851.588511052905,1103.7773794737063,44851.5885110529
0.0,41,10,19457.506988921992,9246.393989457296,9246.393989457296,0.0,82496.9623833626,82496.9623833626,41,46599.79090518262,10,46599.79090518263,1208000,0.0,0.0,46599.79090518262,19457.506988921992,46599.79090518263
0.0,42,10,8533.922087572018,46077.86862488983,46077.86862488983,0.0,69676.52684547106,69676.52684547106,42,56657.146547769604,10,56657.14654776962,1232000,0.0,0.0,56657.146547769604,8533.922087572018,56657.14654776962
0.0,43,10,8113.354685147371,44311.945942545186,44311.945942545186,0.0,66742.84256220031,66742.84256220031,43,51708.577915203976,10,51708.577915203976,1256000,0.0,0.0,51708.577915203976,8113.354685147371,51708.577915203976
0.0,44,10,17172.049874818913,-17.697527713367847,-17.697527713367847,0.0,66022.94060539079,66022.94060539079,44,47129.887867433725,10,47129.88786743373,1280000,0.0,0.0,47129.887867433725,17172.049874818913,47129.88786743373
0.0,45,10,8308.557375016364,22404.69697726626,22404.69697726626,0.0,58217.43559226966,58217.43559226966,45,44698.24963408259,10,44698.24963408259,1304000,0.0,0.0,44698.24963408259,8308.557375016364,44698.24963408259
0.0,46,10,7999.6707218884985,24598.265077827968,24598.265077827968,0.0,55339.556543191175,55339.556543191175,46,45988.21001565604,10,45988.21001565605,1328000,0.0,0.0,45988.21001565604,7999.6707218884985,45988.21001565605
0.0,47,10,13783.94114906894,44823.6966254947,44823.6966254947,0.0,84705.33141647333,84705.33141647333,47,55500.09398918871,10,55500.093989188725,1352000,0.0,0.0,55500.09398918871,13783.94114906894,55500.093989188725
0.0,48,10,6068.448640260476,43318.22603359279,43318.22603359279,0.0,64927.014872061176,64927.014872061176,48,47254.44393314335,10,47254.44393314336,1376000,0.0,0.0,47254.44393314335,6068.448640260476,47254.44393314336
0.0,49,10,15808.327263119678,18019.298921026948,18019.298921026948,0.0,79563.2459213122,79563.2459213122,49,46303.08417469579,10,46303.08417469579,1400000,0.0,0.0,46303.08417469579,15808.327263119678,46303.08417469579
0.0,50,10,10124.06909806535,43611.16674755182,43611.16674755182,0.0,70606.55821842948,70606.55821842948,50,54712.5970105905,10,54712.59701059047,1424000,0.0,0.0,54712.5970105905,10124.06909806535,54712.59701059047
0.0,51,10,18844.04576982666,44469.82538763404,44469.82538763404,0.0,98293.46179632121,98293.46179632121,51,62237.68868458954,10,62237.68868458956,1448000,0.0,0.0,62237.68868458954,18844.04576982666,62237.68868458956
0.0,52,10,5230.463403689711,35563.36119439259,35563.36119439259,0.0,58099.421846842706,58099.421846842706,52,46111.96117610269,10,46111.961176102704,1472000,0.0,0.0,46111.96117610269,5230.463403689711,46111.961176102704
0.0,53,10,15784.116973804417,24598.708177551965,24598.708177551965,0.0,73974.96789819364,73974.96789819364,53,47399.38378901678,10,47399.38378901676,1496000,0.0,0.0,47399.38378901678,15784.116973804417,47399.38378901676
0.0,54,10,9867.19496586477,16796.28196167204,16796.28196167204,0.0,58759.12903911841,58759.12903911841,54,43806.868902460235,10,43806.868902460235,1520000,0.0,0.0,43806.868902460235,9867.19496586477,43806.868902460235
0.0,55,10,8838.573461103486,27446.498469083064,27446.498469083064,0.0,60204.56465186298,60204.56465186298,55,44949.229744149416,10,44949.22974414943,1544000,0.0,0.0,44949.229744149416,8838.573461103486,44949.22974414943
0.0,56,10,11603.02985876461,43638.12758402452,43638.12758402452,0.0,79416.6359619053,79416.6359619053,56,51398.58308905613,10,51398.58308905612,1568000,0.0,0.0,51398.58308905613,11603.02985876461,51398.58308905612
0.0,57,10,22369.09826659959,-85.94387627230583,-85.94387627230583,0.0,45590.29886415455,45590.29886415455,57,22288.369091544904,10,22288.3690915449,1592000,0.0,0.0,22288.369091544904,22369.09826659959,22288.3690915449
0.0,58,10,24569.88303168701,20849.507360492047,20849.507360492047,0.0,118416.84900841878,118416.84900841878,58,52836.515652632086,10,52836.51565263209,1616000,0.0,0.0,52836.515652632086,24569.88303168701,52836.51565263209
0.0,59,10,21057.666276235792,1203.269550264364,1203.269550264364,0.0,67039.3973071423,67039.3973071423,59,27227.725456722586,10,27227.725456722583,1640000,0.0,0.0,27227.725456722586,21057.666276235792,27227.725456722583
0.0,60,10,16286.256093728767,16139.854941018455,16139.854941018455,0.0,71113.40664983928,71113.40664983928,60,33084.75314393003,10,33084.75314393003,1664000,0.0,0.0,33084.75314393003,16286.256093728767,33084.75314393003
0.1,61,10,51113.9778461733,15580.521593675274,15580.521593675274,0.0,191206.6844568479,191206.6844568479,61,63626.35306222846,10,63626.35306222846,1688000,0.1,0.0,63626.35306222846,51113.9778461733,63626.35306222846
0.0,62,10,10613.116213674544,17519.198461730055,17519.198461730055,0.0,63858.20309472279,63858.20309472279,62,43977.037745700065,10,43977.03774570004,1712000,0.0,0.0,43977.037745700065,10613.116213674544,43977.03774570004
0.0,63,10,11169.514307199015,-133.54973018909297,-133.54973018909297,0.0,31672.389177293775,31672.389177293775,63,8975.920698713806,10,8975.920698713806,1736000,0.0,0.0,8975.920698713806,11169.514307199015,8975.920698713806
0.0,64,10,19445.34371206134,-128.97227660871866,-128.97227660871866,0.0,43661.05124804418,43661.05124804418,64,12629.378149308348,10,12629.378149308355,1760000,0.0,0.0,12629.378149308348,19445.34371206134,12629.378149308355
0.0,65,10,21962.085703190874,-136.70213214368889,-136.70213214368889,0.0,45830.69637000007,45830.69637000007,65,18774.122371548747,10,18774.12237154875,1784000,0.0,0.0,18774.122371548747,21962.085703190874,18774.12237154875
0.0,66,10,5488.117320578088,-132.51419613585804,-132.51419613585804,0.0,15234.027941387185,15234.027941387185,66,2715.660590776678,10,2715.660590776679,1808000,0.0,0.0,2715.660590776678,5488.117320578088,2715.660590776679
0.0,67,10,12453.600730128132,-130.28770351717026,-130.28770351717026,0.0,35312.745282115226,35312.745282115226,67,7089.803145175429,10,7089.803145175427,1832000,0.0,0.0,7089.803145175429,12453.600730128132,7089.803145175427
0.1,68,10,27670.901096995683,-135.41886754908,-135.41886754908,0.0,92394.52190948094,92394.52190948094,68,16977.765512099402,10,16977.7655120994,1856000,0.1,0.0,16977.765512099402,27670.901096995683,16977.7655120994
0.0,69,10,21737.400640473723,-135.40281291410685,-135.40281291410685,0.0,44569.36322560111,44569.36322560111,69,21584.2571065053,10,21584.25710650531,1880000,0.0,0.0,21584.2571065053,21737.400640473723,21584.25710650531
0.0,70,10,16441.508707330337,-133.61169573221343,-133.61169573221343,0.0,41367.66297450764,41367.66297450764,70,8124.432380379307,10,8124.432380379307,1904000,0.0,0.0,8124.432380379307,16441.508707330337,8124.432380379307
0.2,71,10,27523.147255464475,14116.233023849467,14116.233023849467,0.0,106072.90109706223,106072.90109706223,71,48515.14912318933,10,48515.14912318932,1928000,0.2,0.0,48515.14912318933,27523.147255464475,48515.14912318932
0.1,72,10,28262.67000327312,15669.120697811217,15669.120697811217,0.0,126837.34734110141,126837.34734110141,72,51596.278305252126,10,51596.27830525212,1952000,0.1,0.0,51596.278305252126,28262.67000327312,51596.27830525212
0.3,73,10,29881.914095623295,16418.404524545298,16418.404524545298,0.0,105403.80241303076,105403.80241303076,73,42588.825677157365,10,42588.82567715738,1976000,0.3,0.0,42588.825677157365,29881.914095623295,42588.82567715738
0.0,74,10,34050.75289710354,6810.065467844792,6810.065467844792,0.0,125166.006456366,125166.006456366,74,66760.91220083967,10,66760.91220083964,2000000,0.0,0.0,66760.91220083967,34050.75289710354,66760.91220083964
0.5,75,10,53597.2615918218,16741.27900972652,16741.27900972652,0.0,191012.41090846196,191012.41090846196,75,73224.8240857985,10,73224.8240857985,2024000,0.5,0.0,73224.8240857985,53597.2615918218,73224.8240857985
0.2,76,10,76697.70153130751,-15.024683989059183,-15.024683989059183,0.0,268485.5583829141,268485.5583829141,76,54157.93297030593,10,54157.93297030593,2048000,0.2,0.0,54157.93297030593,76697.70153130751,54157.93297030593
0.0,77,10,9627.592685419717,14717.7739263756,14717.7739263756,0.0,46378.5264642648,46378.5264642648,77,34735.03848640368,10,34735.03848640369,2072000,0.0,0.0,34735.03848640368,9627.592685419717,34735.03848640369
0.5,78,10,48066.77242469778,21250.380239376118,21250.380239376118,0.0,149219.63658480003,149219.63658480003,78,90872.16128450302,10,90872.161284503,2096000,0.5,0.0,90872.16128450302,48066.77242469778,90872.161284503
0.3,79,10,48383.1835308336,12196.754644835948,12196.754644835948,0.0,187019.26428264787,187019.26428264787,79,58138.85142730586,10,58138.851427305875,2120000,0.3,0.0,58138.85142730586,48383.1835308336,58138.851427305875
0.5,80,10,47159.393525939675,14367.645023664261,14367.645023664261,0.0,179062.27952859655,179062.27952859655,80,72059.95997380972,10,72059.95997380973,2144000,0.5,0.0,72059.95997380972,47159.393525939675,72059.95997380973
0.5,81,10,23335.782030896884,15077.415597425175,15077.415597425175,0.0,77699.1067655406,77699.1067655406,81,50030.60690691335,10,50030.60690691332,2168000,0.5,0.0,50030.60690691335,23335.782030896884,50030.60690691332
0.1,82,10,26630.363325389255,14612.810179793993,14612.810179793993,0.0,107759.93647402816,107759.93647402816,82,46937.913008663454,10,46937.913008663454,2192000,0.1,0.0,46937.913008663454,26630.363325389255,46937.913008663454
0.5,83,10,68476.09738035963,44560.97760488302,44560.97760488302,0.0,238199.79123947283,238199.79123947283,83,101782.306083805,10,101782.30608380496,2216000,0.5,0.0,101782.306083805,68476.09738035963,101782.30608380496
0.5,84,10,38343.01029464699,28191.539365129764,28191.539365129764,0.0,156573.57891641304,156573.57891641304,84,82838.03967960223,10,82838.03967960221,2240000,0.5,0.0,82838.03967960223,38343.01029464699,82838.03967960221
0.0,85,10,33047.6389538554,19494.203859805286,19494.203859805286,0.0,121044.83917748346,121044.83917748346,85,78421.07563772381,10,78421.07563772381,2264000,0.0,0.0,78421.07563772381,33047.6389538554,78421.07563772381
0.3,86,10,36288.3140418899,24545.81303603256,24545.81303603256,0.0,152246.99709332417,152246.99709332417,86,83872.62209087284,10,83872.62209087284,2288000,0.3,0.0,83872.62209087284,36288.3140418899,83872.62209087284
0.0,87,10,26615.700952956795,23194.663636743455,23194.663636743455,0.0,108991.43591823759,108991.43591823759,87,79119.79037448227,10,79119.79037448225,2312000,0.0,0.0,79119.79037448227,26615.700952956795,79119.79037448225
0.1,88,10,11186.868776746658,71825.50846369637,71825.50846369637,0.0,110435.47963858294,110435.47963858294,88,91328.06021690875,10,91328.06021690872,2336000,0.1,0.0,91328.06021690875,11186.868776746658,91328.06021690872
0.4,89,10,42373.72919243917,30669.78493335008,30669.78493335008,0.0,180899.21102378375,180899.21102378375,89,91579.23013549953,10,91579.23013549957,2360000,0.4,0.0,91579.23013549953,42373.72919243917,91579.23013549957
0.1,90,10,35989.93186539525,-131.62284028111404,-131.62284028111404,0.0,119384.88146612463,119384.88146612463,90,25443.134785450304,10,25443.134785450307,2384000,0.1,0.0,25443.134785450304,35989.93186539525,25443.134785450307
0.0,91,10,28317.104960748187,-135.9524588179134,-135.9524588179134,0.0,81485.82228043664,81485.82228043664,91,21468.67118005158,10,21468.67118005158,2408000,0.0,0.0,21468.67118005158,28317.104960748187,21468.67118005158
0.2,92,10,45363.71418426353,-109.61279275270503,-109.61279275270503,0.0,131333.46038345437,131333.46038345437,92,27340.907698656527,10,27340.90769865651,2432000,0.2,0.0,27340.907698656527,45363.71418426353,27340.90769865651
0.0,93,10,12143.21884090996,-19.30235881832479,-19.30235881832479,0.0,34345.12419051049,34345.12419051049,93,17161.599486603685,10,17161.599486603685,2456000,0.0,0.0,17161.599486603685,12143.21884090996,17161.599486603685
0.0,94,10,4427.650011234115,3632.5768810472023,3632.5768810472023,0.0,20447.130482173932,20447.130482173932,94,9646.244139119506,10,9646.244139119506,2480000,0.0,0.0,9646.244139119506,4427.650011234115,9646.244139119506
0.0,95,10,12500.421542767432,12837.142680813176,12837.142680813176,0.0,46078.37994244827,46078.37994244827,95,27314.03783517693,10,27314.03783517693,2504000,0.0,0.0,27314.03783517693,12500.421542767432,27314.03783517693
0.2,96,10,59244.06106664225,6060.630607946194,6060.630607946194,0.0,177341.8037182927,177341.8037182927,96,51827.8664797049,10,51827.8664797049,2528000,0.2,0.0,51827.8664797049,59244.06106664225,51827.8664797049
0.3,97,10,54204.98827351772,20529.944958229047,20529.944958229047,0.0,192830.9715987529,192830.9715987529,97,77953.61121728974,10,77953.61121728976,2552000,0.3,0.0,77953.61121728974,54204.98827351772,77953.61121728976
0.5,98,10,26502.670771168505,46043.97149894828,46043.97149894828,0.0,131032.47690622591,131032.47690622591,98,101140.06695917016,10,101140.06695917017,2576000,0.5,0.0,101140.06695917016,26502.670771168505,101140.06695917017
0.1,99,10,28076.558942293086,45968.39147227481,45968.39147227481,0.0,144549.7186313162,144549.7186313162,99,77850.11607869215,10,77850.11607869217,2600000,0.1,0.0,77850.11607869215,28076.558942293086,77850.11607869217
