MetaTest/Average/AverageReturn,Average/SuccessRate,pick-place-wall-v1/MaxReturn,MetaTest/pick-place-wall-v1/Iteration,LinearFeatureBaseline/ExplainedVariance,policy/LossAfter,TotalEnvSteps,Average/MaxReturn,pick-place-wall-v1/MinReturn,policy/dLoss,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,pick-place-wall-v1/NumEpisodes,pick-place-wall-v1/TerminationRate,Average/StdReturn,Average/AverageReturn,MetaTest/pick-place-wall-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,policy/KLBefore,MetaTest/pick-place-wall-v1/StdReturn,policy/LossBefore,pick-place-wall-v1/Iteration,MetaTest/pick-place-wall-v1/TerminationRate,Average/AverageDiscountedReturn,Average/MinReturn,Average/TerminationRate,MetaTest/pick-place-wall-v1/MinReturn,MetaTest/Average/StdReturn,Average/Iteration,Average/NumEpisodes,MetaTest/pick-place-wall-v1/AverageReturn,pick-place-wall-v1/StdReturn,policy/Entropy,MetaTest/Average/NumEpisodes,pick-place-wall-v1/AverageReturn,MetaTest/Average/Iteration,pick-place-wall-v1/SuccessRate,MetaTest/pick-place-wall-v1/MaxReturn,policy/KL,pick-place-wall-v1/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/Average/MinReturn,MetaTest/pick-place-wall-v1/NumEpisodes,MetaTest/pick-place-wall-v1/SuccessRate
,0.0,-21.791887057685248,,0.32164755162617,-0.001920409,980000,-21.791887057685248,-41.32281713962503,-0.0003545857,,,100,0.0,3.7603521811758713,-29.584667353203276,,,0.0,,-0.0022749947,48,,-12.636324809097623,-41.32281713962503,0.0,,,48,100,,3.7603521811758713,5.3235807,,-29.584667353203276,,0.0,,0.0030201254,-12.636324809097623,,,,
,0.0,-22.628749307686615,,0.3917501695171194,-0.0031649324,1000000,-22.628749307686615,-44.54470043638212,0.0032299957,,,100,0.0,4.504815316252358,-29.463468506610035,,,0.0,,6.5063476e-05,49,,-12.591553807204493,-44.54470043638212,0.0,,,49,100,,4.504815316252358,5.320725,,-29.463468506610035,,0.0,,0.014381253,-12.591553807204493,,,,
-31.268749109582586,0.0,-22.954957271533807,5,0.3932689093104099,-0.013908869,1020000,-22.954957271533807,-57.01315196147658,0.008359586,-23.583549988422185,0.0,100,0.0,6.6649598407010755,-33.715143619029476,-31.268749109582586,-31.268749109582586,0.0,4.518565263127662,-0.0055492828,50,0.0,-13.5880998481044,-57.01315196147658,0.0,-38.68237430719025,4.518565263127662,50,100,-31.268749109582586,6.6649598407010755,5.3102117,10,-33.715143619029476,5,0.0,-23.583549988422185,0.022115754,-13.5880998481044,0.0,-38.68237430719025,10,0.0
,0.0,-22.343703182493886,,0.35674042585759447,-0.00071873324,1040000,-22.343703182493886,-42.49296231971442,0.0020247712,,,100,0.0,4.2256461938055185,-29.696696183879418,,,0.0,,0.0013060379,51,,-12.712458403889295,-42.49296231971442,0.0,,,51,100,,4.2256461938055185,5.3007884,,-29.696696183879418,,0.0,,0.011224266,-12.712458403889295,,,,
,0.0,-20.291293761267738,,0.36017077591286406,-0.011803055,1060000,-20.291293761267738,-48.224591040136254,0.009831668,,,100,0.0,5.858439035376086,-31.290138602961648,,,0.0,,-0.0019713875,52,,-12.893300376586724,-48.224591040136254,0.0,,,52,100,,5.858439035376086,5.3004007,,-31.290138602961648,,0.0,,0.015300065,-12.893300376586724,,,,
,0.0,-22.554334998071653,,0.3851646663008137,-0.00791771,1080000,-22.554334998071653,-49.76727500636484,0.006322134,,,100,0.0,4.617755158603671,-31.2492679802199,,,0.0,,-0.0015955757,53,,-13.02861508359474,-49.76727500636484,0.0,,,53,100,,4.617755158603671,5.2980037,,-31.2492679802199,,0.0,,0.014515655,-13.02861508359474,,,,
,0.0,-20.84064032393266,,0.36814410974586453,-0.00930269,1100000,-20.84064032393266,-44.04205073998069,0.004923665,,,100,0.0,5.396512908224216,-30.94489694030926,,,0.0,,-0.0043790247,54,,-12.823237388181658,-44.04205073998069,0.0,,,54,100,,5.396512908224216,5.2874994,,-30.94489694030926,,0.0,,0.014590292,-12.823237388181658,,,,
,0.0,-21.093245815151626,,0.36654830316298137,0.00046199074,1120000,-21.093245815151626,-46.4563236861437,-0.00037232856,,,100,0.0,5.193215499084581,-30.78533028006842,,,0.0,,8.966217e-05,55,,-12.8928043087107,-46.4563236861437,0.0,,,55,100,,5.193215499084581,5.270958,,-30.78533028006842,,0.0,,0.016522482,-12.8928043087107,,,,
,0.0,-20.726310153408324,,0.36445402403765925,-0.008450128,1140000,-20.726310153408324,-49.94507772680821,0.0004729824,,,100,0.0,5.358808914795297,-30.19513380373933,,,0.0,,-0.007977146,56,,-12.489530375469531,-49.94507772680821,0.0,,,56,100,,5.358808914795297,5.261416,,-30.19513380373933,,0.0,,0.0112414295,-12.489530375469531,,,,
,0.0,-22.806483390479894,,0.33528858500768455,-0.003662993,1160000,-22.806483390479894,-43.39754949457511,0.00031614536,,,100,0.0,4.170623358577676,-29.787115841169403,,,0.0,,-0.0033468476,57,,-12.530132062418952,-43.39754949457511,0.0,,,57,100,,4.170623358577676,5.2480083,,-29.787115841169403,,0.0,,0.0157373,-12.530132062418952,,,,
,0.0,-20.37670413139572,,0.3724628289460642,0.0011814155,1180000,-20.37670413139572,-47.24652060759631,0.001124904,,,100,0.0,5.171279150108645,-29.373405565319263,,,0.0,,0.0023063195,58,,-12.269223143898689,-47.24652060759631,0.0,,,58,100,,5.171279150108645,5.2356997,,-29.373405565319263,,0.0,,0.012262715,-12.269223143898689,,,,
,0.0,-21.269109373167645,,0.3393253275071777,-0.0041159564,1200000,-21.269109373167645,-40.54984493829579,0.0016617093,,,100,0.0,3.4111339131060214,-28.401454774031663,,,0.0,,-0.002454247,59,,-12.168481046550461,-40.54984493829579,0.0,,,59,100,,3.4111339131060214,5.228532,,-28.401454774031663,,0.0,,0.0053534624,-12.168481046550461,,,,
-28.155512503732457,0.0,-18.954749890278116,6,0.36578375711294997,-0.0022689775,1220000,-18.954749890278116,-40.36473676668083,4.282687e-05,-23.850727756966798,0.0,100,0.0,3.4440492088662094,-27.605051592792826,-28.15551250373244,-28.15551250373244,0.0,2.385360927095061,-0.0022261506,60,0.0,-11.983143318944293,-40.36473676668083,0.0,-31.41681742541681,2.385360927095061,60,100,-28.155512503732457,3.4440492088662094,5.2224607,10,-27.605051592792826,6,0.0,-23.850727756966798,0.009570749,-11.983143318944293,0.0,-31.41681742541681,10,0.0
,0.0,-20.431899010893478,,0.3753939580405149,0.0027533416,1240000,-20.431899010893478,-55.51179967020742,-0.00014600065,,,100,0.0,5.592242393304214,-28.949216052633286,,,0.0,,0.002607341,61,,-12.036160092819348,-55.51179967020742,0.0,,,61,100,,5.592242393304214,5.2070155,,-28.949216052633286,,0.0,,0.009404318,-12.036160092819348,,,,
,0.0,-19.94667919903549,,0.40742224120516524,0.00092171784,1260000,-19.94667919903549,-37.567217602940126,-0.0032979425,,,100,0.0,3.4017822897448022,-27.340150891605244,,,0.0,,-0.0023762246,62,,-11.835155109561013,-37.567217602940126,0.0,,,62,100,,3.4017822897448022,5.1878843,,-27.340150891605244,,0.0,,0.005135511,-11.835155109561013,,,,
,0.0,-21.46458007956984,,0.2951606320865491,0.0035228417,1280000,-21.46458007956984,-42.699129473663156,-0.003993713,,,100,0.0,4.145735838916713,-27.28151907462714,,,0.0,,-0.00047087096,63,,-11.70358420780245,-42.699129473663156,0.0,,,63,100,,4.145735838916713,5.1639023,,-27.28151907462714,,0.0,,0.0032978023,-11.70358420780245,,,,
,0.0,-20.4888642007386,,0.29306995514462153,0.0028397979,1300000,-20.4888642007386,-34.62418222770997,-0.006434274,,,100,0.0,3.0995618047465867,-26.73753924815078,,,0.0,,-0.0035944763,64,,-11.767442076979119,-34.62418222770997,0.0,,,64,100,,3.0995618047465867,5.133545,,-26.73753924815078,,0.0,,0.00903224,-11.767442076979119,,,,
,0.0,-20.074969002182556,,0.3520432312511539,0.0005366669,1320000,-20.074969002182556,-45.52036922347956,-0.0031309922,,,100,0.0,5.61444272979344,-28.377252309060413,,,0.0,,-0.0025943252,65,,-12.00153281043118,-45.52036922347956,0.0,,,65,100,,5.61444272979344,5.1045656,,-28.377252309060413,,0.0,,0.010809169,-12.00153281043118,,,,
,0.0,-19.89117507992947,,0.3845732774035302,-0.003424032,1340000,-19.89117507992947,-39.52262631569848,0.0022446725,,,100,0.0,3.6449673044004953,-26.279808524763403,,,0.0,,-0.0011793594,66,,-11.542248089069865,-39.52262631569848,0.0,,,66,100,,3.6449673044004953,5.0907545,,-26.279808524763403,,0.0,,0.007405231,-11.542248089069865,,,,
,0.0,-16.849954014321533,,0.25143631631014773,-0.00013010636,1360000,-16.849954014321533,-36.609677482935446,-0.0006131149,,,100,0.0,3.479918351589929,-25.66711335241752,,,0.0,,-0.00074322126,67,,-11.340701080037501,-36.609677482935446,0.0,,,67,100,,3.479918351589929,5.080056,,-25.66711335241752,,0.0,,0.003547359,-11.340701080037501,,,,
,0.0,-19.03802452350067,,0.32891836628975835,-0.0013861223,1380000,-19.03802452350067,-35.31386772326275,-4.772097e-05,,,100,0.0,2.648199682736303,-25.430897229573414,,,0.0,,-0.0014338433,68,,-11.410293169914423,-35.31386772326275,0.0,,,68,100,,2.648199682736303,5.069207,,-25.430897229573414,,0.0,,0.0053870794,-11.410293169914423,,,,
,0.0,-19.947885486029858,,0.4327919429457676,0.0013285625,1400000,-19.947885486029858,-38.346180139587524,-0.00123376,,,100,0.0,3.0438611471165338,-24.601365996423727,,,0.0,,9.4802475e-05,69,,-10.967408691611249,-38.346180139587524,0.0,,,69,100,,3.0438611471165338,5.0560427,,-24.601365996423727,,0.0,,0.007153621,-10.967408691611249,,,,
-23.414075659333676,0.0,-18.01987340862601,7,0.35475263364467846,0.0021852301,1420000,-18.01987340862601,-33.09151205304438,-0.0005007166,-19.9280021891986,0.0,100,0.0,3.210260716518253,-24.279817088566798,-23.41407565933368,-23.41407565933368,0.0,1.633877413964551,0.0016845135,70,0.0,-10.755513107527578,-33.09151205304438,0.0,-25.762451724065926,1.633877413964551,70,100,-23.414075659333676,3.210260716518253,5.0408506,10,-24.279817088566798,7,0.0,-19.9280021891986,0.0029830502,-10.755513107527578,0.0,-25.762451724065926,10,0.0
,0.0,-16.88734434406731,,0.3212995429506418,0.008276696,1440000,-16.88734434406731,-30.83660046035146,-0.00596394,,,100,0.0,2.8216201366802607,-22.98161716856715,,,0.0,,0.0023127564,71,,-10.343394002587658,-30.83660046035146,0.0,,,71,100,,2.8216201366802607,5.017249,,-22.98161716856715,,0.0,,0.008309229,-10.343394002587658,,,,
,0.0,-17.979037107375607,,0.41623587560455144,0.009722478,1460000,-17.979037107375607,-31.19991612559784,-0.010318459,,,100,0.0,2.5497277761700414,-22.74720005956163,,,0.0,,-0.00059598143,72,,-10.196802370493547,-31.19991612559784,0.0,,,72,100,,2.5497277761700414,4.9919353,,-22.74720005956163,,0.0,,0.013462581,-10.196802370493547,,,,
,0.0,-18.564423426497957,,0.33044970225465287,0.0070901,1480000,-18.564423426497957,-40.826380599097575,-0.004229551,,,100,0.0,3.4661570274040248,-23.72822499415872,,,0.0,,0.0028605487,73,,-10.660742960905514,-40.826380599097575,0.0,,,73,100,,3.4661570274040248,4.971009,,-23.72822499415872,,0.0,,0.0075363847,-10.660742960905514,,,,
,0.0,-18.75005524082308,,0.3221813339702265,-0.0013593438,1500000,-18.75005524082308,-32.72205769009866,-0.0014835075,,,100,0.0,2.4710009607307546,-23.02800264102051,,,0.0,,-0.0028428512,74,,-10.296599546684002,-32.72205769009866,0.0,,,74,100,,2.4710009607307546,4.956321,,-23.02800264102051,,0.0,,0.0067080245,-10.296599546684002,,,,
,0.0,-17.78954224914959,,0.27393404194034965,0.0052441405,1520000,-17.78954224914959,-30.290394971254365,-0.002870939,,,100,0.0,2.4056973592760977,-22.09215157868881,,,0.0,,0.0023732015,75,,-9.975898246637236,-30.290394971254365,0.0,,,75,100,,2.4056973592760977,4.9406734,,-22.09215157868881,,0.0,,0.0064893095,-9.975898246637236,,,,
,0.0,-18.49759291040997,,0.3242544696720673,0.004902733,1540000,-18.49759291040997,-32.48345609036465,-0.0057684453,,,100,0.0,2.8999237263601456,-22.265827624674525,,,0.0,,-0.00086571235,76,,-10.064699436741252,-32.48345609036465,0.0,,,76,100,,2.8999237263601456,4.9228144,,-22.265827624674525,,0.0,,0.015333649,-10.064699436741252,,,,
,0.0,-17.756609708133745,,0.31227180302074264,0.0045245574,1560000,-17.756609708133745,-27.807798431210806,-0.0043416903,,,100,0.0,2.0944493753474243,-21.550544173689737,,,0.0,,0.00018286686,77,,-9.774595005405544,-27.807798431210806,0.0,,,77,100,,2.0944493753474243,4.903947,,-21.550544173689737,,0.0,,0.015674487,-9.774595005405544,,,,
,0.0,-17.322323396896326,,0.3285065659179016,0.004187299,1580000,-17.322323396896326,-29.499984569048287,-0.0036084068,,,100,0.0,2.4015458181909293,-21.742061915924147,,,0.0,,0.0005788921,78,,-9.700115237474094,-29.499984569048287,0.0,,,78,100,,2.4015458181909293,4.8819647,,-21.742061915924147,,0.0,,0.004063543,-9.700115237474094,,,,
,0.0,-17.373536214379058,,0.31294826986163893,0.0049620513,1600000,-17.373536214379058,-28.14526419160916,-0.0038540792,,,100,0.0,2.380220895928779,-21.069311696851514,,,0.0,,0.001107972,79,,-9.519776524165112,-28.14526419160916,0.0,,,79,100,,2.380220895928779,4.8597765,,-21.069311696851514,,0.0,,0.0054069515,-9.519776524165112,,,,
-20.445752654571667,0.0,-16.76019506555985,8,0.2838171554850323,0.005397133,1620000,-16.76019506555985,-32.752341628546866,-0.006288364,-17.987344961614887,0.0,100,0.0,2.179431934043774,-20.609150071663034,-20.44575265457167,-20.44575265457167,0.0,1.7999975758331754,-0.0008912312,80,0.0,-9.48935816431877,-32.752341628546866,0.0,-22.96345085995826,1.7999975758331754,80,100,-20.445752654571667,2.179431934043774,4.8369675,10,-20.609150071663034,8,0.0,-17.987344961614887,0.0032937492,-9.48935816431877,0.0,-22.96345085995826,10,0.0
,0.0,-16.997077760466784,,0.2406361617021271,0.004503154,1640000,-16.997077760466784,-26.083962949401542,-0.0048974724,,,100,0.0,1.5757439028030897,-19.87075187680349,,,0.0,,-0.0003943182,81,,-9.126974448975178,-26.083962949401542,0.0,,,81,100,,1.5757439028030897,4.814697,,-19.87075187680349,,0.0,,0.0069941687,-9.126974448975178,,,,
,0.0,-16.76591156064022,,0.24355162123385543,0.005934643,1660000,-16.76591156064022,-23.97076326624707,-0.006097647,,,100,0.0,1.4406881245337402,-19.99261469437769,,,0.0,,-0.00016300392,82,,-9.275965503307956,-23.97076326624707,0.0,,,82,100,,1.4406881245337402,4.7933545,,-19.99261469437769,,0.0,,0.00678018,-9.275965503307956,,,,
,0.0,-16.863945353606457,,0.2849206921578855,0.0055175023,1680000,-16.863945353606457,-24.13344645471467,-0.0063098148,,,100,0.0,1.6534204991979977,-20.037404438802117,,,0.0,,-0.00079231244,83,,-9.305188970647352,-24.13344645471467,0.0,,,83,100,,1.6534204991979977,4.771029,,-20.037404438802117,,0.0,,0.0072826333,-9.305188970647352,,,,
,0.0,-16.88024083981573,,0.2771186784266647,0.010172662,1700000,-16.88024083981573,-26.23368054653999,-0.007187172,,,100,0.0,1.6971620108440761,-19.832929380015003,,,0.0,,0.0029854905,84,,-9.133975594800255,-26.23368054653999,0.0,,,84,100,,1.6971620108440761,4.7493734,,-19.832929380015003,,0.0,,0.010134337,-9.133975594800255,,,,
,0.0,-16.209654614780106,,0.23854455500067573,0.008298204,1720000,-16.209654614780106,-24.1904706063905,-0.008711248,,,100,0.0,1.4817649456890196,-19.64678731807226,,,0.0,,-0.00041304377,85,,-9.059860778972235,-24.1904706063905,0.0,,,85,100,,1.4817649456890196,4.726903,,-19.64678731807226,,0.0,,0.009628707,-9.059860778972235,,,,
,0.0,-16.69465067039141,,0.35640688610075,0.009537473,1740000,-16.69465067039141,-28.727003106918033,-0.008259423,,,100,0.0,2.148994981137045,-20.375929791291284,,,0.0,,0.0012780502,86,,-9.374118735926068,-28.727003106918033,0.0,,,86,100,,2.148994981137045,4.7069635,,-20.375929791291284,,0.0,,0.02035191,-9.374118735926068,,,,
,0.0,-16.047193342814754,,0.29350507265064907,0.004495434,1760000,-16.047193342814754,-25.773378816482783,-0.004481035,,,100,0.0,1.8585708196820858,-20.110791459379154,,,0.0,,1.4398956e-05,87,,-9.214151738376742,-25.773378816482783,0.0,,,87,100,,1.8585708196820858,4.688264,,-20.110791459379154,,0.0,,0.0052093877,-9.214151738376742,,,,
,0.0,-16.38747244686839,,0.23755768680567146,0.00358002,1780000,-16.38747244686839,-26.537635692450948,-0.004089755,,,100,0.0,1.8569970932333906,-19.738783593342124,,,0.0,,-0.0005097351,88,,-9.055644343087602,-26.537635692450948,0.0,,,88,100,,1.8569970932333906,4.6690073,,-19.738783593342124,,0.0,,0.0068647917,-9.055644343087602,,,,
,0.0,-15.780861318489352,,0.25131616477290986,0.006962807,1800000,-15.780861318489352,-25.65224035654719,-0.00594258,,,100,0.0,1.6565195413611022,-19.163361123561966,,,0.0,,0.0010202271,89,,-8.871907169905619,-25.65224035654719,0.0,,,89,100,,1.6565195413611022,4.648406,,-19.163361123561966,,0.0,,0.013650191,-8.871907169905619,,,,
-19.027169322877462,0.0,-16.412957396166917,9,0.4544080921669944,0.0031442943,1820000,-16.412957396166917,-23.694986643022617,-0.0038028122,-16.482899033977404,0.0,100,0.0,1.630032065599267,-19.637099994253074,-19.02716932287747,-19.02716932287747,0.0,1.5165812270635082,-0.0006585178,90,0.0,-9.078206116833933,-23.694986643022617,0.0,-21.152642696001813,1.5165812270635082,90,100,-19.027169322877462,1.630032065599267,4.6309385,10,-19.637099994253074,9,0.0,-16.482899033977404,0.0066489526,-9.078206116833933,0.0,-21.152642696001813,10,0.0
,0.0,-16.38159339666311,,0.42785139076637513,0.0031900948,1840000,-16.38159339666311,-24.32978878773158,-0.0039971634,,,100,0.0,1.59485573039588,-19.229540503706307,,,0.0,,-0.00080706866,91,,-8.90341102022805,-24.32978878773158,0.0,,,91,100,,1.59485573039588,4.613759,,-19.229540503706307,,0.0,,0.005938817,-8.90341102022805,,,,
,0.0,-15.986624645101658,,0.27106230872176407,0.0055730436,1860000,-15.986624645101658,-23.4553193714808,-0.0059849643,,,100,0.0,1.213416513188587,-18.774527376960624,,,0.0,,-0.00041192092,92,,-8.746664521432022,-23.4553193714808,0.0,,,92,100,,1.213416513188587,4.5969553,,-18.774527376960624,,0.0,,0.0075374977,-8.746664521432022,,,,
,0.0,-16.895134609210107,,0.3575823838711727,0.002154971,1880000,-16.895134609210107,-22.126561191046395,-0.0028993615,,,100,0.0,1.194849503083978,-18.927063013079547,,,0.0,,-0.0007443905,93,,-8.856303060071566,-22.126561191046395,0.0,,,93,100,,1.194849503083978,4.583412,,-18.927063013079547,,0.0,,0.009112798,-8.856303060071566,,,,
,0.0,-15.947792954744813,,0.2198852015506939,0.0037247771,1900000,-15.947792954744813,-22.831456391677154,-0.005864826,,,100,0.0,1.2664515913625485,-18.608165514491127,,,0.0,,-0.002140049,94,,-8.655400619329836,-22.831456391677154,0.0,,,94,100,,1.2664515913625485,4.565604,,-18.608165514491127,,0.0,,0.017233087,-8.655400619329836,,,,
,0.0,-16.16143607676908,,0.3636279326025528,0.004511055,1920000,-16.16143607676908,-23.00532940883912,-0.0042575104,,,100,0.0,1.4504372126596161,-19.029494082798422,,,0.0,,0.0002535445,95,,-8.858100285401125,-23.00532940883912,0.0,,,95,100,,1.4504372126596161,4.5471997,,-19.029494082798422,,0.0,,0.0029524418,-8.858100285401125,,,,
,0.0,-15.612914749399456,,0.2499477175548851,0.0034856729,1940000,-15.612914749399456,-22.874496854178513,-0.004126205,,,100,0.0,1.1710895089688367,-18.279081510700824,,,0.0,,-0.0006405324,96,,-8.57267997084627,-22.874496854178513,0.0,,,96,100,,1.1710895089688367,4.529801,,-18.279081510700824,,0.0,,0.0035045499,-8.57267997084627,,,,
,0.0,-15.627819696054596,,0.26234580096976834,0.0069812736,1960000,-15.627819696054596,-22.070814404640622,-0.0060359035,,,100,0.0,1.1220819087661063,-18.292600291161705,,,0.0,,0.0009453701,97,,-8.562487823875337,-22.070814404640622,0.0,,,97,100,,1.1220819087661063,4.5084105,,-18.292600291161705,,0.0,,0.004481421,-8.562487823875337,,,,
,0.0,-15.734141033958286,,0.2308530318215185,0.0069852904,1980000,-15.734141033958286,-21.570374895437222,-0.0069700116,,,100,0.0,1.1879660906020204,-18.579344492537224,,,0.0,,1.5278722e-05,98,,-8.677587859433311,-21.570374895437222,0.0,,,98,100,,1.1879660906020204,4.4841495,,-18.579344492537224,,0.0,,0.011858449,-8.677587859433311,,,,
,0.0,-15.489183831580663,,0.21002981441795543,0.0063712085,2000000,-15.489183831580663,-20.788577298844768,-0.006387421,,,100,0.0,1.0674988146806723,-17.681319881912025,,,0.0,,-1.6212272e-05,99,,-8.276873250594655,-20.788577298844768,0.0,,,99,100,,1.0674988146806723,4.463134,,-17.681319881912025,,0.0,,0.0052800323,-8.276873250594655,,,,
