MetaTest/plate-slide-v1/AverageDiscountedReturn,plate-slide-v1/StdReturn,MetaTest/Average/Iteration,policy/LossAfter,Average/NumEpisodes,Average/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,LinearFeatureBaseline/ExplainedVariance,MetaTest/plate-slide-v1/AverageReturn,plate-slide-v1/TerminationRate,plate-slide-v1/AverageDiscountedReturn,Average/MinReturn,MetaTest/Average/MinReturn,plate-slide-v1/MaxReturn,MetaTest/plate-slide-v1/SuccessRate,Average/MaxReturn,plate-slide-v1/MinReturn,MetaTest/Average/TerminationRate,Average/SuccessRate,policy/KLBefore,TotalEnvSteps,Average/Iteration,policy/KL,plate-slide-v1/NumEpisodes,policy/Entropy,policy/dLoss,Average/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/plate-slide-v1/NumEpisodes,Average/TerminationRate,policy/LossBefore,Average/AverageReturn,MetaTest/Average/SuccessRate,MetaTest/plate-slide-v1/StdReturn,MetaTest/plate-slide-v1/Iteration,MetaTest/Average/MaxReturn,MetaTest/Average/StdReturn,MetaTest/plate-slide-v1/MaxReturn,plate-slide-v1/Iteration,MetaTest/plate-slide-v1/TerminationRate,MetaTest/Average/AverageReturn,plate-slide-v1/AverageReturn,MetaTest/plate-slide-v1/MinReturn,plate-slide-v1/SuccessRate
,19667.896288684296,,-3.6324,100,7458.32012981573,,0.2512501036890391,,0.0,7458.32012981573,-81.1556409950934,,84716.74176926885,,84716.74176926885,-81.1556409950934,,0.01,0.0,980000,48,0.006045643,100,4.767487,16.441412,19667.896288684296,,,0.0,12.809012,20877.712910922608,,,,,,,48,,,20877.712910922608,,0.01
,26256.091797226272,,-5.968225,100,10157.700977234712,,0.28040187668104577,,0.0,10157.700977234712,-13.69935181225302,,118001.4664204572,,118001.4664204572,-13.69935181225302,,0.01,0.0,1000000,49,0.005494532,100,4.736416,24.477776,26256.091797226272,,,0.0,18.50955,28735.71703889233,,,,,,,49,,,28735.71703889233,,0.01
23214.97126968247,22876.45797149273,5,-33.952194,100,10306.016040048635,10,0.34164431267137285,23214.971269682468,0.0,10306.016040048635,-61.6507416183275,3499.307869327491,85643.02412138112,0.1,85643.02412138112,-61.6507416183275,0.0,0.01,0.0,1020000,50,0.0049646203,100,4.7277794,18.16226,22876.45797149273,23214.97126968247,10,0.0,-15.789934,28136.256777898394,0.1,17433.695484819586,5,53877.974453247065,17433.695484819586,53877.974453247065,50,0.0,23214.971269682468,28136.256777898394,3499.307869327491,0.01
,16951.03039899259,,-6.942025,100,7386.227252274748,,0.28244984445299404,,0.0,7386.227252274748,-21.42798101297523,,66752.7247899805,,66752.7247899805,-21.42798101297523,,0.0,0.0,1040000,51,0.0081386985,100,4.715346,11.517063,16951.03039899259,,,0.0,4.5750375,22169.441265518733,,,,,,,51,,,22169.441265518733,,0.0
,23194.379761467466,,-15.15706,100,11044.089612651833,,0.2710411639279481,,0.0,11044.089612651833,-77.26704995690066,,97327.43846903484,,97327.43846903484,-77.26704995690066,,0.01,0.0,1060000,52,0.0055371206,100,4.7086153,18.43171,23194.379761467466,,,0.0,3.27465,30617.484129158845,,,,,,,52,,,30617.484129158845,,0.01
,17814.635377460865,,-9.754638,100,10086.061903488542,,0.31281654872461484,,0.0,10086.061903488542,761.5669307135056,,78442.88794519736,,78442.88794519736,761.5669307135056,,0.02,0.0,1080000,53,0.0047001364,100,4.708998,12.414113,17814.635377460865,,,0.0,2.659475,26527.929840020683,,,,,,,53,,,26527.929840020683,,0.02
,19023.178881102704,,-8.3879,100,8908.248744764323,,0.281864355307052,,0.0,8908.248744764323,-46.4996578192006,,75639.66953217125,,75639.66953217125,-46.4996578192006,,0.03,0.0,1100000,54,0.004983687,100,4.6925817,15.581088,19023.178881102704,,,0.0,7.1931877,24860.82363390158,,,,,,,54,,,24860.82363390158,,0.03
,23252.192170405706,,-27.748459,100,10476.98658710602,,0.29080266771347263,,0.0,10476.98658710602,-26.065465232351343,,91847.52369505378,,91847.52369505378,-26.065465232351343,,0.05,0.0,1120000,55,0.0059444048,100,4.6770835,19.970547,23252.192170405706,,,0.0,-7.7779126,29332.371221213623,,,,,,,55,,,29332.371221213623,,0.05
,21780.548487369506,,-1.7549688,100,12127.835680850309,,0.34520500973315793,,0.0,12127.835680850309,-10.358983157998129,,91050.51169800753,,91050.51169800753,-10.358983157998129,,0.03,0.0,1140000,56,0.00560502,100,4.68447,18.211132,21780.548487369506,,,0.0,16.456163,33634.22495797476,,,,,,,56,,,33634.22495797476,,0.03
,22929.670652233483,,1.920125,100,9985.52560472795,,0.3528386428421434,,0.0,9985.52560472795,-61.58917373195324,,85272.54091203907,,85272.54091203907,-61.58917373195324,,0.04,0.0,1160000,57,0.004603438,100,4.6738596,20.453411,22929.670652233483,,,0.0,22.373537,28430.543547915804,,,,,,,57,,,28430.543547915804,,0.04
,22845.40753831787,,-9.439412,100,10844.221875358871,,0.3145151653226004,,0.0,10844.221875358871,-32.7598620525676,,92054.68538393099,,92054.68538393099,-32.7598620525676,,0.0,0.0,1180000,58,0.007783351,100,4.6725397,17.581112,22845.40753831787,,,0.0,8.1417,32629.035056140758,,,,,,,58,,,32629.035056140758,,0.0
,18588.480705421654,,-4.876756,100,8692.483809501518,,0.31753961680019727,,0.0,8692.483809501518,-61.03124781897072,,75913.84272581336,,75913.84272581336,-61.03124781897072,,0.02,0.0,1200000,59,0.00708067,100,4.6708565,12.676588,18588.480705421654,,,0.0,7.7998314,24148.020135745523,,,,,,,59,,,24148.020135745523,,0.02
22540.473695199693,20887.469655691788,6,-8.67605,100,8953.460668131544,10,0.23326503288292488,22540.473695199693,0.0,8953.460668131544,-72.9864349184979,-12.669255950836758,85963.18400262155,0.0,85963.18400262155,-72.9864349184979,0.0,0.03,0.0,1220000,60,0.007187988,100,4.663877,19.924026,20887.469655691788,22540.473695199693,10,0.0,11.247975,25342.495890687132,0.0,17381.657194976786,6,44963.54927885662,17381.657194976786,44963.54927885662,60,0.0,22540.473695199693,25342.495890687132,-12.669255950836758,0.03
,23638.576602483525,,-5.9599814,100,10223.822668670533,,0.2863303240615094,,0.0,10223.822668670533,875.95332788841,,96836.82659443055,,96836.82659443055,875.95332788841,,0.02,0.0,1240000,61,0.0068572196,100,4.6604843,22.035656,23638.576602483525,,,0.0,16.075674,29687.680167807237,,,,,,,61,,,29687.680167807237,,0.02
,25091.539418479744,,6.9624686,100,11537.917084288503,,0.3075150081544652,,0.0,11537.917084288503,-25.320058348349466,,91960.50159998922,,91960.50159998922,-25.320058348349466,,0.01,0.0,1260000,62,0.005399755,100,4.647323,18.073187,25091.539418479744,,,0.0,25.035656,30534.985562965085,,,,,,,62,,,30534.985562965085,,0.01
,24079.892777085457,,11.435393,100,11092.334843806695,,0.2890784584339875,,0.0,11092.334843806695,-13.699353495396164,,91392.2534018213,,91392.2534018213,-13.699353495396164,,0.0,0.0,1280000,63,0.0049390113,100,4.6348195,16.420925,24079.892777085457,,,0.0,27.85632,31485.88264468544,,,,,,,63,,,31485.88264468544,,0.0
,18031.0074742839,,2.9409313,100,9088.54927608569,,0.26212589648032814,,0.0,9088.54927608569,-16.55679147076179,,62851.98549729523,,62851.98549729523,-16.55679147076179,,0.01,0.0,1300000,64,0.0060152807,100,4.632599,12.592568,18031.0074742839,,,0.0,15.5335,26046.539928843817,,,,,,,64,,,26046.539928843817,,0.01
,25150.144207255293,,-3.4058406,100,14221.709539216052,,0.35213468530424863,,0.0,14221.709539216052,-65.38975180087036,,96577.43975323775,,96577.43975323775,-65.38975180087036,,0.01,0.0,1320000,65,0.006295856,100,4.627385,24.301422,25150.144207255293,,,0.0,20.895582,38820.06534659795,,,,,,,65,,,38820.06534659795,,0.01
,23674.25907516023,,-2.7543626,100,8999.261877012454,,0.33215921916579016,,0.0,8999.261877012454,-60.66259882562299,,93075.2061443748,,93075.2061443748,-60.66259882562299,,0.03,0.0,1340000,66,0.006064416,100,4.630821,20.5975,23674.25907516023,,,0.0,17.843138,24942.47319807111,,,,,,,66,,,24942.47319807111,,0.03
,27807.295127037127,,-3.7115562,100,12650.963079850388,,0.34766932871491596,,0.0,12650.963079850388,-62.92871009096809,,95782.75330401755,,95782.75330401755,-62.92871009096809,,0.03,0.0,1360000,67,0.007822139,100,4.6200867,11.964544,27807.295127037127,,,0.0,8.252988,36232.799492751925,,,,,,,67,,,36232.799492751925,,0.03
,21388.44600492661,,-14.047413,100,10995.340920939558,,0.3686046270747142,,0.0,10995.340920939558,-13.196328115960444,,82255.64808331977,,82255.64808331977,-13.196328115960444,,0.0,0.0,1380000,68,0.0057349284,100,4.6069803,11.957525,21388.44600492661,,,0.0,-2.0898876,29225.869872273197,,,,,,,68,,,29225.869872273197,,0.0
,22728.922026135428,,-1.0268687,100,10860.926572520051,,0.27657758795579723,,0.0,10860.926572520051,1030.8248239795432,,103439.26507646785,,103439.26507646785,1030.8248239795432,,0.02,0.0,1400000,69,0.0059355055,100,4.5969925,14.723094,22728.922026135428,,,0.0,13.696225,31754.614775807182,,,,,,,69,,,31754.614775807182,,0.02
21386.63743921795,22631.489323289046,7,-1.5019125,100,13055.737204069705,10,0.27399236817139205,21386.637439217942,0.0,13055.737204069705,29.638344135520477,1493.6445774719878,90994.71920566911,0.0,90994.71920566911,29.638344135520477,0.0,0.0,0.0,1420000,70,0.0059099547,100,4.584442,16.828907,22631.489323289046,21386.63743921795,10,0.0,15.326994,35461.399727421805,0.0,16104.893859330125,7,48980.43931163066,16104.893859330125,48980.43931163066,70,0.0,21386.637439217942,35461.399727421805,1493.6445774719878,0.0
,23285.610727946892,,-24.696924,100,11015.237219170003,,0.3490018250449619,,0.0,11015.237219170003,662.1023251491984,,104753.36762390638,,104753.36762390638,662.1023251491984,,0.0,0.0,1440000,71,0.0052740523,100,4.565666,20.938187,23285.610727946892,,,0.0,-3.7587376,32128.815136294143,,,,,,,71,,,32128.815136294143,,0.0
,27233.433568439264,,4.1541,100,15060.187148189474,,0.45581721633192585,,0.0,15060.187148189474,796.5966300364962,,95081.48515329452,,95081.48515329452,796.5966300364962,,0.0,0.0,1460000,72,0.006230756,100,4.5601425,23.280449,27233.433568439264,,,0.0,27.43455,42178.04487027654,,,,,,,72,,,42178.04487027654,,0.0
,26088.70939341619,,7.6473937,100,11088.519697911188,,0.3234806891966031,,0.0,11088.519697911188,-42.579524526159716,,105334.11431252897,,105334.11431252897,-42.579524526159716,,0.0,0.0,1480000,73,0.006469568,100,4.566784,19.62918,26088.70939341619,,,0.0,27.276575,31234.791491764383,,,,,,,73,,,31234.791491764383,,0.0
,23079.000276449813,,-12.898719,100,9756.484741450726,,0.2928780910944615,,0.0,9756.484741450726,568.1881390756218,,94029.08720763696,,94029.08720763696,568.1881390756218,,0.02,0.0,1500000,74,0.0055172937,100,4.556972,21.226864,23079.000276449813,,,0.0,8.328144,26767.237237137197,,,,,,,74,,,26767.237237137197,,0.02
,26724.539624569705,,-1.176975,100,12649.148214911578,,0.38322066161602286,,0.0,12649.148214911578,1166.0801976574464,,109730.4901697793,,109730.4901697793,1166.0801976574464,,0.0,0.0,1520000,75,0.005929389,100,4.5447016,22.214563,26724.539624569705,,,0.0,21.037588,34806.96870849085,,,,,,,75,,,34806.96870849085,,0.0
,19966.299669139768,,-26.44805,100,10661.837708706142,,0.328101704860569,,0.0,10661.837708706142,11.940732588908826,,80718.00014161639,,80718.00014161639,11.940732588908826,,0.01,0.0,1540000,76,0.0049828268,100,4.5221944,18.408638,19966.299669139768,,,0.0,-8.0394125,28977.20629445099,,,,,,,76,,,28977.20629445099,,0.01
,28878.566517391057,,12.647963,100,14614.49756994608,,0.44212971413947244,,0.0,14614.49756994608,-16.676190772666125,,91988.36226494783,,91988.36226494783,-16.676190772666125,,0.03,0.0,1560000,77,0.005578086,100,4.507317,26.433462,28878.566517391057,,,0.0,39.081425,40032.425796418574,,,,,,,77,,,40032.425796418574,,0.03
,28150.68171977958,,-22.4945,100,12333.025058823303,,0.4491446342232974,,0.0,12333.025058823303,248.75901265373565,,87940.51208000354,,87940.51208000354,248.75901265373565,,0.01,0.0,1580000,78,0.0061968477,100,4.5008097,23.137112,28150.68171977958,,,0.0,0.6426125,35101.69798535329,,,,,,,78,,,35101.69798535329,,0.01
,25153.010014528772,,-9.771137,100,10080.730784964051,,0.3820034022391193,,0.0,10080.730784964051,134.91044903013392,,93710.07529116499,,93710.07529116499,134.91044903013392,,0.0,0.0,1600000,79,0.0058069816,100,4.495545,23.994274,25153.010014528772,,,0.0,14.223138,27331.10475645109,,,,,,,79,,,27331.10475645109,,0.0
37566.29992755378,27157.319349944235,8,-6.7836437,100,14667.055696029034,10,0.4269439628570113,37566.29992755379,0.0,14667.055696029034,-14.558486928111277,11255.735003111951,96999.35458233836,0.0,96999.35458233836,-14.558486928111277,0.0,0.01,0.0,1620000,80,0.005143707,100,4.4996676,18.208752,27157.319349944235,37566.29992755378,10,0.0,11.425109,39884.17328987361,0.0,25223.20567546996,8,91113.37423215731,25223.20567546996,91113.37423215731,80,0.0,37566.29992755379,39884.17328987361,11255.735003111951,0.01
,25650.409495552194,,4.5838375,100,11760.34525608691,,0.3844140627711028,,0.0,11760.34525608691,1576.9156982721543,,92331.71825556956,,92331.71825556956,1576.9156982721543,,0.01,0.0,1640000,81,0.0050579407,100,4.4864545,18.293526,25650.409495552194,,,0.0,22.877363,31896.61910189058,,,,,,,81,,,31896.61910189058,,0.01
,23767.787982082325,,5.0211,100,11197.032299261276,,0.3273809419191064,,0.0,11197.032299261276,1444.2792658626909,,84730.5401365689,,84730.5401365689,1444.2792658626909,,0.02,0.0,1660000,82,0.0076730447,100,4.469403,15.399938,23767.787982082325,,,0.0,20.421038,30602.918360529457,,,,,,,82,,,30602.918360529457,,0.02
,23475.653039069635,,-22.003975,100,11661.152935044809,,0.4405265526392975,,0.0,11661.152935044809,-13.351029030715623,,93804.83036695585,,93804.83036695585,-13.351029030715623,,0.01,0.0,1680000,83,0.004937534,100,4.4732623,17.016937,23475.653039069635,,,0.0,-4.9870377,30508.466659459,,,,,,,83,,,30508.466659459,,0.01
,27105.307160954857,,-17.863792,100,12704.203577523618,,0.3471013963462438,,0.0,12704.203577523618,1078.035555590553,,94827.63111448681,,94827.63111448681,1078.035555590553,,0.01,0.0,1700000,84,0.0041266405,100,4.4778943,21.421408,27105.307160954857,,,0.0,3.5576155,35556.890539088236,,,,,,,84,,,35556.890539088236,,0.01
,23409.008550773757,,-12.030946,100,11239.543763309892,,0.33449629368541267,,0.0,11239.543763309892,1513.8752263160256,,96112.15128775555,,96112.15128775555,1513.8752263160256,,0.0,0.0,1720000,85,0.0049697766,100,4.4881434,19.024496,23409.008550773757,,,0.0,6.99355,30511.558696395532,,,,,,,85,,,30511.558696395532,,0.0
,23108.198151797344,,-13.251486,100,9893.23542942808,,0.36293185334019995,,0.0,9893.23542942808,-32.90669178000556,,88878.77938756045,,88878.77938756045,-32.90669178000556,,0.0,0.0,1740000,86,0.0054870234,100,4.484688,18.740957,23108.198151797344,,,0.0,5.489472,25445.4264290853,,,,,,,86,,,25445.4264290853,,0.0
,26715.658727009755,,-13.416431,100,13819.637300099428,,0.4039311260349867,,0.0,13819.637300099428,1240.052294507722,,94992.11879668351,,94992.11879668351,1240.052294507722,,0.02,0.0,1760000,87,0.005814119,100,4.473454,21.474957,26715.658727009755,,,0.0,8.058525,38722.116459188655,,,,,,,87,,,38722.116459188655,,0.02
,27005.027279238166,,-11.0572405,100,12762.681081716446,,0.38103262692513884,,0.0,12762.681081716446,-15.078585643795659,,97055.71780367992,,97055.71780367992,-15.078585643795659,,0.01,0.0,1780000,88,0.0048605707,100,4.4738307,20.96336,27005.027279238166,,,0.0,9.906118,36163.82642233291,,,,,,,88,,,36163.82642233291,,0.01
,27745.48474440543,,-2.7054625,100,12491.527953902294,,0.42454828530643696,,0.0,12491.527953902294,62.667560984181684,,110336.07681363096,,110336.07681363096,62.667560984181684,,0.0,0.0,1800000,89,0.00641568,100,4.4692874,24.460014,27745.48474440543,,,0.0,21.75455,32775.05823622465,,,,,,,89,,,32775.05823622465,,0.0
33458.66008114348,26275.967360237566,9,-27.863413,100,12044.111281659805,10,0.4018645105462195,33458.66008114347,0.0,12044.111281659805,545.0256737711929,4845.930800753645,91732.23313085466,0.0,91732.23313085466,545.0256737711929,0.0,0.02,0.0,1820000,90,0.0051496034,100,4.4559627,24.734776,26275.967360237566,33458.66008114348,10,0.0,-3.1286376,32436.335267109418,0.0,21054.549891680785,9,70306.65577809572,21054.549891680785,70306.65577809572,90,0.0,33458.66008114347,32436.335267109418,4845.930800753645,0.02
,24182.160393530477,,-27.82705,100,10977.424986740933,,0.33778826972316456,,0.0,10977.424986740933,-24.0918361751535,,89878.68139060099,,89878.68139060099,-24.0918361751535,,0.01,0.0,1840000,91,0.0062313657,100,4.445057,17.208149,24182.160393530477,,,0.0,-10.6189,31555.25142872563,,,,,,,91,,,31555.25142872563,,0.01
,26245.72846768188,,-23.375826,100,12251.305114477458,,0.41563293573265025,,0.0,12251.305114477458,-36.41778212424701,,96160.17501972412,,96160.17501972412,-36.41778212424701,,0.01,0.0,1860000,92,0.0069155404,100,4.4204407,21.066938,26245.72846768188,,,0.0,-2.3088875,33598.11707050657,,,,,,,92,,,33598.11707050657,,0.01
,26343.12973750032,,10.387675,100,11091.0573920146,,0.3506216306101707,,0.0,11091.0573920146,-13.579041492174747,,93651.09761509982,,93651.09761509982,-13.579041492174747,,0.01,0.0,1880000,93,0.015622772,100,4.3974123,-1.2948627,26343.12973750032,,,0.0,9.092813,29566.206748118784,,,,,,,93,,,29566.206748118784,,0.01
,22909.263074310806,,-9.973753,100,11569.37576767868,,0.34281344374713907,,0.0,11569.37576767868,-15.444392397542904,,89094.74688927844,,89094.74688927844,-15.444392397542904,,0.02,0.0,1900000,94,0.0048952894,100,4.383366,19.072973,22909.263074310806,,,0.0,9.09922,31680.071678851764,,,,,,,94,,,31680.071678851764,,0.02
,21177.996238394942,,-16.1652,100,9211.244352760756,,0.26691640546757867,,0.0,9211.244352760756,-33.4184925644077,,89425.41747108189,,89425.41747108189,-33.4184925644077,,0.01,0.0,1920000,95,0.0053977803,100,4.3982077,19.537012,21177.996238394942,,,0.0,3.3718126,25888.324564432936,,,,,,,95,,,25888.324564432936,,0.01
,27337.508671858777,,-8.629625,100,11042.887701228336,,0.4460686716393679,,0.0,11042.887701228336,-22.491564213245066,,90821.0475234697,,90821.0475234697,-22.491564213245066,,0.0,0.0,1940000,96,0.0048343176,100,4.409866,26.388613,27337.508671858777,,,0.0,17.758987,30053.181770392388,,,,,,,96,,,30053.181770392388,,0.0
,25393.24977996704,,12.408832,100,15093.033025236127,,0.4027626621671354,,0.0,15093.033025236127,1696.56945533989,,101587.74108701393,,101587.74108701393,1696.56945533989,,0.02,0.0,1960000,97,0.0066004656,100,4.404617,18.738773,25393.24977996704,,,0.0,31.147606,42909.576162382786,,,,,,,97,,,42909.576162382786,,0.02
,22944.670889435565,,-14.045568,100,11294.50434084371,,0.3653698829004717,,0.0,11294.50434084371,-16.839236432812474,,81581.1157409279,,81581.1157409279,-16.839236432812474,,0.0,0.0,1980000,98,0.004217548,100,4.4003644,17.014494,22944.670889435565,,,0.0,2.968925,29477.530835801117,,,,,,,98,,,29477.530835801117,,0.0
,24363.13450267971,,-18.482525,100,12245.148665857037,,0.3780936348120364,,0.0,12245.148665857037,460.7044478408813,,84721.18293579954,,84721.18293579954,460.7044478408813,,0.0,0.0,2000000,99,0.0047384016,100,4.3938074,21.1784,24363.13450267971,,,0.0,2.695875,32841.211318060836,,,,,,,99,,,32841.211318060836,,0.0
