MetaTest/Average/MinReturn,MetaTest/door-unlock-v1/MaxReturn,MetaTest/door-unlock-v1/AverageReturn,MetaTest/Average/AverageReturn,MetaTrain/Average/AlphaLoss,TotalEnvSteps,MetaTest/Average/SuccessRate,MetaTest/Average/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTest/door-unlock-v1/NumTrajs,MetaTrain/Average/Alpha,MetaTest/door-unlock-v1/Iteration,MetaTrain/Average/QfLoss,MetaTrain/Average/PolicyLoss,MetaTest/door-unlock-v1/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/StdReturn,MetaTest/door-unlock-v1/TerminationRate,MetaTest/door-unlock-v1/SuccessRate,MetaTest/door-unlock-v1/StdReturn,MetaTest/door-unlock-v1/MinReturn,MetaTest/Average/TerminationRate
-48.71132709906787,58974.124765150395,6423.829349168173,6423.829349168173,-12.9731865,1376000,0.4,10,6423.8293491681725,10,nan,48,17897438.0,-54200.824,6423.8293491681725,58974.124765150395,48,254.68423,17547.004538212423,0.0,0.4,17547.004538212423,-48.71132709906787,0.0
-53.63182289774783,26431.379863735077,7594.07380364989,7594.07380364989,-12.819318,1400000,0.4,10,7594.073803649897,10,nan,49,18776720.0,-50991.113,7594.073803649897,26431.379863735077,49,357.3316,9028.036444406576,0.0,0.4,9028.036444406576,-53.63182289774783,0.0
-105.05550989174742,44504.481264963964,7663.600555298341,7663.600555298341,-12.61213,1424000,0.4,10,7663.600555298341,10,nan,50,17705754.0,-51337.062,7663.600555298341,44504.481264963964,50,308.58374,13217.60478462489,0.0,0.4,13217.60478462489,-105.05550989174742,0.0
-39.419714060352604,21535.133320376768,4045.9464682398284,4045.9464682398284,-13.166164,1448000,0.5,10,4045.9464682398275,10,nan,51,20358410.0,-57574.727,4045.9464682398275,21535.133320376768,51,327.75998,7030.011063389241,0.0,0.5,7030.011063389241,-39.419714060352604,0.0
-51.4871434628154,50190.70537535951,6265.432620690108,6265.432620690108,-13.256908,1472000,0.5,10,6265.432620690111,10,nan,52,22653180.0,-60310.61,6265.432620690111,50190.70537535951,52,362.29062,14822.036558122412,0.0,0.5,14822.036558122412,-51.4871434628154,0.0
-40.48680031886509,97866.65875257188,14000.98115873476,14000.98115873476,-13.966894,1496000,0.4,10,14000.981158734761,10,nan,53,22046426.0,-58411.953,14000.981158734761,97866.65875257188,53,347.94168,28407.14960245201,0.0,0.4,28407.14960245201,-40.48680031886509,0.0
-21.408029924128765,299170.2136904551,34088.292615195576,34088.292615195576,-13.764501,1520000,0.5,10,34088.29261519558,10,nan,54,24536426.0,-60172.484,34088.29261519558,299170.2136904551,54,277.31583,88526.75688053035,0.0,0.5,88526.75688053035,-21.408029924128765,0.0
-39.328098875638666,269521.8625078859,44412.95431238911,44412.95431238911,-13.59561,1544000,0.6,10,44412.95431238911,10,nan,55,25660852.0,-61455.273,44412.95431238911,269521.8625078859,55,283.17987,86046.1695997669,0.0,0.6,86046.1695997669,-39.328098875638666,0.0
-76.42357241787137,7296.237372727617,851.0533722688817,851.0533722688817,-12.995988,1568000,0.4,10,851.0533722688824,10,nan,56,24679338.0,-56252.504,851.0533722688824,7296.237372727617,56,420.89343,2194.1447895752817,0.0,0.4,2194.1447895752817,-76.42357241787137,0.0
-22.339932985003223,205949.16716117697,24809.251219002814,24809.251219002814,-13.0350895,1592000,0.4,10,24809.251219002803,10,nan,57,27861744.0,-58992.566,24809.251219002803,205949.16716117697,57,575.6156,60730.530882814426,0.0,0.4,60730.530882814426,-22.339932985003223,0.0
-40.205894528591294,9209.518559498136,1363.1039100209928,1363.1039100209928,-13.266229,1616000,0.3,10,1363.103910020993,10,nan,58,30259702.0,-56438.977,1363.103910020993,9209.518559498136,58,432.78363,2854.4465835105834,0.0,0.3,2854.4465835105834,-40.205894528591294,0.0
-59.64709341370445,101545.25714953519,10425.122330202072,10425.122330202072,-13.033574,1640000,0.3,10,10425.122330202063,10,nan,59,30497502.0,-55367.16,10425.122330202063,101545.25714953519,59,588.6776,30380.160075057876,0.0,0.3,30380.160075057876,-59.64709341370445,0.0
-128.86014720490158,139337.94629131915,33844.04765812597,33844.04765812597,-13.942021,1664000,0.5,10,33844.04765812597,10,nan,60,35268260.0,-61240.816,33844.04765812597,139337.94629131915,60,799.34845,47911.91054313386,0.0,0.5,47911.91054313386,-128.86014720490158,0.0
-94.52741053828142,251858.34287239617,52860.79282147763,52860.79282147763,-15.557446,1688000,0.5,10,52860.792821477655,10,nan,61,43045464.0,-71841.34,52860.792821477655,251858.34287239617,61,966.10114,95460.9443141878,0.0,0.5,95460.9443141878,-94.52741053828142,0.0
-85.33938661215211,232298.5806407787,28280.569299435447,28280.569299435447,-15.239569,1712000,0.7,10,28280.569299435436,10,nan,62,44317744.0,-73679.1,28280.569299435436,232298.5806407787,62,1002.37744,68532.09826259065,0.0,0.7,68532.09826259065,-85.33938661215211,0.0
-38.067328578876925,86428.10709732381,20622.175816783456,20622.175816783456,-14.789164,1736000,0.9,10,20622.175816783445,10,nan,63,48039070.0,-74057.34,20622.175816783445,86428.10709732381,63,770.36664,31358.534243907026,0.0,0.9,31358.534243907026,-38.067328578876925,0.0
-38.92699727132442,219779.07287494387,41732.098663691824,41732.098663691824,-14.068332,1760000,0.6,10,41732.098663691824,10,nan,64,47763150.0,-70781.74,41732.098663691824,219779.07287494387,64,1059.8402,66633.26611306155,0.0,0.6,66633.26611306155,-38.92699727132442,0.0
-84.13918055949135,253813.1898649618,52591.07275139461,52591.07275139461,-14.013685,1784000,0.7,10,52591.07275139461,10,nan,65,55228170.0,-75890.05,52591.07275139461,253813.1898649618,65,605.4096,97741.90134874555,0.0,0.7,97741.90134874555,-84.13918055949135,0.0
-65.09472580148996,232260.5469442805,66089.36879344578,66089.36879344578,-13.887237,1808000,0.8,10,66089.36879344577,10,nan,66,53103824.0,-72705.17,66089.36879344577,232260.5469442805,66,617.3976,92726.4218575358,0.0,0.8,92726.4218575358,-65.09472580148996,0.0
-39.560227800940105,283882.77883044386,83534.0958716854,83534.0958716854,-14.425736,1832000,0.8,10,83534.09587168541,10,nan,67,55881284.0,-75379.01,83534.09587168541,283882.77883044386,67,437.6343,109867.86283397644,0.0,0.8,109867.86283397644,-39.560227800940105,0.0
-30.523999239239654,197454.63888685586,39831.13163486501,39831.13163486501,-15.030073,1856000,0.9,10,39831.13163486503,10,nan,68,63194988.0,-84635.19,39831.13163486503,197454.63888685586,68,750.8647,75602.43339643303,0.0,0.9,75602.43339643303,-30.523999239239654,0.0
-27.83602678032294,478.5597505830015,79.7905229659589,79.7905229659589,-15.353275,1880000,0.9,10,79.79052296595896,10,nan,69,64268560.0,-89655.36,79.79052296595896,478.5597505830015,69,830.3257,158.92611775542278,0.0,0.9,158.92611775542278,-27.83602678032294,0.0
-36.59688289389748,67475.5724247717,7730.005688928541,7730.005688928541,-17.56023,1904000,0.7,10,7730.005688928541,10,nan,70,71380040.0,-80476.27,7730.005688928541,67475.5724247717,70,71563.25,19995.440212484245,0.0,0.7,19995.440212484245,-36.59688289389748,0.0
-44.855242203779845,280362.4834200781,46957.02218664643,46957.02218664643,-18.5547,1928000,0.7,10,46957.02218664645,10,nan,71,77643576.0,-94154.56,46957.02218664645,280362.4834200781,71,16458.58,91938.51905430989,0.0,0.7,91938.51905430989,-44.855242203779845,0.0
-20.583419795633688,203884.8163690762,35477.95449798547,35477.95449798547,-18.655851,1952000,0.8,10,35477.95449798547,10,nan,72,92143270.0,-118865.75,35477.95449798547,203884.8163690762,72,1612.8978,66668.15683875783,0.0,0.8,66668.15683875783,-20.583419795633688,0.0
-39.690162736124954,150545.88801009106,29550.21524629928,29550.21524629928,-19.223011,1976000,0.7,10,29550.215246299264,10,nan,73,103829380.0,-133969.69,29550.215246299264,150545.88801009106,73,786.6988,46523.04940106295,0.0,0.7,46523.04940106295,-39.690162736124954,0.0
-44.81060683491323,156569.12774743242,32432.496897823574,32432.496897823574,-18.618263,2000000,1.0,10,32432.496897823563,10,nan,74,101336696.0,-129761.016,32432.496897823563,156569.12774743242,74,770.4139,52849.300628033154,0.0,1.0,52849.300628033154,-44.81060683491323,0.0
-32.1082439871085,223734.8512743656,68435.70116410966,68435.70116410966,-18.368876,2024000,0.8,10,68435.70116410966,10,nan,75,98160610.0,-126031.51,68435.70116410966,223734.8512743656,75,2505.1782,85573.05486154462,0.0,0.8,85573.05486154462,-32.1082439871085,0.0
-31.148964847782057,7341.912190790578,2585.713564426688,2585.713564426688,-17.654703,2048000,0.7,10,2585.713564426688,10,nan,76,88987620.0,-121329.68,2585.713564426688,7341.912190790578,76,1878.052,3077.864952783041,0.0,0.7,3077.864952783041,-31.148964847782057,0.0
-30.194317893290563,246942.21621854158,67026.07916400179,67026.07916400179,-16.69774,2072000,0.9,10,67026.07916400179,10,nan,77,98471980.0,-129950.94,67026.07916400179,246942.21621854158,77,1040.4132,89621.23536634196,0.0,0.9,89621.23536634196,-30.194317893290563,0.0
-74.14123703054588,274098.789788445,60150.32024124007,60150.32024124007,-17.30147,2096000,0.7,10,60150.3202412401,10,nan,78,108130370.0,-134537.31,60150.3202412401,274098.789788445,78,1012.60504,91812.66698044339,0.0,0.7,91812.66698044339,-74.14123703054588,0.0
-27.98393000565385,230110.50805653704,59297.424950953995,59297.424950953995,-18.451853,2120000,1.0,10,59297.424950953995,10,nan,79,126735110.0,-150183.55,59297.424950953995,230110.50805653704,79,996.877,81430.64777434013,0.0,1.0,81430.64777434013,-27.98393000565385,0.0
-21.34256498856875,238700.97867514944,94168.52177544546,94168.52177544546,-19.01009,2144000,1.0,10,94168.52177544546,10,nan,80,149807460.0,-168024.55,94168.52177544546,238700.97867514944,80,761.41425,86672.56262272867,0.0,1.0,86672.56262272867,-21.34256498856875,0.0
-20.75037444588413,317747.1316791626,100605.26142461141,100605.26142461141,-19.947662,2168000,0.9,10,100605.26142461142,10,nan,81,171291970.0,-184892.67,100605.26142461142,317747.1316791626,81,772.063,110529.2751096197,0.0,0.9,110529.2751096197,-20.75037444588413,0.0
-28.39061586218351,141766.65099137352,23945.933145535208,23945.933145535208,-20.84728,2192000,0.6,10,23945.933145535215,10,nan,82,195234990.0,-204039.77,23945.933145535215,141766.65099137352,82,603.447,40755.626838552555,0.0,0.6,40755.626838552555,-28.39061586218351,0.0
-27.552594809826747,292181.90457957686,67394.89586688193,67394.89586688193,-20.213465,2216000,0.6,10,67394.89586688195,10,nan,83,207633710.0,-217725.34,67394.89586688195,292181.90457957686,83,706.5955,98739.55174662513,0.0,0.6,98739.55174662513,-27.552594809826747,0.0
-44.62455508975469,313142.3835634569,112638.69610410533,112638.69610410533,-19.454391,2240000,0.9,10,112638.69610410529,10,nan,84,221760030.0,-234768.61,112638.69610410529,313142.3835634569,84,329.88208,105166.27111740313,0.0,0.9,105166.27111740313,-44.62455508975469,0.0
-15.739071255840248,240254.17681471448,80503.51523682765,80503.51523682765,-19.699156,2264000,0.9,10,80503.51523682766,10,nan,85,236542430.0,-246902.97,80503.51523682766,240254.17681471448,85,341.66986,99825.91116622521,0.0,0.9,99825.91116622521,-15.739071255840248,0.0
-70.52049701037018,290798.6223108461,131312.92027165438,131312.92027165438,-19.63769,2288000,0.9,10,131312.92027165438,10,nan,86,239722240.0,-257249.61,131312.92027165438,290798.6223108461,86,340.82477,133019.31963180992,0.0,0.9,133019.31963180992,-70.52049701037018,0.0
-20.04798847819143,281789.2895825354,115373.54487543371,115373.54487543371,-19.987339,2312000,0.8,10,115373.54487543371,10,nan,87,238523090.0,-259613.47,115373.54487543371,281789.2895825354,87,449.49094,114328.17536556924,0.0,0.8,114328.17536556924,-20.04798847819143,0.0
404.59187685679774,270635.4604388345,88244.65386612111,88244.65386612111,-20.711224,2336000,1.0,10,88244.65386612104,10,nan,88,240967800.0,-265637.2,88244.65386612104,270635.4604388345,88,452.07294,115577.31502840217,0.0,1.0,115577.31502840217,404.59187685679774,0.0
-49.66108463542391,96965.77187797043,24498.054268993208,24498.054268993208,-20.57732,2360000,0.6,10,24498.054268993208,10,nan,89,251221920.0,-270566.8,24498.054268993208,96965.77187797043,89,1140.2206,28604.467449368432,0.0,0.6,28604.467449368432,-49.66108463542391,0.0
-21.396945807812596,228372.46520455187,40626.20658671962,40626.20658671962,-20.548992,2384000,0.8,10,40626.20658671959,10,nan,90,269306080.0,-280614.03,40626.20658671959,228372.46520455187,90,721.4243,79410.6916657466,0.0,0.8,79410.6916657466,-21.396945807812596,0.0
-22.052761301132776,265122.30037193623,84618.80545270623,84618.80545270623,-20.89045,2408000,0.7,10,84618.8054527062,10,nan,91,279297920.0,-295421.2,84618.8054527062,265122.30037193623,91,668.18994,102628.07012070194,0.0,0.7,102628.07012070194,-22.052761301132776,0.0
-28.574411642389286,214062.90252103683,25272.695326208173,25272.695326208173,-20.991028,2432000,0.6,10,25272.695326208177,10,nan,92,284604350.0,-303303.1,25272.695326208177,214062.90252103683,92,700.2464,63240.22079025674,0.0,0.6,63240.22079025674,-28.574411642389286,0.0
-25.549893737595387,297266.15112285066,102984.3595561532,102984.3595561532,-21.224443,2456000,0.8,10,102984.35955615321,10,nan,93,303958660.0,-316997.12,102984.35955615321,297266.15112285066,93,457.7323,123814.35801755864,0.0,0.8,123814.35801755864,-25.549893737595387,0.0
-45.117346022264606,164204.10759404724,44630.57487497569,44630.57487497569,-21.933874,2480000,0.7,10,44630.574874975675,10,nan,94,300692700.0,-314840.84,44630.574874975675,164204.10759404724,94,424.51868,57514.298039938796,0.0,0.7,57514.298039938796,-45.117346022264606,0.0
-59.43885638379469,298046.5983790974,105064.98109841454,105064.98109841454,-22.351347,2504000,0.7,10,105064.98109841456,10,nan,95,316539200.0,-316746.8,105064.98109841456,298046.5983790974,95,454.01837,121541.9653695844,0.0,0.7,121541.9653695844,-59.43885638379469,0.0
37833.508437067336,295020.7376374617,173530.59972018204,173530.59972018204,-22.797445,2528000,0.9,10,173530.59972018198,10,nan,96,344301950.0,-333321.53,173530.59972018198,295020.7376374617,96,456.97443,102577.03250400521,0.0,0.9,102577.03250400521,37833.508437067336,0.0
-16.725793557400618,295774.569418119,108439.88367776925,108439.88367776925,-23.320227,2552000,0.9,10,108439.88367776929,10,nan,97,359606370.0,-339546.1,108439.88367776929,295774.569418119,97,4545.362,119287.62309403972,0.0,0.9,119287.62309403972,-16.725793557400618,0.0
-17.976894087475543,272684.7899085495,143187.6830150289,143187.6830150289,-23.297445,2576000,0.7,10,143187.68301502895,10,nan,98,383887200.0,-356478.47,143187.68301502895,272684.7899085495,98,5646.1006,101328.85141840663,0.0,0.7,101328.85141840663,-17.976894087475543,0.0
-25.17345333963304,311269.03513602004,189424.90362948485,189424.90362948485,-23.572176,2600000,1.0,10,189424.90362948482,10,nan,99,403985760.0,-371482.88,189424.90362948482,311269.03513602004,99,5618.2104,92474.23493455189,0.0,1.0,92474.23493455189,-25.17345333963304,0.0
