MetaTest/handle-pull-side-v1/TerminationRate,MetaTest/handle-pull-side-v1/StdReturn,MetaTest/handle-pull-side-v1/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/handle-pull-side-v1/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/handle-pull-side-v1/MaxReturn,MetaTest/Average/SuccessRate,MetaTest/Average/TerminationRate,MetaTrain/Average/AlphaLoss,MetaTest/Average/AverageReturn,MetaTrain/Average/Alpha,MetaTest/handle-pull-side-v1/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTrain/Average/QfLoss,MetaTest/handle-pull-side-v1/NumTrajs,TotalEnvSteps,MetaTrain/Average/ContrastiveLoss,MetaTest/handle-pull-side-v1/MinReturn,MetaTest/handle-pull-side-v1/Iteration,MetaTest/Average/NumTrajs,MetaTrain/Average/PolicyLoss
0.0,13366.18484896039,23278.2709256282,0,13366.18484896039,23278.270925628196,0.0,44802.987220388204,44802.987220388204,0.0,0.0,-1.4093409,23278.2709256282,nan,23278.270925628196,5544.160990668188,299438.06,10,224000,19.841629,5544.160990668188,0,10,-911.84735
0.0,4.643264106188418,-46.280887345564274,1,4.643264106188418,-46.28088734556427,0.0,-40.494499378140524,-40.494499378140524,0.0,0.0,-8.503252,-46.280887345564274,nan,-46.28088734556427,-57.135860684217164,467348.78,10,248000,31.550838,-57.135860684217164,1,10,-9982.426
0.0,4.53969264212491,-60.87169725381331,2,4.53969264212491,-60.871697253813316,0.0,-53.51806339334903,-53.51806339334903,0.0,0.0,-13.601207,-60.87169725381331,nan,-60.871697253813316,-67.26440343092129,573825.56,10,272000,167.71848,-67.26440343092129,2,10,-27701.424
0.0,4.878257301231295,-43.4313153437441,3,4.878257301231295,-43.431315343744096,0.0,-35.802687163419705,-35.802687163419705,0.0,0.0,-14.166804,-43.4313153437441,nan,-43.431315343744096,-52.183019167312914,655347.75,10,296000,194.19818,-52.183019167312914,3,10,-42732.32
0.0,6.73589263419555,-34.68854025364179,4,6.73589263419555,-34.68854025364179,0.0,-24.144488160233582,-24.144488160233582,0.0,0.0,-12.737817,-34.68854025364179,nan,-34.68854025364179,-45.012042388107425,684826.3,10,320000,890.31915,-45.012042388107425,4,10,-40833.04
0.0,10435.257522736065,6388.003918394279,5,10435.257522736065,6388.003918394281,0.0,35045.75645609743,35045.75645609743,0.0,0.0,-13.651755,6388.003918394279,nan,6388.003918394281,-17.19727110712546,650746.75,10,344000,735.4393,-17.19727110712546,5,10,-37949.168
0.0,2692.1806337028243,40449.0895369674,6,2692.1806337028243,40449.0895369674,0.0,45665.50058531741,45665.50058531741,0.0,0.0,-15.861814,40449.0895369674,nan,40449.0895369674,36661.7825499426,1036818.1,10,368000,435.56674,36661.7825499426,6,10,-49942.07
0.0,1637.0819929436227,37820.68916770081,7,1637.0819929436227,37820.68916770081,0.0,40532.0919075805,40532.0919075805,0.0,0.0,-16.56177,37820.68916770081,nan,37820.68916770081,35534.904018875015,1613816.1,10,392000,307.82495,35534.904018875015,7,10,-63563.137
0.0,1259.9522039894807,44834.13252076342,8,1259.9522039894807,44834.13252076342,0.0,46057.21928115871,46057.21928115871,0.0,0.0,-15.883925,44834.13252076342,nan,44834.13252076342,41873.847692179435,2052815.2,10,416000,280.84094,41873.847692179435,8,10,-74009.34
0.0,1506.0689232355687,44775.1859648429,9,1506.0689232355687,44775.185964842894,0.0,46072.822009898795,46072.822009898795,0.0,0.0,-16.923414,44775.1859648429,nan,44775.185964842894,41153.79820676648,2625001.8,10,440000,387.90558,41153.79820676648,9,10,-78617.95
0.0,17361.75240687603,35357.84455415494,10,17361.75240687603,35357.84455415495,0.0,46052.8690228682,46052.8690228682,0.0,0.0,-17.59864,35357.84455415494,nan,35357.84455415495,1206.0342850731408,3114674.2,10,464000,951.8398,1206.0342850731408,10,10,-78018.4
0.0,18063.31763256658,36465.61995811573,11,18063.31763256658,36465.619958115705,0.0,46069.20351695792,46069.20351695792,0.0,0.0,-15.69015,36465.61995811573,nan,36465.619958115705,-12.64466138491805,3924670.5,10,488000,493.6905,-12.64466138491805,11,10,-89925.12
0.0,529.8205226560348,45117.23883691802,12,529.8205226560348,45117.23883691802,0.0,46058.31174779865,46058.31174779865,0.0,0.0,-15.577461,45117.23883691802,nan,45117.23883691802,44327.57899140011,4806523.0,10,512000,161.46371,44327.57899140011,12,10,-106218.56
0.0,13542.431638320322,40571.5105116711,13,13542.431638320322,40571.510511671106,0.0,46063.64250224535,46063.64250224535,0.0,0.0,-15.716741,40571.5105116711,nan,40571.510511671106,-12.856456297339065,5417538.5,10,536000,295.0586,-12.856456297339065,13,10,-110886.26
0.0,17644.200676201468,36091.248160946365,14,17644.200676201468,36091.24816094636,0.0,45826.31741449461,45826.31741449461,0.0,0.0,-16.016338,36091.248160946365,nan,36091.24816094636,231.36833758675485,5793058.5,10,560000,790.01086,231.36833758675485,14,10,-107179.12
0.0,13265.199661115155,40986.84953526979,15,13265.199661115155,40986.849535269794,0.0,45825.79527772624,45825.79527772624,0.0,0.0,-15.99708,40986.84953526979,nan,40986.849535269794,1205.721497521353,6180757.5,10,584000,715.29425,1205.721497521353,15,10,-108530.43
0.0,424.3541688222409,45548.24908065694,16,424.3541688222409,45548.24908065695,0.0,45829.77791585653,45829.77791585653,0.0,0.0,-16.60482,45548.24908065694,nan,45548.24908065695,44329.884333180366,7005518.0,10,608000,313.01785,44329.884333180366,16,10,-118634.46
0.0,9477.060817972064,42275.24538146927,17,9477.060817972064,42275.24538146928,0.0,45831.56493311552,45831.56493311552,0.0,0.0,-17.16467,42275.24538146927,nan,42275.24538146928,13854.608976600457,7298711.0,10,632000,501.8085,13854.608976600457,17,10,-123711.57
0.0,511.1175783662976,45616.66226820184,18,511.1175783662976,45616.66226820186,0.0,46075.76505052166,46075.76505052166,0.0,0.0,-17.428528,45616.66226820184,nan,45616.66226820186,44396.807371676725,7319594.0,10,656000,519.333,44396.807371676725,18,10,-120010.58
0.0,311.5583233339349,45477.169712499584,19,311.5583233339349,45477.169712499584,0.0,45830.9320907447,45830.9320907447,0.0,0.0,-17.285797,45477.169712499584,nan,45477.169712499584,45046.002697459386,6878792.5,10,680000,600.17566,45046.002697459386,19,10,-109841.6
0.0,13905.478672007992,38993.017808557204,20,13905.478672007992,38993.01780855719,0.0,45829.13828680526,45829.13828680526,0.0,0.0,-15.975698,38993.017808557204,nan,38993.01780855719,718.5052538449302,6862886.0,10,704000,421.44113,718.5052538449302,20,10,-112992.16
0.0,1998.532018794411,44657.279845942394,21,1998.532018794411,44657.27984594241,0.0,45749.731278698244,45749.731278698244,0.0,0.0,-16.70611,44657.279845942394,nan,44657.27984594241,38712.462374457325,7015739.5,10,728000,325.1804,38712.462374457325,21,10,-119322.93
0.0,547.4905503306317,45018.02236199698,22,547.4905503306317,45018.02236199698,0.0,45817.35398804205,45817.35398804205,0.0,0.0,-16.745687,45018.02236199698,nan,45018.02236199698,44113.00491757936,7087348.5,10,752000,252.18372,44113.00491757936,22,10,-121219.99
0.0,1912.555476175052,44527.1498724606,23,1912.555476175052,44527.1498724606,0.0,45848.735815686545,45848.735815686545,0.0,0.0,-15.941428,44527.1498724606,nan,44527.1498724606,39218.31313493519,7135053.5,10,776000,328.30414,39218.31313493519,23,10,-122804.43
0.0,646.1397482747639,45395.31678571422,24,646.1397482747639,45395.31678571422,0.0,46516.860427053274,46516.860427053274,0.0,0.0,-15.512679,45395.31678571422,nan,45395.31678571422,43877.12161672811,7290326.0,10,800000,254.89125,43877.12161672811,24,10,-126415.875
0.0,265.17775908598037,45494.09599254765,25,265.17775908598037,45494.095992547656,0.0,45908.51706524161,45908.51706524161,0.0,0.0,-15.34991,45494.09599254765,nan,45494.095992547656,45029.418359803014,7234025.0,10,824000,201.08284,45029.418359803014,25,10,-128119.71
0.0,5787.35773384288,42569.03029936033,26,5787.35773384288,42569.03029936034,0.0,45978.938390059324,45978.938390059324,0.0,0.0,-14.9797735,42569.03029936033,nan,42569.03029936034,25816.43015734154,7161789.5,10,848000,163.73105,25816.43015734154,26,10,-130621.35
0.0,10999.080447974948,40475.784424190555,27,10999.080447974948,40475.78442419057,0.0,45828.149794860656,45828.149794860656,0.0,0.0,-14.475357,40475.784424190555,nan,40475.78442419057,8515.395600411357,7205224.5,10,872000,196.71858,8515.395600411357,27,10,-131454.12
0.0,10636.746451376272,41868.93046853326,28,10636.746451376272,41868.93046853326,0.0,46044.272528009365,46044.272528009365,0.0,0.0,-14.64913,41868.93046853326,nan,41868.93046853326,9977.70235521531,7213341.0,10,896000,156.35109,9977.70235521531,28,10,-134143.75
0.0,9477.325366636458,41358.00027470567,29,9477.325366636458,41358.000274705664,0.0,45740.452074520974,45740.452074520974,0.0,0.0,-14.956595,41358.00027470567,nan,41358.000274705664,13146.040255915248,7360729.0,10,920000,139.34114,13146.040255915248,29,10,-134717.36
0.0,8343.57588908118,41667.20761040327,30,8343.57588908118,41667.207610403275,0.0,45819.732797548946,45819.732797548946,0.0,0.0,-14.821548,41667.20761040327,nan,41667.207610403275,17044.040671541632,7494080.5,10,944000,139.14796,17044.040671541632,30,10,-134255.81
0.0,4330.865789237273,43799.16667082907,31,4330.865789237273,43799.16667082907,0.0,46078.41494140797,46078.41494140797,0.0,0.0,-14.39128,43799.16667082907,nan,43799.16667082907,30933.99862428179,7083420.5,10,968000,103.74082,30933.99862428179,31,10,-137486.2
0.0,5279.670633398577,43327.649596208736,32,5279.670633398577,43327.64959620873,0.0,45843.62068558903,45843.62068558903,0.0,0.0,-14.124105,43327.649596208736,nan,43327.64959620873,27523.048449558188,7277273.5,10,992000,124.424446,27523.048449558188,32,10,-139704.08
0.0,16940.464656635453,51766.66956377741,33,16940.464656635453,51766.669563777396,0.0,101566.49982931101,101566.49982931101,0.0,0.0,-14.4324255,51766.66956377741,nan,51766.669563777396,42115.17328749124,7251644.5,10,1016000,142.852,42115.17328749124,33,10,-141096.72
0.0,13359.132725548609,49808.34211062558,34,13359.132725548609,49808.34211062557,0.0,89878.51586112408,89878.51586112408,0.0,0.0,-14.304189,49808.34211062558,nan,49808.34211062557,44946.76160603891,7346292.0,10,1040000,155.75381,44946.76160603891,34,10,-143484.05
0.0,27530.15964968481,59201.04794503339,35,27530.15964968481,59201.04794503337,0.0,109058.6141009211,109058.6141009211,0.0,0.0,-14.066251,59201.04794503339,nan,59201.04794503337,28737.80250712278,7330485.0,10,1064000,192.33907,28737.80250712278,35,10,-145700.48
0.0,36656.62859131491,47401.287771892166,36,36656.62859131491,47401.28777189218,0.1,121737.7674920711,121737.7674920711,0.1,0.0,-14.423096,47401.287771892166,nan,47401.28777189218,1206.432743928713,7309210.5,10,1088000,202.85683,1206.432743928713,36,10,-149088.03
0.0,15482.127251431937,51222.947120686214,37,15482.127251431937,51222.9471206862,0.1,96937.87008177418,96937.87008177418,0.1,0.0,-14.9012165,51222.947120686214,nan,51222.9471206862,40190.19937717116,7530140.0,10,1112000,209.02054,40190.19937717116,37,10,-152559.9
0.0,25756.344539498437,43637.99994226572,38,25756.344539498437,43637.99994226572,0.1,110707.88681407836,110707.88681407836,0.1,0.0,-15.495293,43637.99994226572,nan,43637.99994226572,10674.734050054498,8277977.5,10,1136000,192.98837,10674.734050054498,38,10,-156867.78
0.0,39769.97416402614,63906.20284619372,39,39769.97416402614,63906.20284619373,0.1,163681.83698508417,163681.83698508417,0.1,0.0,-15.891801,63906.20284619372,nan,63906.20284619373,40916.1005131897,10016592.0,10,1160000,214.48074,40916.1005131897,39,10,-161571.4
0.0,24336.924998723523,48896.81241176175,40,24336.924998723523,48896.81241176176,0.2,107810.5371125816,107810.5371125816,0.2,0.0,-16.738207,48896.81241176175,nan,48896.81241176176,16058.246802888356,10759248.0,10,1184000,284.74774,16058.246802888356,40,10,-165192.58
0.0,29918.608891779564,57129.5455372281,41,29918.608891779564,57129.54553722813,0.6,91677.84590696121,91677.84590696121,0.6,0.0,-17.02186,57129.5455372281,nan,57129.54553722813,7297.908463490718,11267865.0,10,1208000,327.8112,7297.908463490718,41,10,-167178.69
0.0,11013.025990645909,48690.816977395574,42,11013.025990645909,48690.816977395574,0.0,81661.57970735362,81661.57970735362,0.0,0.0,-18.52922,48690.816977395574,nan,48690.816977395574,43348.178001051696,12971041.0,10,1232000,237.95775,43348.178001051696,42,10,-173417.47
0.0,4696.173774623967,44492.46741294804,43,4696.173774623967,44492.46741294804,0.1,53360.95875258328,53360.95875258328,0.1,0.0,-18.66321,44492.46741294804,nan,44492.46741294804,34888.337280961336,14180842.0,10,1256000,254.20206,34888.337280961336,43,10,-179932.89
0.0,27883.432890760687,53307.73816153644,44,27883.432890760687,53307.73816153642,0.3,99423.04465247823,99423.04465247823,0.3,0.0,-18.701359,53307.73816153644,nan,53307.73816153642,1447.662655928947,15647986.0,10,1280000,253.6117,1447.662655928947,44,10,-185708.8
0.0,7.5710213732093745,-72.48513760547023,45,7.5710213732093745,-72.48513760547023,0.0,-63.817226374929305,-63.817226374929305,0.0,0.0,-19.415747,-72.48513760547023,nan,-72.48513760547023,-90.92974189754877,16641004.0,10,1304000,441.02747,-90.92974189754877,45,10,-181418.72
0.0,24503.678793734147,27914.17985788662,46,24503.678793734147,27914.179857886622,0.4,65453.10918425011,65453.10918425011,0.4,0.0,-22.26781,27914.17985788662,nan,27914.179857886622,-72.84142685275647,16253858.0,10,1328000,1672.4877,-72.84142685275647,46,10,-168139.66
0.0,16710.637178675162,47616.34643283909,47,16710.637178675162,47616.34643283909,0.7,69897.83133918789,69897.83133918789,0.7,0.0,-22.220219,47616.34643283909,nan,47616.34643283909,17557.640071464397,18215698.0,10,1352000,1314.3044,17557.640071464397,47,10,-176576.03
0.0,21230.32671200077,37921.79237578639,48,21230.32671200077,37921.79237578639,0.3,86960.14236997628,86960.14236997628,0.3,0.0,-21.75089,37921.79237578639,nan,37921.79237578639,14298.583078697397,22351106.0,10,1376000,547.88586,14298.583078697397,48,10,-199634.9
0.0,17661.386663700505,41267.58481194119,49,17661.386663700505,41267.58481194119,0.5,60274.5348435164,60274.5348435164,0.5,0.0,-21.150528,41267.58481194119,nan,41267.58481194119,14648.836074505522,26888228.0,10,1400000,298.8868,14648.836074505522,49,10,-217857.95
0.0,31725.556065201712,53430.23292019903,50,31725.556065201712,53430.23292019903,0.1,133400.52016782964,133400.52016782964,0.1,0.0,-21.218096,53430.23292019903,nan,53430.23292019903,18304.44114250406,30877358.0,10,1424000,318.57294,18304.44114250406,50,10,-231394.34
0.0,27107.539122520506,39494.43443140363,51,27107.539122520506,39494.434431403635,0.3,89361.14937870849,89361.14937870849,0.3,0.0,-22.07707,39494.43443140363,nan,39494.434431403635,15756.699192836682,35623356.0,10,1448000,252.71394,15756.699192836682,51,10,-245033.22
0.0,20212.047038331733,38228.50647464037,52,20212.047038331733,38228.50647464035,0.1,79706.59213559605,79706.59213559605,0.1,0.0,-23.515528,38228.50647464037,nan,38228.50647464035,17280.651601452188,40650404.0,10,1472000,261.0723,17280.651601452188,52,10,-255001.06
0.0,30548.36501856682,22136.13594494794,53,30548.36501856682,22136.135944947942,0.0,93121.78979541815,93121.78979541815,0.0,0.0,-23.106468,22136.13594494794,nan,22136.135944947942,-97.56141527517714,48264716.0,10,1496000,5722.6274,-97.56141527517714,53,10,-247068.16
0.0,18680.28406959872,34965.18752258457,54,18680.28406959872,34965.18752258457,0.0,71367.62752005286,71367.62752005286,0.0,0.0,-22.990597,34965.18752258457,nan,34965.18752258457,16458.273483662815,53551292.0,10,1520000,5634.3794,16458.273483662815,54,10,-254281.34
0.0,27182.892468918355,52829.126463157554,55,27182.892468918355,52829.12646315757,0.2,111297.5750857303,111297.5750857303,0.2,0.0,-22.318144,52829.126463157554,nan,52829.12646315757,15215.149123161644,51911852.0,10,1544000,277.89212,15215.149123161644,55,10,-282651.2
0.0,29677.209798894026,51968.75795097808,56,29677.209798894026,51968.757950978055,0.3,89631.92214339394,89631.92214339394,0.3,0.0,-23.109797,51968.75795097808,nan,51968.757950978055,-14.225118980704707,49912396.0,10,1568000,293.1195,-14.225118980704707,56,10,-267888.12
0.0,221.2984426537224,51.80709734762328,57,221.2984426537224,51.80709734762328,0.0,715.6308589678041,715.6308589678041,0.0,0.0,-29.650055,51.80709734762328,nan,51.80709734762328,-27.954822960207572,24224720.0,10,1592000,1146.58,-27.954822960207572,57,10,-118215.805
0.0,12733.17877028857,25513.279601657214,58,12733.17877028857,25513.279601657214,0.1,44692.07611367581,44692.07611367581,0.1,0.0,-26.872778,25513.279601657214,nan,25513.279601657214,8236.636936521432,13920901.0,10,1616000,1707.4502,8236.636936521432,58,10,-84737.2
0.0,15373.874593632228,27564.378366378078,59,15373.874593632228,27564.37836637809,0.1,68010.81613139225,68010.81613139225,0.1,0.0,-25.511051,27564.378366378078,nan,27564.37836637809,13489.347320774456,16397730.0,10,1640000,1177.9921,13489.347320774456,59,10,-102609.38
0.0,5355.176414408295,8733.795347793068,60,5355.176414408295,8733.795347793068,0.0,20697.59551932873,20697.59551932873,0.0,0.0,-26.9048,8733.795347793068,nan,8733.795347793068,1205.5935278626223,22400512.0,10,1664000,909.16327,1205.5935278626223,60,10,-118750.4
0.0,12875.384866039225,36920.45964159518,61,12875.384866039225,36920.45964159518,0.1,46290.16144783982,46290.16144783982,0.1,0.0,-25.49657,36920.45964159518,nan,36920.45964159518,14649.945498871104,27829572.0,10,1688000,749.31177,14649.945498871104,61,10,-136016.78
0.0,24702.99134838126,30896.46750984153,62,24702.99134838126,30896.467509841536,0.5,83073.15283836445,83073.15283836445,0.5,0.0,-24.088234,30896.46750984153,nan,30896.467509841536,1690.0305938053714,32409988.0,10,1712000,815.9381,1690.0305938053714,62,10,-150441.36
0.0,21680.852954821028,57797.09740254779,63,21680.852954821028,57797.0974025478,0.1,93726.14858802412,93726.14858802412,0.1,0.0,-24.317883,57797.09740254779,nan,57797.0974025478,19480.7123663278,35305788.0,10,1736000,1892.3789,19480.7123663278,63,10,-155871.2
0.0,33158.41280627776,52362.93281168163,64,33158.41280627776,52362.93281168162,0.2,88557.03349457367,88557.03349457367,0.2,0.0,-24.539,52362.93281168163,nan,52362.93281168162,1935.9446605773405,40179600.0,10,1760000,1494.5853,1935.9446605773405,64,10,-168107.9
0.0,14695.871220146051,80575.39296083135,65,14695.871220146051,80575.39296083138,0.2,103890.84983464106,103890.84983464106,0.2,0.0,-25.17729,80575.39296083135,nan,80575.39296083138,53406.854738689966,44200560.0,10,1784000,1407.868,53406.854738689966,65,10,-177150.12
0.0,19424.02070032544,74565.1590100841,66,19424.02070032544,74565.1590100841,0.5,95648.94415410502,95648.94415410502,0.5,0.0,-25.700848,74565.1590100841,nan,74565.1590100841,44997.66104541456,50464416.0,10,1808000,1537.0258,44997.66104541456,66,10,-191018.78
0.0,12568.278606984793,70060.08627711053,67,12568.278606984793,70060.08627711053,0.5,92904.65753691045,92904.65753691045,0.5,0.0,-25.8954,70060.08627711053,nan,70060.08627711053,48592.8564806464,54983244.0,10,1832000,1682.6077,48592.8564806464,67,10,-197051.36
0.0,29917.425825321196,85420.09728221431,68,29917.425825321196,85420.09728221431,0.4,138125.45901080192,138125.45901080192,0.4,0.0,-25.73952,85420.09728221431,nan,85420.09728221431,42926.1055968586,62381610.0,10,1856000,1835.1124,42926.1055968586,68,10,-206381.1
0.0,15707.132978469243,88269.0785909286,69,15707.132978469243,88269.0785909286,0.5,119376.47836879265,119376.47836879265,0.5,0.0,-25.646141,88269.0785909286,nan,88269.0785909286,61816.426245988376,67798820.0,10,1880000,1904.1257,61816.426245988376,69,10,-211562.17
0.0,64310.46503222564,87950.57450057732,70,64310.46503222564,87950.5745005773,0.4,224585.16476812217,224585.16476812217,0.4,0.0,-26.322836,87950.57450057732,nan,87950.5745005773,-80.44061394918295,77672580.0,10,1904000,1813.1572,-80.44061394918295,70,10,-219962.86
0.0,25913.974418005673,72450.22427464271,71,25913.974418005673,72450.22427464274,0.4,102007.8915955158,102007.8915955158,0.4,0.0,-26.639246,72450.22427464271,nan,72450.22427464274,20212.332264395394,82496296.0,10,1928000,2288.27,20212.332264395394,71,10,-226957.62
0.0,47707.566154441956,41146.14346728042,72,47707.566154441956,41146.143467280424,0.3,127354.79361052095,127354.79361052095,0.3,0.0,-28.001818,41146.14346728042,nan,41146.143467280424,-89.50377006963937,93910024.0,10,1952000,1674.5713,-89.50377006963937,72,10,-244673.83
0.0,33496.24886979722,48507.3843333367,73,33496.24886979722,48507.38433333672,0.3,87777.33331378513,87777.33331378513,0.3,0.0,-29.079023,48507.3843333367,nan,48507.38433333672,229.86342127176155,104902720.0,10,1976000,2646.0435,229.86342127176155,73,10,-261304.1
0.0,22441.416146727217,63081.82364369145,74,22441.416146727217,63081.82364369147,0.6,95158.24696355697,95158.24696355697,0.6,0.0,-30.156918,63081.82364369145,nan,63081.82364369147,27035.430391106845,114959336.0,10,2000000,1349.1228,27035.430391106845,74,10,-277505.88
0.0,41944.55481606897,96538.88316489974,75,41944.55481606897,96538.8831648997,0.7,184632.25412019703,184632.25412019703,0.7,0.0,-30.510504,96538.88316489974,nan,96538.8831648997,51138.85429799172,130572910.0,10,2024000,827.17065,51138.85429799172,75,10,-305346.94
0.0,42345.73935408373,108260.4875139568,76,42345.73935408373,108260.48751395685,0.6,188276.51209989114,188276.51209989114,0.6,0.0,-31.035328,108260.4875139568,nan,108260.48751395685,50712.83658257821,138737040.0,10,2048000,1023.874,50712.83658257821,76,10,-323618.4
0.0,21727.734181887543,64299.57893143247,77,21727.734181887543,64299.57893143247,0.5,100743.49408047968,100743.49408047968,0.5,0.0,-31.849937,64299.57893143247,nan,64299.57893143247,22765.965977433923,145566430.0,10,2072000,1227.0427,22765.965977433923,77,10,-341319.44
0.0,73105.17924200626,83582.05105571226,78,73105.17924200626,83582.05105571225,0.4,249140.31131015235,249140.31131015235,0.4,0.0,-32.527,83582.05105571226,nan,83582.05105571225,16096.780957050267,146494000.0,10,2096000,875.614,16096.780957050267,78,10,-352014.47
0.0,73552.639950555,90018.2980404298,79,73552.639950555,90018.29804042979,0.2,305066.55079017306,305066.55079017306,0.2,0.0,-32.208023,90018.2980404298,nan,90018.29804042979,20092.274901983543,151105490.0,10,2120000,787.3448,20092.274901983543,79,10,-358777.3
0.0,51445.381814714936,99158.38525901819,80,51445.381814714936,99158.38525901819,0.6,208054.58204422155,208054.58204422155,0.6,0.0,-31.807661,99158.38525901819,nan,99158.38525901819,36377.77832321851,152243220.0,10,2144000,686.4103,36377.77832321851,80,10,-364836.47
0.0,50389.03520374197,97551.3394768087,81,50389.03520374197,97551.33947680872,0.3,237497.43279492605,237497.43279492605,0.3,0.0,-31.318953,97551.3394768087,nan,97551.33947680872,51159.840005425256,153019970.0,10,2168000,756.3287,51159.840005425256,81,10,-367918.16
0.0,85318.8602372658,138346.27288285136,82,85318.8602372658,138346.2728828513,0.5,259684.6563305849,259684.6563305849,0.5,0.0,-31.178602,138346.27288285136,nan,138346.2728828513,24691.071876349783,154875520.0,10,2192000,449.0999,24691.071876349783,82,10,-372767.97
0.0,74972.84883278016,169354.45670109446,83,74972.84883278016,169354.4567010945,0.7,273475.03565023915,273475.03565023915,0.7,0.0,-31.27055,169354.45670109446,nan,169354.4567010945,51054.02609965235,160731700.0,10,2216000,507.74835,51054.02609965235,83,10,-380261.44
0.0,74006.64372788534,131594.75642286238,84,74006.64372788534,131594.75642286238,0.5,288391.89448610146,288391.89448610146,0.5,0.0,-31.23144,131594.75642286238,nan,131594.75642286238,61431.11415593283,167543470.0,10,2240000,670.76465,61431.11415593283,84,10,-385067.62
0.0,98284.56530454043,216129.9538719012,85,98284.56530454043,216129.9538719011,0.8,308053.5212354331,308053.5212354331,0.8,0.0,-31.06511,216129.9538719012,nan,216129.9538719011,51542.51586423848,176860590.0,10,2264000,653.6993,51542.51586423848,85,10,-394159.38
0.0,73081.82917103519,86896.07448046266,86,73081.82917103519,86896.07448046263,0.3,276682.513110143,276682.513110143,0.3,0.0,-31.054829,86896.07448046266,nan,86896.07448046263,30807.636426594247,191967790.0,10,2288000,482.14792,30807.636426594247,86,10,-406627.16
0.0,74639.40306602138,90771.78092664135,87,74639.40306602138,90771.78092664134,0.5,291312.6434165854,291312.6434165854,0.5,0.0,-30.998226,90771.78092664135,nan,90771.78092664134,31416.096037381336,206907760.0,10,2312000,729.35254,31416.096037381336,87,10,-417281.16
0.0,98142.33802371885,170308.6617391131,88,98142.33802371885,170308.66173911316,0.7,310965.5542733262,310965.5542733262,0.7,0.0,-30.793955,170308.6617391131,nan,170308.66173911316,46056.90354945079,222168320.0,10,2336000,803.81165,46056.90354945079,88,10,-431403.06
0.0,34951.14089178349,72838.00817127145,89,34951.14089178349,72838.00817127143,0.2,162975.73779482453,162975.73779482453,0.2,0.0,-30.705727,72838.00817127145,nan,72838.00817127143,44716.736950618506,238337800.0,10,2360000,541.8931,44716.736950618506,89,10,-442769.94
0.0,79266.54480701136,113191.48346355694,90,79266.54480701136,113191.4834635569,0.3,279721.31835046184,279721.31835046184,0.3,0.0,-30.72959,113191.48346355694,nan,113191.4834635569,59069.60536407003,253458880.0,10,2384000,1150.9368,59069.60536407003,90,10,-454771.2
0.0,42703.51406938849,233778.98658109145,91,42703.51406938849,233778.98658109145,1.0,303343.9127123972,303343.9127123972,1.0,0.0,-30.566687,233778.98658109145,nan,233778.98658109145,180159.33627135804,263707300.0,10,2408000,632.84375,180159.33627135804,91,10,-462477.5
0.0,86628.41790313946,99670.02477944308,92,86628.41790313946,99670.02477944303,0.3,268353.99900865695,268353.99900865695,0.3,0.0,-30.548365,99670.02477944308,nan,99670.02477944303,39342.111258419434,279557100.0,10,2432000,521.3648,39342.111258419434,92,10,-468574.62
0.0,55359.824639340586,223683.8544125299,93,55359.824639340586,223683.85441253,0.9,280608.63537466025,280608.63537466025,0.9,0.0,-30.401234,223683.8544125299,nan,223683.85441253,76953.70051525856,304032300.0,10,2456000,493.7192,76953.70051525856,93,10,-482993.03
0.0,52167.05449428249,206922.07599592838,94,52167.05449428249,206922.07599592835,1.0,288388.299932229,288388.299932229,1.0,0.0,-30.380445,206922.07599592838,nan,206922.07599592835,126060.1406261931,332481500.0,10,2480000,587.3401,126060.1406261931,94,10,-498180.28
0.0,82967.87816784767,147719.89524249377,95,82967.87816784767,147719.89524249377,0.6,258202.13759667386,258202.13759667386,0.6,0.0,-30.370514,147719.89524249377,nan,147719.89524249377,56841.76813224256,369859970.0,10,2504000,601.3836,56841.76813224256,95,10,-509627.47
0.0,48128.241855551074,174497.62895490215,96,48128.241855551074,174497.62895490215,0.9,235538.19934170129,235538.19934170129,0.9,0.0,-30.28338,174497.62895490215,nan,174497.62895490215,56103.65930653166,416518880.0,10,2528000,447.19922,56103.65930653166,96,10,-529722.25
0.0,72538.84382858172,155387.48847177724,97,72538.84382858172,155387.48847177732,0.8,241809.95791006417,241809.95791006417,0.8,0.0,-30.222078,155387.48847177724,nan,155387.48847177732,30883.946491694747,452830050.0,10,2552000,919.12585,30883.946491694747,97,10,-549523.2
0.0,76857.71577246313,144933.71193047636,98,76857.71577246313,144933.71193047642,0.7,275343.6465390271,275343.6465390271,0.7,0.0,-30.60514,144933.71193047636,nan,144933.71193047642,48163.110846462856,478203740.0,10,2576000,1657.1593,48163.110846462856,98,10,-569117.3
0.0,51293.81257595826,143277.68553684687,99,51293.81257595826,143277.6855368468,0.8,203872.3027815002,203872.3027815002,0.8,0.0,-30.481594,143277.68553684687,nan,143277.6855368468,30799.169398582264,503339070.0,10,2600000,872.80164,30799.169398582264,99,10,-588177.75
